Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,purpose_of_ww_sampling,purpose_of_ww_sequencing,ww_endog_control_1_conc,ww_endog_control_1_protocol,ww_endog_control_1,ww_endog_control_1_units,ww_endog_control_2_units,ww_flow,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_jurisdiction,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_extract,ww_surv_target_1_extract_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1_protocol,ww_surv_target_1,ww_surv_target_2_conc_unit,ww_surv_target_2_extract_unit,collected_by,sequenced_by,ww_pre_treatment,ww_temperature,ww_sample_salinity,ww_endog_control_2_conc,ww_endog_control_2_protocol,ww_endog_control_2,ww_ph,lat_lon,secondary_sample_name,samp_rep_tech,collected_by (run),collection_date (run),filename2,Filename,geo_loc_name (run),isolation_source (run),organism (run),purpose_of_ww_sampling (run),purpose_of_ww_sequencing (run),sample_ID (run),Sample_id,sequenced_by[1] (run),sequenced_by[1],sequenced_by[2] (run),sequenced_by[2],ww_endog_control_1_conc (run),ww_endog_control_1_protocol (run),ww_endog_control_1 (run),ww_endog_control_1_units (run),ww_endog_control_2_units (run),ww_flow (run),ww_population (run),ww_sample_duration (run),ww_sample_matrix (run),ww_sample_site (run),ww_sample_type (run),ww_surv_jurisdiction (run),ww_surv_target_1_conc (run),ww_surv_target_1_conc_unit (run),ww_surv_target_1_extract (run),ww_surv_target_1_extract_unit (run),ww_surv_target_1_gene (run),ww_surv_target_1_known_present (run),ww_surv_target_1_protocol (run),ww_surv_target_1 (run),ww_surv_target_2_conc_unit (run),ww_surv_target_2_extract_unit (run),filename3,filename4,ww_temperature (run),ww_sample_salinity (run),ww_ph (run)
SRR25070761,AMPLICON,202,2150482102,PRJNA946141,SAMN36071548,SARS-CoV-2: wastewater surveillance,724370555,UNIVERSITY OF MIAMI,2022-09-14,public,"run.zq,sra,activ_sars2_vcf,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX20824851,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WM06-220914-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:24:00Z,1,WM06-220914-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,337851.428571429,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,3257.14285714286,copies/L,1.8995,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,University of Miami,,,26.5,0.54,,,,7.36,,,,University of Miami,2022-09-14,Babler-13461-105-ARTIC_S52_L002_R2_001.fastq.gz,Babler-13461-105-ARTIC_S52_L002_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WM06-220914,WM06-220914,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,337851.428571429,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,3257.14285714286,copies/L,1.8995,count,NC,Yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,,,26.5,0.54,7.36
SRR25070762,AMPLICON,202,1107686392,PRJNA946141,SAMN36071564,SARS-CoV-2: wastewater surveillance,393028547,UNIVERSITY OF MIAMI,2020-11-04,public,"fastq,sra,run.zq,activ_sars2_vcf","gs,ncbi,s3","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX20824850,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WG0P-201104-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:23:00Z,1,WG0P-201104-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,26510,V2G-qPCR,SARS,copies/L,copies/L,0,1280,24,raw wastewater,college or university,grab,FL,148600,copies/L,371.5,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,University of Miami,,,25.5,0.2,,,,,,,,University of Miami,2020-11-04,Babler-13461-003-ARTIC_S35_L001_R2_001.fastq.gz,Babler-13461-003-ARTIC_S35_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WG0P-201104,WG0P-201104,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,26510,V2G-qPCR,SARS,copies/L,copies/L,0,1280,24,raw wastewater,college or university,grab,FL,148600,copies/L,371.5,count,NC,Yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Babler-13461-003-ARTIC_S35_L002_R1_001.fastq.gz,Babler-13461-003-ARTIC_S35_L002_R2_001.fastq.gz,25.5,0.2,
SRR25070763,AMPLICON,202,347519386,PRJNA946141,SAMN36071597,SARS-CoV-2: wastewater surveillance,124470189,UNIVERSITY OF MIAMI,2022-09-14,public,"activ_sars2_vcf,sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX20824849,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WG02c-220914-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:22:00Z,1,WG02c-220914-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,152145,V2G-qPCR,SARS,copies/L,copies/L,0,1409,24,raw wastewater,college or university,grab,FL,13800,copies/L,4.5685,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,University of Miami,,,28.1,0.44,,,,7.27,,,,University of Miami,2022-09-14,Babler-13461-075-ARTIC_S107_L001_R2_001.fastq.gz,Babler-13461-075-ARTIC_S107_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WG02c-220914,WG02c-220914,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,152145,V2G-qPCR,SARS,copies/L,copies/L,0,1409,24,raw wastewater,college or university,grab,FL,13800,copies/L,4.5685,count,NC,Yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Babler-13461-075-ARTIC_S107_L002_R1_001.fastq.gz,Babler-13461-075-ARTIC_S107_L002_R2_001.fastq.gz,28.1,0.44,7.27
SRR25070764,AMPLICON,202,196740930,PRJNA946141,SAMN36071654,SARS-CoV-2: wastewater surveillance,70482454,UNIVERSITY OF MIAMI,2022-09-06,public,"sra,run.zq,fastq,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX20824848,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WSSP-220906-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:22:00Z,1,WSSP-220906-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,704880,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,14700,copies/L,7.375,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,University of Miami,,,,,,,,,,,,University of Miami,2022-09-06,Babler-13461-074-ARTIC_S106_L001_R2_001.fastq.gz,Babler-13461-074-ARTIC_S106_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WSSP-220906,WSSP-220906,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,704880,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,14700,copies/L,7.375,count,NC,Yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Babler-13461-074-ARTIC_S106_L002_R1_001.fastq.gz,Babler-13461-074-ARTIC_S106_L002_R2_001.fastq.gz,,,
SRR25070765,AMPLICON,202,629903064,PRJNA946141,SAMN36071644,SARS-CoV-2: wastewater surveillance,224209985,UNIVERSITY OF MIAMI,2022-09-06,public,"fastq,run.zq,activ_sars2_vcf,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX20824823,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WSNB-220906-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:23:00Z,1,WSNB-220906-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,246655,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,204650,copies/L,204.6455,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,University of Miami,,,,,,,,,,,,University of Miami,2022-09-06,Babler-13461-045-ARTIC_S77_L001_R2_001.fastq.gz,Babler-13461-045-ARTIC_S77_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WSNB-220906,WSNB-220906,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,246655,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,204650,copies/L,204.6455,count,NC,Yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Babler-13461-045-ARTIC_S77_L002_R1_001.fastq.gz,Babler-13461-045-ARTIC_S77_L002_R2_001.fastq.gz,,,
SRR25070766,AMPLICON,202,367743424,PRJNA946141,SAMN36071653,SARS-CoV-2: wastewater surveillance,130773027,UNIVERSITY OF MIAMI,2022-08-30,public,"run.zq,activ_sars2_vcf,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX20824846,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WSSP-220830-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:23:00Z,1,WSSP-220830-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,213128.571428571,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,42771.4285714286,copies/L,24.961,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,University of Miami,,,,,,,,,,,,University of Miami,2022-08-30,Babler-13461-058-ARTIC_S90_L001_R2_001.fastq.gz,Babler-13461-058-ARTIC_S90_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WSSP-220830,WSSP-220830,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,213128.571428571,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,42771.4285714286,copies/L,24.961,count,NC,Yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Babler-13461-058-ARTIC_S90_L002_R1_001.fastq.gz,Babler-13461-058-ARTIC_S90_L002_R2_001.fastq.gz,,,
SRR25070767,AMPLICON,202,164103790,PRJNA946141,SAMN36071643,SARS-CoV-2: wastewater surveillance,58099187,UNIVERSITY OF MIAMI,2022-08-30,public,"sra,fastq,run.zq,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX20824845,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WSNB-220830-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:22:00Z,1,WSNB-220830-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,298782.857142857,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,8314.28571428572,copies/L,4.8645,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,University of Miami,,,,,,,,,,,,University of Miami,2022-08-30,Babler-13461-087-ARTIC_S119_L001_R2_001.fastq.gz,Babler-13461-087-ARTIC_S119_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WSNB-220830,WSNB-220830,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,298782.857142857,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,8314.28571428572,copies/L,4.8645,count,NC,Yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Babler-13461-087-ARTIC_S119_L002_R1_001.fastq.gz,Babler-13461-087-ARTIC_S119_L002_R2_001.fastq.gz,,,
SRR25070768,AMPLICON,202,135534122,PRJNA946141,SAMN36071623,SARS-CoV-2: wastewater surveillance,48366802,UNIVERSITY OF MIAMI,2022-08-30,public,"activ_sars2_vcf,run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX20824844,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WSB2-220830-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:22:00Z,1,WSB2-220830-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,476508,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,7500,copies/L,6.2575,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,University of Miami,,,,,,,,,,,,University of Miami,2022-08-30,Babler-13461-089-ARTIC_S121_L001_R2_001.fastq.gz,Babler-13461-089-ARTIC_S121_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WSB2-220830,WSB2-220830,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,476508,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,7500,copies/L,6.2575,count,NC,Yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Babler-13461-089-ARTIC_S121_L002_R1_001.fastq.gz,Babler-13461-089-ARTIC_S121_L002_R2_001.fastq.gz,,,
SRR25070769,AMPLICON,202,548413840,PRJNA946141,SAMN36071555,SARS-CoV-2: wastewater surveillance,194250322,UNIVERSITY OF MIAMI,2022-08-31,public,"run.zq,sra,activ_sars2_vcf,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX20824843,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WC0Dc-220831-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:23:00Z,1,WC0Dc-220831-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,103812,V2G-qPCR,SARS,copies/L,copies/L,0,829725,24,raw wastewater,Not Applicable,composite,FL,54960,copies/L,22.9055,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,University of Miami,,,18.7,3.44,,,,,,,,University of Miami,2022-08-31,Babler-13461-054-ARTIC_S86_L001_R2_001.fastq.gz,Babler-13461-054-ARTIC_S86_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WC0Dc-220831,WC0Dc-220831,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,103812,V2G-qPCR,SARS,copies/L,copies/L,0,829725,24,raw wastewater,Not Applicable,composite,FL,54960,copies/L,22.9055,count,NC,Yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Babler-13461-054-ARTIC_S86_L002_R1_001.fastq.gz,Babler-13461-054-ARTIC_S86_L002_R2_001.fastq.gz,18.7,3.44,
SRR25070770,AMPLICON,202,345898942,PRJNA946141,SAMN36071584,SARS-CoV-2: wastewater surveillance,122108723,UNIVERSITY OF MIAMI,2022-08-31,public,"sra,fastq,run.zq,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX20824842,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WG0U-220831-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:23:00Z,1,WG0U-220831-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,419946,V2G-qPCR,SARS,copies/L,copies/L,0,766,24,raw wastewater,college or university,grab,FL,14760,copies/L,12.337,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,University of Miami,,,27.9,0.28,,,,8.55,,,,University of Miami,2022-08-31,Babler-13461-073-ARTIC_S105_L001_R2_001.fastq.gz,Babler-13461-073-ARTIC_S105_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WG0U-220831,WG0U-220831,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,419946,V2G-qPCR,SARS,copies/L,copies/L,0,766,24,raw wastewater,college or university,grab,FL,14760,copies/L,12.337,count,NC,Yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Babler-13461-073-ARTIC_S105_L002_R1_001.fastq.gz,Babler-13461-073-ARTIC_S105_L002_R2_001.fastq.gz,27.9,0.28,8.55
SRR25070771,AMPLICON,202,313389264,PRJNA946141,SAMN36071609,SARS-CoV-2: wastewater surveillance,111361897,UNIVERSITY OF MIAMI,2020-10-28,public,"activ_sars2_vcf,sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX20824841,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WM06-201028-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:23:00Z,1,WM06-201028-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,55186.875,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,9333,copies/L,20.74,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,University of Miami,,,28.2,,,,,6.9,,,,University of Miami,2020-10-28,Babler-13461-016-ARTIC_S48_L001_R2_001.fastq.gz,Babler-13461-016-ARTIC_S48_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WM06-201028,WM06-201028,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,55186.875,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,9333,copies/L,20.74,count,NC,Yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Babler-13461-016-ARTIC_S48_L002_R1_001.fastq.gz,Babler-13461-016-ARTIC_S48_L002_R2_001.fastq.gz,28.2,,6.9
SRR25070772,AMPLICON,202,126099308,PRJNA946141,SAMN36071618,SARS-CoV-2: wastewater surveillance,45164801,UNIVERSITY OF MIAMI,2022-08-31,public,"fastq,activ_sars2_vcf,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX20824840,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WM08-220831-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:22:00Z,1,WM08-220831-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,186090,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,3000,copies/L,0.9865,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,University of Miami,,,26.2,0.37,,,,6.84,,,,University of Miami,2022-08-31,Babler-13461-110-ARTIC_S138_L001_R2_001.fastq.gz,Babler-13461-110-ARTIC_S138_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WM08-220831,WM08-220831,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,186090,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,3000,copies/L,0.9865,count,NC,Yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Babler-13461-110-ARTIC_S138_L002_R1_001.fastq.gz,Babler-13461-110-ARTIC_S138_L002_R2_001.fastq.gz,26.2,0.37,6.84
SRR25070773,AMPLICON,202,364233068,PRJNA946141,SAMN36071614,SARS-CoV-2: wastewater surveillance,130132454,UNIVERSITY OF MIAMI,2022-08-31,public,"run.zq,activ_sars2_vcf,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX20824815,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WM06-220831-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:22:00Z,1,WM06-220831-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,658066.666666667,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,32200,copies/L,24.134,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,University of Miami,,,27.7,0.47,,,,7.09,,,,University of Miami,2022-08-31,Babler-13461-061-ARTIC_S93_L001_R2_001.fastq.gz,Babler-13461-061-ARTIC_S93_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WM06-220831,WM06-220831,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,658066.666666667,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,32200,copies/L,24.134,count,NC,Yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Babler-13461-061-ARTIC_S93_L002_R1_001.fastq.gz,Babler-13461-061-ARTIC_S93_L002_R2_001.fastq.gz,27.7,0.47,7.09
SRR25070774,AMPLICON,202,281184404,PRJNA946141,SAMN36071570,SARS-CoV-2: wastewater surveillance,99720343,UNIVERSITY OF MIAMI,2020-11-11,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX20824838,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WG0S-201111-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:22:00Z,1,WG0S-201111-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,34607.4324324324,V2G-qPCR,SARS,copies/L,copies/L,0,831,24,raw wastewater,college or university,grab,FL,1879.2972972973,copies/L,3.863,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,University of Miami,,,27.3,0.24,,,,8.39,,,,University of Miami,2020-11-11,Babler-13461-033-ARTIC_S65_L001_R2_001.fastq.gz,Babler-13461-033-ARTIC_S65_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WG0S-201111,WG0S-201111,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,34607.4324324324,V2G-qPCR,SARS,copies/L,copies/L,0,831,24,raw wastewater,college or university,grab,FL,1879.2972972973,copies/L,3.863,count,NC,Yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Babler-13461-033-ARTIC_S65_L002_R1_001.fastq.gz,Babler-13461-033-ARTIC_S65_L002_R2_001.fastq.gz,27.3,0.24,8.39
SRR25070775,AMPLICON,202,509350070,PRJNA946141,SAMN36071560,SARS-CoV-2: wastewater surveillance,180565887,UNIVERSITY OF MIAMI,2020-11-11,public,"sra,run.zq,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX20824837,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WG0H-201111-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:22:00Z,1,WG0H-201111-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,50702.1428571429,V2G-qPCR,SARS,copies/L,copies/L,0,846,24,raw wastewater,college or university,grab,FL,9795.85714285714,copies/L,38.095,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,University of Miami,,,27.3,0.31,,,,8.45,,,,University of Miami,2020-11-11,Babler-13461-014-ARTIC_S46_L001_R2_001.fastq.gz,Babler-13461-014-ARTIC_S46_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WG0H-201111,WG0H-201111,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,50702.1428571429,V2G-qPCR,SARS,copies/L,copies/L,0,846,24,raw wastewater,college or university,grab,FL,9795.85714285714,copies/L,38.095,count,NC,Yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Babler-13461-014-ARTIC_S46_L002_R1_001.fastq.gz,Babler-13461-014-ARTIC_S46_L002_R2_001.fastq.gz,27.3,0.31,8.45
SRR25070776,AMPLICON,202,449565342,PRJNA946141,SAMN36071562,SARS-CoV-2: wastewater surveillance,161356659,UNIVERSITY OF MIAMI,2020-11-11,public,"fastq,sra,activ_sars2_vcf,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX20824836,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WG0L-201111-20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-06-29T00:00:00Z,2023-06-29T13:22:00Z,1,WG0L-201111-20,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,48134.25,V2G-qPCR,SARS,copies/L,copies/L,0,1069,24,raw wastewater,college or university,grab,FL,3042.9,copies/L,16.905,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,University of Miami,,,26.3,0.01,,,,7.17,,,,University of Miami,2020-11-11,Babler-13461-025-ARTIC_S57_L001_R2_001.fastq.gz,Babler-13461-025-ARTIC_S57_L001_R1_001.fastq.gz,USA: Florida,Wastewater,wastewater metagenome,public health surveillance community-level,detection of target by RT PCR or ddPCR,WG0L-201111,WG0L-201111,University of Miami,University of Miami,Bio-Rad/admin,Bio-Rad/admin,48134.25,V2G-qPCR,SARS,copies/L,copies/L,0,1069,24,raw wastewater,college or university,grab,FL,3042.9,copies/L,16.905,count,NC,Yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Babler-13461-025-ARTIC_S57_L002_R1_001.fastq.gz,Babler-13461-025-ARTIC_S57_L002_R2_001.fastq.gz,26.3,0.01,7.17
