Run,Assay Type,BioProject,BioSample,Center Name,collection_date,Consent,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),INSDC_center_name,INSDC_status,Instrument,isolation_source,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,scientific_name,SRA Study,Submitter_Id,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version
ERR13743888,OTHER,PRJEB76651,SAMEA115752510,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-06,public,2025-01-14,2025-01-14,2025-01-14,ERX12663470,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752510,Waste019.2023-02-06_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste019.2023-02-06_Ullensaker,,,,,,,,
ERR13743889,OTHER,PRJEB76651,SAMEA115752511,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-13,public,2025-01-14,2025-01-14,2025-01-14,ERX12663471,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752511,Waste020.2023-02-13_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste020.2023-02-13_Bergen,,,,,,,,
ERR13743890,OTHER,PRJEB76651,SAMEA115752512,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-13,public,2025-01-14,2025-01-14,2025-01-14,ERX12663472,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752512,Waste020.2023-02-13_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste020.2023-02-13_Oslo,,,,,,,,
ERR13743891,OTHER,PRJEB76651,SAMEA115752513,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-13,public,2025-01-14,2025-01-14,2025-01-14,ERX12663473,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752513,Waste020.2023-02-13_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste020.2023-02-13_Ullensaker,,,,,,,,
ERR13743892,OTHER,PRJEB76651,SAMEA115752514,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-20,public,2025-01-14,2025-01-14,2025-01-14,ERX12663474,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752514,Waste020.2023-02-20_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste020.2023-02-20_Bergen,,,,,,,,
ERR13743893,OTHER,PRJEB76651,SAMEA115752515,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-20,public,2025-01-14,2025-01-14,2025-01-14,ERX12663475,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752515,Waste020.2023-02-20_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste020.2023-02-20_Oslo,,,,,,,,
ERR13743894,OTHER,PRJEB76651,SAMEA115752516,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-20,public,2025-01-14,2025-01-14,2025-01-14,ERX12663476,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752516,Waste020.2023-02-20_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste020.2023-02-20_Trondheim,,,,,,,,
ERR13743895,OTHER,PRJEB76651,SAMEA115752517,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-20,public,2025-01-14,2025-01-14,2025-01-14,ERX12663477,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752517,Waste020.2023-02-20_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste020.2023-02-20_Ullensaker,,,,,,,,
ERR13743896,OTHER,PRJEB76651,SAMEA115752518,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-27,public,2025-01-14,2025-01-14,2025-01-14,ERX12663478,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752518,Waste021.2023-02-27_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste021.2023-02-27_Bergen,,,,,,,,
ERR13743897,OTHER,PRJEB76651,SAMEA115752519,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-27,public,2025-01-14,2025-01-14,2025-01-14,ERX12663479,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752519,Waste021.2023-02-27_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste021.2023-02-27_Oslo,,,,,,,,
ERR13743898,OTHER,PRJEB76651,SAMEA115752520,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-27,public,2025-01-14,2025-01-14,2025-01-14,ERX12663480,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752520,Waste021.2023-02-27_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste021.2023-02-27_Trondheim,,,,,,,,
ERR13743899,OTHER,PRJEB76651,SAMEA115752521,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-27,public,2025-01-14,2025-01-14,2025-01-14,ERX12663481,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752521,Waste021.2023-02-27_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste021.2023-02-27_Ullensaker,,,,,,,,
ERR13743900,OTHER,PRJEB76651,SAMEA115752522,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-03-06,public,2025-01-14,2025-01-14,2025-01-14,ERX12663482,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752522,Waste021.2023-03-06_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste021.2023-03-06_Bergen,,,,,,,,
ERR13743901,OTHER,PRJEB76651,SAMEA115752523,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-03-06,public,2025-01-14,2025-01-14,2025-01-14,ERX12663483,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752523,Waste021.2023-03-06_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste021.2023-03-06_Oslo,,,,,,,,
ERR13743902,OTHER,PRJEB76651,SAMEA115752524,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-03-06,public,2025-01-14,2025-01-14,2025-01-14,ERX12663484,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752524,Waste021.2023-03-06_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste021.2023-03-06_Trondheim,,,,,,,,
ERR13743903,OTHER,PRJEB76651,SAMEA115752525,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-03-13,public,2025-01-14,2025-01-14,2025-01-14,ERX12663485,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752525,Waste022.2023-03-13_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste022.2023-03-13_Bergen,,,,,,,,
ERR13743904,OTHER,PRJEB76651,SAMEA115752526,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-03-13,public,2025-01-14,2025-01-14,2025-01-14,ERX12663486,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752526,Waste022.2023-03-13_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste022.2023-03-13_Oslo,,,,,,,,
ERR13743905,OTHER,PRJEB76651,SAMEA115752527,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-03-13,public,2025-01-14,2025-01-14,2025-01-14,ERX12663487,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752527,Waste022.2023-03-13_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste022.2023-03-13_Trondheim,,,,,,,,
ERR13743906,OTHER,PRJEB76651,SAMEA115752528,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-03-13,public,2025-01-14,2025-01-14,2025-01-14,ERX12663488,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752528,Waste022.2023-03-13_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste022.2023-03-13_Ullensaker,,,,,,,,
ERR13743907,OTHER,PRJEB76651,SAMEA115752529,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-03-20,public,2025-01-14,2025-01-14,2025-01-14,ERX12663489,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752529,Waste022.2023-03-20_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste022.2023-03-20_Bergen,,,,,,,,
ERR13743908,OTHER,PRJEB76651,SAMEA115752530,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-03-20,public,2025-01-14,2025-01-14,2025-01-14,ERX12663490,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752530,Waste022.2023-03-20_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste022.2023-03-20_Oslo,,,,,,,,
ERR13743909,OTHER,PRJEB76651,SAMEA115752531,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-03-20,public,2025-01-14,2025-01-14,2025-01-14,ERX12663491,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752531,Waste022.2023-03-20_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste022.2023-03-20_Trondheim,,,,,,,,
ERR13743910,OTHER,PRJEB76651,SAMEA115752532,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-03-20,public,2025-01-14,2025-01-14,2025-01-14,ERX12663492,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752532,Waste022.2023-03-20_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste022.2023-03-20_Ullensaker,,,,,,,,
ERR13743919,OTHER,PRJEB76651,SAMEA115752541,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-04-17,public,2025-01-14,2025-01-14,2025-01-14,ERX12663501,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752541,Waste024.2023-04-17_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste024.2023-04-17_Oslo,,,,,,,,
ERR13743920,OTHER,PRJEB76651,SAMEA115752542,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-04-17,public,2025-01-14,2025-01-14,2025-01-14,ERX12663502,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752542,Waste024.2023-04-17_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste024.2023-04-17_Ullensaker,,,,,,,,
ERR13743921,OTHER,PRJEB76651,SAMEA115752543,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-04-24,public,2025-01-14,2025-01-14,2025-01-14,ERX12663503,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752543,Waste024.2023-04-24_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste024.2023-04-24_Oslo,,,,,,,,
ERR13743922,OTHER,PRJEB76651,SAMEA115752544,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-04-24,public,2025-01-14,2025-01-14,2025-01-14,ERX12663504,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752544,Waste024.2023-04-24_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste024.2023-04-24_Ullensaker,,,,,,,,
ERR13743923,OTHER,PRJEB76651,SAMEA115752545,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-05-01,public,2025-01-14,2025-01-14,2025-01-14,ERX12663505,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752545,Waste024.2023-05-01_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste024.2023-05-01_Trondheim,,,,,,,,
ERR13743924,OTHER,PRJEB76651,SAMEA115752546,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-05-01,public,2025-01-14,2025-01-14,2025-01-14,ERX12663506,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752546,Waste024.2023-05-01_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste024.2023-05-01_Ullensaker,,,,,,,,
ERR13743925,OTHER,PRJEB76651,SAMEA115752547,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-05-08,public,2025-01-14,2025-01-14,2025-01-14,ERX12663507,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752547,Waste025.2023-05-08_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-05-08_Oslo,,,,,,,,
ERR13743926,OTHER,PRJEB76651,SAMEA115752548,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-05-08,public,2025-01-14,2025-01-14,2025-01-14,ERX12663508,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752548,Waste025.2023-05-08_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-05-08_Ullensaker,,,,,,,,
ERR13743927,OTHER,PRJEB76651,SAMEA115752549,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-05-15,public,2025-01-14,2025-01-14,2025-01-14,ERX12663509,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752549,Waste025.2023-05-15_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-05-15_Oslo,,,,,,,,
ERR13743928,OTHER,PRJEB76651,SAMEA115752550,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-05-15,public,2025-01-14,2025-01-14,2025-01-14,ERX12663510,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752550,Waste025.2023-05-15_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-05-15_Ullensaker,,,,,,,,
ERR13743929,OTHER,PRJEB76651,SAMEA115752551,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-05-22,public,2025-01-14,2025-01-14,2025-01-14,ERX12663511,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752551,Waste025.2023-05-22_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-05-22_Oslo,,,,,,,,
ERR13743930,OTHER,PRJEB76651,SAMEA115752552,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-05-22,public,2025-01-14,2025-01-14,2025-01-14,ERX12663512,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752552,Waste025.2023-05-22_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-05-22_Ullensaker,,,,,,,,
ERR13743931,OTHER,PRJEB76651,SAMEA115752553,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-05-29,public,2025-01-14,2025-01-14,2025-01-14,ERX12663513,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752553,Waste025.2023-05-29_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-05-29_Oslo,,,,,,,,
ERR13743932,OTHER,PRJEB76651,SAMEA115752554,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-05-29,public,2025-01-14,2025-01-14,2025-01-14,ERX12663514,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752554,Waste025.2023-05-29_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-05-29_Ullensaker,,,,,,,,
ERR13743933,OTHER,PRJEB76651,SAMEA115752555,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-06-05,public,2025-01-14,2025-01-14,2025-01-14,ERX12663515,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752555,Waste025.2023-06-05_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-06-05_Oslo,,,,,,,,
ERR13743934,OTHER,PRJEB76651,SAMEA115752556,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-06-05,public,2025-01-14,2025-01-14,2025-01-14,ERX12663516,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752556,Waste025.2023-06-05_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-06-05_Ullensaker,,,,,,,,
ERR13743935,OTHER,PRJEB76651,SAMEA115752557,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-06-12,public,2025-01-14,2025-01-14,2025-01-14,ERX12663517,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752557,Waste025.2023-06-12_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-06-12_Oslo,,,,,,,,
ERR13743936,OTHER,PRJEB76651,SAMEA115752558,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-06-12,public,2025-01-14,2025-01-14,2025-01-14,ERX12663519,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752558,Waste025.2023-06-12_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-06-12_Ullensaker,,,,,,,,
ERR13743937,OTHER,PRJEB76651,SAMEA115752559,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-06-19,public,2025-01-14,2025-01-14,2025-01-14,ERX12663520,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752559,Waste025.2023-06-19_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-06-19_Oslo,,,,,,,,
ERR13743938,OTHER,PRJEB76651,SAMEA115752560,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-06-19,public,2025-01-14,2025-01-14,2025-01-14,ERX12663521,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752560,Waste025.2023-06-19_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-06-19_Ullensaker,,,,,,,,
ERR13743939,OTHER,PRJEB76651,SAMEA115752561,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-06-26,public,2025-01-14,2025-01-14,2025-01-14,ERX12663522,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752561,Waste025.2023-06-26_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-06-26_Oslo,,,,,,,,
ERR13743940,OTHER,PRJEB76651,SAMEA115752562,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-06-26,public,2025-01-14,2025-01-14,2025-01-14,ERX12663523,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752562,Waste025.2023-06-26_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste025.2023-06-26_Ullensaker,,,,,,,,
