Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,collection_date (run),Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,fasta_file (run),geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample (run),SAMPLE,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR18541033,AMPLICON,298,297640170,PRJNA819090,SAMN27108225,SARS-CoV-2: wastewater surveillance,29780204,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2022-01-13 00:00:00+00:00,2022-01-13,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14670894,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-68288,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-68288,SEARCH-68288__E0002175__N18__220127_A01535_0075_BHCMJ7DSX3__002,SEARCH-68288__E0002175__N18__220127_A01535_0075_BHCMJ7DSX3__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541034,AMPLICON,297,297731073,PRJNA819090,SAMN27108224,SARS-CoV-2: wastewater surveillance,32439302,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2022-01-17 00:00:00+00:00,2021-12-27,public,"sra,activ_sars2_vcf,bam","s3,gs","s3.us-east-1,gs.US",SRX14670893,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-68282,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-68282,SEARCH-68282__E0002175__N12__220127_A01535_0075_BHCMJ7DSX3__002,SEARCH-68282__E0002175__N12__220127_A01535_0075_BHCMJ7DSX3__002,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541035,AMPLICON,299,24441011,PRJNA819090,SAMN27108044,SARS-CoV-2: wastewater surveillance,2373745,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-07-14 00:00:00+00:00,2021-07-14,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14670892,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-42582,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42582,SEARCH-42582__E0000056__G03__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42582__E0000056__G03__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541036,AMPLICON,300,8479103,PRJNA819090,SAMN27108026,SARS-CoV-2: wastewater surveillance,901114,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-07-15 00:00:00+00:00,2021-07-15,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14670891,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42527,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42527,SEARCH-42527__E0000056__G01__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42527__E0000056__G01__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541037,AMPLICON,298,297090990,PRJNA819090,SAMN27108223,SARS-CoV-2: wastewater surveillance,30648453,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2022-01-17 00:00:00+00:00,2022-01-19,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14670890,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-68235,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-68235,SEARCH-68235__E0002175__L12__220127_A01535_0075_BHCMJ7DSX3__002,SEARCH-68235__E0002175__L12__220127_A01535_0075_BHCMJ7DSX3__002,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541038,AMPLICON,298,165041339,PRJNA819090,SAMN27108222,SARS-CoV-2: wastewater surveillance,17488977,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2022-01-11 00:00:00+00:00,2022-01-11,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14670889,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-68116,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-68116,SEARCH-68116__E0002175__G11__220127_A01535_0075_BHCMJ7DSX3__002,SEARCH-68116__E0002175__G11__220127_A01535_0075_BHCMJ7DSX3__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541039,AMPLICON,298,256417563,PRJNA819090,SAMN27108221,SARS-CoV-2: wastewater surveillance,27377911,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2022-01-12 00:00:00+00:00,2022-01-12,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX14670888,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-68050,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-68050,SEARCH-68050__E0002175__D17__220127_A01535_0075_BHCMJ7DSX3__002,SEARCH-68050__E0002175__D17__220127_A01535_0075_BHCMJ7DSX3__002,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541040,AMPLICON,298,42599063,PRJNA819090,SAMN27108220,SARS-CoV-2: wastewater surveillance,4676010,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2022-01-03 00:00:00+00:00,2021-12-28,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14670887,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-66724,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-66724,SEARCH-66724__E0002110__L19__220118_A01535_0070_BHGC5YDSX3__003,SEARCH-66724__E0002110__L19__220118_A01535_0070_BHGC5YDSX3__003,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541041,AMPLICON,297,11257772,PRJNA819090,SAMN27108219,SARS-CoV-2: wastewater surveillance,1432050,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2022-01-10 00:00:00+00:00,2021-12-05,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14670886,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-66664,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-66664,SEARCH-66664__E0002110__P15__220118_A01535_0070_BHGC5YDSX3__003,SEARCH-66664__E0002110__P15__220118_A01535_0070_BHGC5YDSX3__003,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541043,AMPLICON,297,295496581,PRJNA819090,SAMN27108217,SARS-CoV-2: wastewater surveillance,32138947,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-12-29 00:00:00+00:00,2021-12-26,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14670884,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-63699,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-63699,SEARCH-63699__E0001996__N04__220112_A00953_0481_AH57KVDSX3__002,SEARCH-63699__E0001996__N04__220112_A00953_0481_AH57KVDSX3__002,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541044,AMPLICON,297,296728144,PRJNA819090,SAMN27108216,SARS-CoV-2: wastewater surveillance,33124034,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-12-20 00:00:00+00:00,2021-12-16,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14670883,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-63548,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-63548,SEARCH-63548__E0001923__A01__211230_A00953_0478_AHCMT5DSX3__004,SEARCH-63548__E0001923__A01__211230_A00953_0478_AHCMT5DSX3__004,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541045,AMPLICON,298,297310924,PRJNA819090,SAMN27108215,SARS-CoV-2: wastewater surveillance,31588352,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-12-20 00:00:00+00:00,2021-12-12,public,"activ_sars2_vcf,bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14670882,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-63547,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-63547,SEARCH-63547__E0001923__C01__211230_A00953_0478_AHCMT5DSX3__004,SEARCH-63547__E0001923__C01__211230_A00953_0478_AHCMT5DSX3__004,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541046,AMPLICON,298,297272612,PRJNA819090,SAMN27108214,SARS-CoV-2: wastewater surveillance,31410554,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-12-21 00:00:00+00:00,2021-12-20,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14670881,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-63546,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-63546,SEARCH-63546__E0001923__A04__211230_A00953_0478_AHCMT5DSX3__004,SEARCH-63546__E0001923__A04__211230_A00953_0478_AHCMT5DSX3__004,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541047,AMPLICON,299,14898264,PRJNA819090,SAMN27108043,SARS-CoV-2: wastewater surveillance,1421291,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-07-14 00:00:00+00:00,2021-07-14,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14670880,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-42581,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42581,SEARCH-42581__E0000056__D03__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42581__E0000056__D03__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541048,AMPLICON,298,296819643,PRJNA819090,SAMN27108213,SARS-CoV-2: wastewater surveillance,31805349,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-12-21 00:00:00+00:00,2021-12-21,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14670879,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-63545,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-63545,SEARCH-63545__E0001923__C04__211230_A00953_0478_AHCMT5DSX3__004,SEARCH-63545__E0001923__C04__211230_A00953_0478_AHCMT5DSX3__004,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541049,AMPLICON,298,296028449,PRJNA819090,SAMN27108212,SARS-CoV-2: wastewater surveillance,34357569,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-12-20 00:00:00+00:00,2021-11-28,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14670878,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-61701,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-61701,SEARCH-61701__E0001894__N06__211230_A00953_0478_AHCMT5DSX3__002,SEARCH-61701__E0001894__N06__211230_A00953_0478_AHCMT5DSX3__002,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541050,AMPLICON,300,27315654,PRJNA819090,SAMN27108111,SARS-CoV-2: wastewater surveillance,2401413,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-03 00:00:00+00:00,2021-08-03,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14670877,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49937,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49937,SEARCH-49937__E0001055__N09__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49937__E0001055__N09__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541051,AMPLICON,300,50962198,PRJNA819090,SAMN27108110,SARS-CoV-2: wastewater surveillance,3893837,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-03 00:00:00+00:00,2021-08-03,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14670876,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49936,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49936,SEARCH-49936__E0001055__L09__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49936__E0001055__L09__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541052,AMPLICON,300,13089133,PRJNA819090,SAMN27108109,SARS-CoV-2: wastewater surveillance,1120442,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-02 00:00:00+00:00,2021-08-02,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14670875,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49930,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49930,SEARCH-49930__E0001055__O08__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49930__E0001055__O08__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541053,AMPLICON,300,31400372,PRJNA819090,SAMN27108108,SARS-CoV-2: wastewater surveillance,2882987,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-02 00:00:00+00:00,2021-08-02,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14670874,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49929,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49929,SEARCH-49929__E0001055__P08__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49929__E0001055__P08__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541054,AMPLICON,299,9153167,PRJNA819090,SAMN27108107,SARS-CoV-2: wastewater surveillance,1014676,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-02 00:00:00+00:00,2021-08-02,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14670873,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49928,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49928,SEARCH-49928__E0001055__N08__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49928__E0001055__N08__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541055,AMPLICON,300,13047665,PRJNA819090,SAMN27108106,SARS-CoV-2: wastewater surveillance,1135261,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-02 00:00:00+00:00,2021-08-02,public,"activ_sars2_vcf,sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14670872,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49927,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49927,SEARCH-49927__E0001055__M08__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49927__E0001055__M08__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541056,AMPLICON,300,16629479,PRJNA819090,SAMN27108105,SARS-CoV-2: wastewater surveillance,1442571,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-02 00:00:00+00:00,2021-08-02,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14670871,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49926,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49926,SEARCH-49926__E0001055__I09__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49926__E0001055__I09__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541057,AMPLICON,300,4396516,PRJNA819090,SAMN27108104,SARS-CoV-2: wastewater surveillance,592472,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-01 00:00:00+00:00,2021-08-01,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14670870,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49925,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49925,SEARCH-49925__E0001055__O07__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49925__E0001055__O07__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541058,AMPLICON,299,3418036,PRJNA819090,SAMN27108032,SARS-CoV-2: wastewater surveillance,540659,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-07-15 00:00:00+00:00,2021-07-15,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14670869,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-42534,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-42534,SEARCH-42534__E0000056__F01__210730_A00953_0364_BHGYJ7DSX2__001,SEARCH-42534__E0000056__F01__210730_A00953_0364_BHGYJ7DSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541059,AMPLICON,300,38703112,PRJNA819090,SAMN27108103,SARS-CoV-2: wastewater surveillance,3288929,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-01 00:00:00+00:00,2021-08-01,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14670868,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49924,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49924,SEARCH-49924__E0001055__P07__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49924__E0001055__P07__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541060,AMPLICON,300,67225804,PRJNA819090,SAMN27108102,SARS-CoV-2: wastewater surveillance,4867158,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-01 00:00:00+00:00,2021-08-01,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14670867,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49923,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49923,SEARCH-49923__E0001055__I08__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49923__E0001055__I08__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541061,AMPLICON,300,1592144,PRJNA819090,SAMN27108101,SARS-CoV-2: wastewater surveillance,337119,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-01 00:00:00+00:00,2021-08-01,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14670866,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49922,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49922,SEARCH-49922__E0001055__N07__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49922__E0001055__N07__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541062,AMPLICON,299,70720699,PRJNA819090,SAMN27108100,SARS-CoV-2: wastewater surveillance,5291042,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-01 00:00:00+00:00,2021-08-01,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14670865,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49919,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49919,SEARCH-49919__E0001055__M07__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49919__E0001055__M07__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541063,AMPLICON,299,25662227,PRJNA819090,SAMN27108099,SARS-CoV-2: wastewater surveillance,2326641,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-01 00:00:00+00:00,2021-08-01,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14670864,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49918,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49918,SEARCH-49918__E0001055__L07__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49918__E0001055__L07__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541064,AMPLICON,299,7624594,PRJNA819090,SAMN27108098,SARS-CoV-2: wastewater surveillance,799658,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-15 00:00:00+00:00,2021-08-15,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14670863,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49914,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49914,SEARCH-49914__E0001055__G16__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49914__E0001055__G16__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541065,AMPLICON,300,40418774,PRJNA819090,SAMN27108097,SARS-CoV-2: wastewater surveillance,2912243,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-14 00:00:00+00:00,2021-08-14,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14670862,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49913,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49913,SEARCH-49913__E0001055__N15__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49913__E0001055__N15__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541066,AMPLICON,300,37408879,PRJNA819090,SAMN27108096,SARS-CoV-2: wastewater surveillance,3346991,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-13 00:00:00+00:00,2021-08-13,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14670861,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49908,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49908,SEARCH-49908__E0001055__P15__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49908__E0001055__P15__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18541067,AMPLICON,300,37800132,PRJNA819090,SAMN27108095,SARS-CoV-2: wastewater surveillance,3058110,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-08-13 00:00:00+00:00,2021-08-13,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14670860,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-49905,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-49905,SEARCH-49905__E0001055__O15__210827_A00953_0385_AHGYKLDSX2__001,SEARCH-49905__E0001055__O15__210827_A00953_0385_AHGYKLDSX2__001,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
