Run,amplicon__PCR_primer_scheme (run),amplicon_size (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,collection_site_id,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,enrichment_kit (run),Experiment,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,purpose_of_ww_sampling,purpose_of_ww_sequencing,raw_sequence_data_processing_method (run),ReleaseDate,create_date,version,Sample Name,sequence_submitter_contact_email (run),sequenced_by,SRA Study,ww_population,ww_pre_treatment,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1_protocol,ww_surv_target_1,ww_surv_target_1_conc,Collection_time,ww_temperature,ww_ph,ww_industrial_effluent_percent
SRR21817418,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,44720613,PRJNA847239,SAMN31167897,SARS-CoV-2: wastewater surveillance,20156977,ASU_WBE,2021-07-22,16X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806815,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,2371,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T17:00:00Z,1,2371,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,42400,06:00:00,8.4,7.82,
SRR21817419,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,547790854,PRJNA847239,SAMN31167892,SARS-CoV-2: wastewater surveillance,175184141,ASU_WBE,2021-08-16,33X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806814,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,2495,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T17:12:00Z,1,2495,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,447700,06:00:00,9.8,7.7,
SRR21817420,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,10602012,PRJNA847239,SAMN31167877,SARS-CoV-2: wastewater surveillance,3585510,ASU_WBE,2021-08-02,5X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806813,qiagen rneasy kit,USA,North America,"USA: Washington\, King\, Des Moines",Illumina HiSeq 2500,wastewater,B14,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T16:59:00Z,1,B14,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,229500,13:45:00,,,
SRR21817421,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,8700469,PRJNA847239,SAMN31167868,SARS-CoV-2: wastewater surveillance,3151493,ASU_WBE,2021-08-08,26X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806812,qiagen rneasy kit,USA,North America,"USA: Kentucky\, Jefferson\, Louisville",Illumina HiSeq 2500,wastewater,B21,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T17:00:00Z,1,B21,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,379000,,,,
SRR21817422,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,1445523,PRJNA847239,SAMN31167873,SARS-CoV-2: wastewater surveillance,603624,ASU_WBE,2021-08-08,27X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806811,qiagen rneasy kit,USA,North America,"USA: Kentucky\, Jefferson\, Louisville",Illumina HiSeq 2500,wastewater,B22,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T16:36:00Z,1,B22,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,369100,,,,
SRR21817423,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,26374717,PRJNA847239,SAMN31167909,SARS-CoV-2: wastewater surveillance,9004850,ASU_WBE,2021-08-02,6X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806810,qiagen rneasy kit,USA,North America,"USA: Washington\, Walla Walla\, Walla Walla",Illumina HiSeq 2500,wastewater,B11,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T16:59:00Z,1,B11,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,438100,07:57:00,4.1,7.31,1
SRR21817424,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,913118140,PRJNA847239,SAMN31167919,SARS-CoV-2: wastewater surveillance,407029268,ASU_WBE,2021-07-19,3X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806809,qiagen rneasy kit,USA,North America,"USA: Oregon\, Polk\, Rickreall",Illumina HiSeq 2500,wastewater,B3,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T17:16:00Z,1,B3,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,209400,08:00:00,10.3,7.18,0
SRR21817425,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,426800594,PRJNA847239,SAMN31167914,SARS-CoV-2: wastewater surveillance,194796083,ASU_WBE,2021-07-19,1X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806808,qiagen rneasy kit,USA,North America,"USA: Georgia\, Sumter\, Americus",Illumina HiSeq 2500,wastewater,B1,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T17:08:00Z,1,B1,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,57900,09:11:00,0.1,6.95,0
SRR21817426,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,1203017,PRJNA847239,SAMN31167871,SARS-CoV-2: wastewater surveillance,529738,ASU_WBE,2021-08-02,19X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806807,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Mesa",Illumina HiSeq 2500,wastewater,2422,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T16:36:00Z,1,2422,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,402400,06:00:00,26.9,6.3,
SRR21817427,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,323593,PRJNA847239,SAMN31167883,SARS-CoV-2: wastewater surveillance,211160,ASU_WBE,2021-08-02,18X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806806,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,2421,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T16:36:00Z,1,2421,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,66700,06:00:00,32.5,7.4,
SRR21817428,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,65666880,PRJNA847239,SAMN31167866,SARS-CoV-2: wastewater surveillance,30165426,ASU_WBE,2021-07-22,11X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806805,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,2366,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T17:01:00Z,1,2366,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,259800,06:00:00,8.3,7.27,
SRR21817429,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,139901802,PRJNA847239,SAMN31167935,SARS-CoV-2: wastewater surveillance,65273199,ASU_WBE,2021-07-19,4X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806804,qiagen rneasy kit,USA,North America,"USA: New Mexico\, San Juan\, Farmington",Illumina HiSeq 2500,wastewater,B4,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T17:02:00Z,1,B4,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,18800,09:00:00,3.5,7.3,5
SRR21817430,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,1939595,PRJNA847239,SAMN31167907,SARS-CoV-2: wastewater surveillance,769326,ASU_WBE,2021-08-02,13X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806803,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,2415,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T16:58:00Z,1,2415,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,49500,06:00:00,12.1,7.59,
SRR21817431,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,266342105,PRJNA847239,SAMN31167888,SARS-CoV-2: wastewater surveillance,91460199,ASU_WBE,2021-08-16,20X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806802,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Mesa",Illumina HiSeq 2500,wastewater,2500,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T17:05:00Z,1,2500,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,45200,06:00:00,27.5,6.6,
SRR21817432,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,1787346834,PRJNA847239,SAMN31167911,SARS-CoV-2: wastewater surveillance,628041205,ASU_WBE,2021-08-16,3X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806801,qiagen rneasy kit,USA,North America,"USA: Oregon\, Polk\, Rickreall",Illumina HiSeq 2500,wastewater,B37,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T17:36:00Z,1,B37,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,439300,08:00:00,10.9,6.93,0
SRR21817433,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,300,7295716,PRJNA847239,SAMN31167934,SARS-CoV-2: wastewater surveillance,2701399,ASU_WBE,2021-08-16,1X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806800,qiagen rneasy kit,USA,North America,"USA: Georgia\, Sumter\, Americus",Illumina HiSeq 2500,wastewater,B31,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T16:59:00Z,1,B31,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,165100,09:00:00,1.5,7.14,0
SRR21817434,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,2456468,PRJNA847239,SAMN31167874,SARS-CoV-2: wastewater surveillance,982967,ASU_WBE,2021-07-29,8X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806799,qiagen rneasy kit,USA,North America,"USA: New Jersey\, Hudson\, Hoboken",Illumina HiSeq 2500,wastewater,B10,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T16:36:00Z,1,B10,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,192400,,,,
SRR21817435,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,5032830,PRJNA847239,SAMN31167893,SARS-CoV-2: wastewater surveillance,1838072,ASU_WBE,2021-08-08,28X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806798,qiagen rneasy kit,USA,North America,"USA: Kentucky\, Jefferson\, Louisville",Illumina HiSeq 2500,wastewater,B23,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T16:59:00Z,1,B23,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,114900,,,,
SRR21817436,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,302,1812,PRJNA847239,SAMN31167902,SARS-CoV-2: wastewater surveillance,32144,ASU_WBE,2021-08-02,17X,amicon ultrafiltration,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806797,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Guadalupe",Illumina HiSeq 2500,wastewater,2420,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T15:32:00Z,1,2420,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,529300,06:00:00,13.6,7.1,
SRR21817437,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,300,856170,PRJNA847239,SAMN31167904,SARS-CoV-2: wastewater surveillance,412193,ASU_WBE,2021-08-02,10X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX17806796,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Tempe",Illumina HiSeq 2500,wastewater,2412,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-10-09T00:00:00Z,2022-10-05T17:30:00Z,1,2412,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-2,146000,06:00:00,12.3,7.31,
