Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,isolation_source
SRR26769477,WGS,502,91704858,PRJNA1027858,SAMN38185061,SARS-CoV-2: wastewater surveillance,49364117,UNIVERSITY OF WATERLOO,2022-05-22,public,"sra,fastq,run.zq,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX22468170,Canada,North America,Canada:Cambridge,Illumina MiSeq,"=_xlfn.CONCAT(A59,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,GALT-22-05-22,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Galt Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR26769478,WGS,502,94697782,PRJNA1027858,SAMN38185060,SARS-CoV-2: wastewater surveillance,49580445,UNIVERSITY OF WATERLOO,2022-05-25,public,"run.zq,fastq,sra,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX22468169,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A58,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:22:00Z,1,OWW23-22-05-25,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769479,WGS,502,80888264,PRJNA1027858,SAMN38185059,SARS-CoV-2: wastewater surveillance,42783870,UNIVERSITY OF WATERLOO,2022-05-24,public,"run.zq,activ_sars2_vcf,sra,fastq","gs,ncbi,s3","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX22468168,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A57,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW23-22-05-24,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769480,WGS,502,29395112,PRJNA1027858,SAMN38185058,SARS-CoV-2: wastewater surveillance,15392514,UNIVERSITY OF WATERLOO,2022-05-20,public,"fastq,run.zq,activ_sars2_vcf,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX22468167,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A56,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW23-22-05-20,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769481,WGS,502,77580084,PRJNA1027858,SAMN38185057,SARS-CoV-2: wastewater surveillance,41570945,UNIVERSITY OF WATERLOO,2022-05-19,public,"activ_sars2_vcf,fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX22468166,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A55,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW23-22-05-19,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769482,WGS,502,73907954,PRJNA1027858,SAMN38185056,SARS-CoV-2: wastewater surveillance,40914305,UNIVERSITY OF WATERLOO,2022-05-18,public,"sra,fastq,run.zq,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX22468165,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A54,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW23-22-05-18,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769483,WGS,502,79608164,PRJNA1027858,SAMN38185055,SARS-CoV-2: wastewater surveillance,42730376,UNIVERSITY OF WATERLOO,2022-05-17,public,"sra,run.zq,fastq,activ_sars2_vcf","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX22468164,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A53,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW23-22-05-17,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769484,WGS,502,62910138,PRJNA1027858,SAMN38185054,SARS-CoV-2: wastewater surveillance,32529443,UNIVERSITY OF WATERLOO,2022-05-25,public,"run.zq,activ_sars2_vcf,sra,fastq","ncbi,s3,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX22468163,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A52,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW22-22-05-25,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769485,WGS,502,446429102,PRJNA1027858,SAMN38185009,SARS-CoV-2: wastewater surveillance,296858505,UNIVERSITY OF WATERLOO,2022-04-15,public,"activ_sars2_vcf,run.zq,sra,fastq","gs,s3,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX22468162,Canada,North America,Canada:Ravensview,Illumina MiSeq,"=_xlfn.CONCAT(A7,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:24:00Z,1,RV-22-04-15,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,"Ravensview Wastewater Treatment Plant (Kingston East and Central)- Kingston\, Frontenac and Lennox & Addington Public Health"
SRR26769486,WGS,502,86662770,PRJNA1027858,SAMN38185053,SARS-CoV-2: wastewater surveillance,45671251,UNIVERSITY OF WATERLOO,2022-05-24,public,"fastq,sra,activ_sars2_vcf,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX22468161,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A51,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:22:00Z,1,OWW22-22-05-24,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769487,WGS,502,77679982,PRJNA1027858,SAMN38185052,SARS-CoV-2: wastewater surveillance,40012744,UNIVERSITY OF WATERLOO,2022-05-20,public,"sra,fastq,run.zq,activ_sars2_vcf","s3,gs,ncbi","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX22468160,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A50,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW22-22-05-20,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769488,WGS,502,83135718,PRJNA1027858,SAMN38185051,SARS-CoV-2: wastewater surveillance,42811879,UNIVERSITY OF WATERLOO,2022-05-19,public,"run.zq,sra,activ_sars2_vcf,fastq","ncbi,s3,gs","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX22468159,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A49,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW22-22-05-19,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769489,WGS,502,72754358,PRJNA1027858,SAMN38185050,SARS-CoV-2: wastewater surveillance,38872786,UNIVERSITY OF WATERLOO,2022-05-18,public,"run.zq,sra,activ_sars2_vcf,fastq","gs,s3,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX22468158,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A48,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW22-22-05-18,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769490,WGS,502,19800888,PRJNA1027858,SAMN38185049,SARS-CoV-2: wastewater surveillance,10600470,UNIVERSITY OF WATERLOO,2022-05-17,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX22468157,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A47,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW22-22-05-17,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769491,WGS,502,66457772,PRJNA1027858,SAMN38185048,SARS-CoV-2: wastewater surveillance,46259504,UNIVERSITY OF WATERLOO,2022-05-16,public,"fastq,sra,run.zq,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX22468156,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A46,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW23-22-05-16,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769492,WGS,502,160346330,PRJNA1027858,SAMN38185047,SARS-CoV-2: wastewater surveillance,97875851,UNIVERSITY OF WATERLOO,2022-05-13,public,"fastq,sra,run.zq,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX22468155,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A45,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:24:00Z,1,OWW23-22-05-13,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769493,WGS,502,138215158,PRJNA1027858,SAMN38185046,SARS-CoV-2: wastewater surveillance,79155728,UNIVERSITY OF WATERLOO,2022-05-12,public,"activ_sars2_vcf,sra,run.zq,fastq","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX22468154,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A44,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:24:00Z,1,OWW23-22-05-12,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769494,WGS,502,334723560,PRJNA1027858,SAMN38185045,SARS-CoV-2: wastewater surveillance,197046983,UNIVERSITY OF WATERLOO,2022-05-16,public,"run.zq,fastq,activ_sars2_vcf,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX22468153,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A43,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW22-22-05-16,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769495,WGS,502,40911494,PRJNA1027858,SAMN38185044,SARS-CoV-2: wastewater surveillance,28182779,UNIVERSITY OF WATERLOO,2022-05-13,public,"fastq,run.zq,activ_sars2_vcf,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX22468152,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A42,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW22-22-05-13,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769496,WGS,502,681122636,PRJNA1027858,SAMN38185008,SARS-CoV-2: wastewater surveillance,455839968,UNIVERSITY OF WATERLOO,2022-05-04,public,"activ_sars2_vcf,run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX22468151,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A6,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:24:00Z,1,OWW21-22-05-04,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW21
SRR26769497,WGS,502,41245826,PRJNA1027858,SAMN38185043,SARS-CoV-2: wastewater surveillance,28551450,UNIVERSITY OF WATERLOO,2022-05-12,public,"run.zq,sra,activ_sars2_vcf,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX22468150,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A41,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW22-22-05-12,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769498,WGS,502,29583362,PRJNA1027858,SAMN38185042,SARS-CoV-2: wastewater surveillance,20720541,UNIVERSITY OF WATERLOO,2022-05-11,public,"activ_sars2_vcf,sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX22468149,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A40,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW23-22-05-11,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769499,WGS,502,6912038,PRJNA1027858,SAMN38185041,SARS-CoV-2: wastewater surveillance,4886443,UNIVERSITY OF WATERLOO,2022-05-10,public,"activ_sars2_vcf,sra,run.zq,fastq","ncbi,s3,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX22468148,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A39,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:22:00Z,1,OWW23-22-05-10,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769500,WGS,502,28139108,PRJNA1027858,SAMN38185040,SARS-CoV-2: wastewater surveillance,19968627,UNIVERSITY OF WATERLOO,2022-05-11,public,"sra,run.zq,activ_sars2_vcf,fastq","s3,ncbi,gs","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX22468147,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A38,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW22-22-05-11,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769501,WGS,502,16624734,PRJNA1027858,SAMN38185039,SARS-CoV-2: wastewater surveillance,12469200,UNIVERSITY OF WATERLOO,2022-05-10,public,"sra,run.zq,fastq,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX22468146,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A37,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW22-22-05-10,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769502,WGS,502,63486434,PRJNA1027858,SAMN38185038,SARS-CoV-2: wastewater surveillance,44055748,UNIVERSITY OF WATERLOO,2022-05-09,public,"fastq,run.zq,activ_sars2_vcf,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX22468145,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A36,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW23-22-05-09,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769503,WGS,502,61335866,PRJNA1027858,SAMN38185037,SARS-CoV-2: wastewater surveillance,42898550,UNIVERSITY OF WATERLOO,2022-05-06,public,"activ_sars2_vcf,sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX22468144,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A35,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW23-22-05-06,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769504,WGS,502,45892840,PRJNA1027858,SAMN38185036,SARS-CoV-2: wastewater surveillance,32887773,UNIVERSITY OF WATERLOO,2022-05-05,public,"activ_sars2_vcf,sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX22468143,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A34,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW23-22-05-05,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW23
SRR26769505,WGS,502,303260208,PRJNA1027858,SAMN38185035,SARS-CoV-2: wastewater surveillance,176211862,UNIVERSITY OF WATERLOO,2022-05-09,public,"activ_sars2_vcf,run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX22468142,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A33,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:25:00Z,1,OWW22-22-05-09,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769506,WGS,502,155607952,PRJNA1027858,SAMN38185034,SARS-CoV-2: wastewater surveillance,92741505,UNIVERSITY OF WATERLOO,2022-05-06,public,"activ_sars2_vcf,fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX22468141,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A32,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:24:00Z,1,OWW22-22-05-06,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769507,WGS,502,14116240,PRJNA1027858,SAMN38185007,SARS-CoV-2: wastewater surveillance,9839205,UNIVERSITY OF WATERLOO,2022-05-04,public,"activ_sars2_vcf,run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX22468140,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A5,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW8-22-05-04,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW8
SRR26769508,WGS,502,42637872,PRJNA1027858,SAMN38185033,SARS-CoV-2: wastewater surveillance,29592131,UNIVERSITY OF WATERLOO,2022-05-05,public,"run.zq,sra,fastq,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX22468139,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A31,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,OWW22-22-05-05,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW22
SRR26769509,WGS,502,44732216,PRJNA1027858,SAMN38185032,SARS-CoV-2: wastewater surveillance,30976819,UNIVERSITY OF WATERLOO,2022-05-15,public,"fastq,run.zq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX22468138,Canada,North America,Canada:Waterloo,Illumina MiSeq,"=_xlfn.CONCAT(A30,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,WATERLOO-22-05-15,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Waterloo Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR26769510,WGS,502,350935148,PRJNA1027858,SAMN38185031,SARS-CoV-2: wastewater surveillance,207091367,UNIVERSITY OF WATERLOO,2022-05-15,public,"fastq,activ_sars2_vcf,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX22468137,Canada,North America,Canada:Cambridge,Illumina MiSeq,"=_xlfn.CONCAT(A29,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:25:00Z,1,GALT-22-05-15,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Galt Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR26769511,WGS,502,59665210,PRJNA1027858,SAMN38185030,SARS-CoV-2: wastewater surveillance,34736712,UNIVERSITY OF WATERLOO,2022-05-15,public,"activ_sars2_vcf,fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX22468136,Canada,North America,Canada:Kitchener,Illumina MiSeq,"=_xlfn.CONCAT(A28,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,KITCHENER-22-05-15,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Kitchener Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR26769512,WGS,502,77971142,PRJNA1027858,SAMN38185029,SARS-CoV-2: wastewater surveillance,53891454,UNIVERSITY OF WATERLOO,2022-05-16,public,"activ_sars2_vcf,run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX22468135,Canada,North America,Canada:Peel Region,Illumina MiSeq,"=_xlfn.CONCAT(A27,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,GE BOOTH-22-05-16,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,G. E. Booth (Lakeview) Wastewater Treatment Plant- Peel Public Health
SRR26769513,WGS,502,35140502,PRJNA1027858,SAMN38185028,SARS-CoV-2: wastewater surveillance,24336803,UNIVERSITY OF WATERLOO,2022-05-16,public,"fastq,sra,run.zq,activ_sars2_vcf","gs,s3,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX22468134,Canada,North America,Canada:Peel Region,Illumina MiSeq,"=_xlfn.CONCAT(A26,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,CLARKSON-22-05-16,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Clarkson South-Peel Water Pollution Control Plant- Peel Public Health
SRR26769514,WGS,502,28591410,PRJNA1027858,SAMN38185027,SARS-CoV-2: wastewater surveillance,19793455,UNIVERSITY OF WATERLOO,2022-05-16,public,"fastq,run.zq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX22468133,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A25,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:23:00Z,1,HUMBER AMF-22-05-16,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Humber AMF Pumping Station - York Sewershed- York Region Public Health
SRR26769515,WGS,502,82417858,PRJNA1027858,SAMN38185026,SARS-CoV-2: wastewater surveillance,48407699,UNIVERSITY OF WATERLOO,2022-05-16,public,"activ_sars2_vcf,fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX22468132,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A24,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:24:00Z,1,WARDEN-22-05-16,SRP466219,NA,24,raw wastewater,grab,yes,SARS-CoV-2,Warden and 407 - York Sewershed- York Region Public Health
SRR26769516,WGS,502,28710886,PRJNA1027858,SAMN38185025,SARS-CoV-2: wastewater surveillance,19862266,UNIVERSITY OF WATERLOO,2022-05-16,public,"sra,activ_sars2_vcf,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX22468131,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A23,""-ARTIC-seq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2023-11-09T16:22:00Z,1,LESLIE-22-05-16,SRP466219,NA,24,raw wastewater,grab,yes,SARS-CoV-2,Leslie Street Pumping Station - York Sewershed- York Region Public Health
