Run,amplicon_PCR_primer_scheme (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dehosting_method (run),enrichment_kit (run),Experiment,extraction_control,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,purpose_of_ww_sampling,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_system_sample_id,ww_surv_target_1_known_present,ww_surv_target_1,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_surv_jurisdiction,sequence_submitter_contact_email (run),Sample_name,sample_title
SRR35174940,ARTIC V5.3.2,AMPLICON,493,3606013377,PRJNA957477,SAMN50852149,SARS-CoV-2: wastewater surveillance,1173276523,VERILY_WW,2025-08-20,dewatering of solids,public,"run.zq,activ_sars2_vcf,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279871,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Alabama,Illumina NovaSeq 6000,wastewater,VLT_70-250820.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:18:00Z,2,VLT_70-250820,Verily Life Sciences,SRP433461,225000,24,post grit removal,wastewater treatment plant,composite,70-250820,yes,SARS-CoV-2,49593.234901996046,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,AL,,VLT_70-250820,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174941,ARTIC V5.3.2,AMPLICON,487,4044560388,PRJNA957477,SAMN50852143,SARS-CoV-2: wastewater surveillance,1315719972,VERILY_WW,2025-08-19,dewatering of solids,public,"activ_sars2_vcf,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279870,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Indiana,Illumina NovaSeq 6000,wastewater,VLT_94-250819.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:20:00Z,2,VLT_94-250819,Verily Life Sciences,SRP433461,130000,24,post grit removal,wastewater treatment plant,composite,94-250819,yes,SARS-CoV-2,12041.044351813318,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,IN,,VLT_94-250819,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174942,ARTIC V5.3.2,AMPLICON,497,2897122551,PRJNA957477,SAMN50852155,SARS-CoV-2: wastewater surveillance,948414547,VERILY_WW,2025-08-20,dewatering of solids,public,"sra,run.zq,activ_sars2_vcf","ncbi,s3,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279869,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Michigan,Illumina NovaSeq 6000,wastewater,VLT_51-250820.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:16:00Z,2,VLT_51-250820,Verily Life Sciences,SRP433461,125000,24,post grit removal,wastewater treatment plant,composite,51-250820,yes,SARS-CoV-2,263463.70935109846,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,MI,,VLT_51-250820,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174943,ARTIC V5.3.2,AMPLICON,494,4182443291,PRJNA957477,SAMN50852171,SARS-CoV-2: wastewater surveillance,1364303111,VERILY_WW,2025-08-20,dewatering of solids,public,"run.zq,activ_sars2_vcf,sra","gs,s3,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279868,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Idaho,Illumina NovaSeq 6000,wastewater,VLT_182-250820.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:23:00Z,2,VLT_182-250820,Verily Life Sciences,SRP433461,186901,24,post grit removal,wastewater treatment plant,composite,182-250820,yes,SARS-CoV-2,47390.42131232736,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,ID,,VLT_182-250820,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174944,ARTIC V5.3.2,AMPLICON,495,3025223278,PRJNA957477,SAMN50852168,SARS-CoV-2: wastewater surveillance,984449932,VERILY_WW,2025-08-20,dewatering of solids,public,"sra,run.zq,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279867,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Alaska,Illumina NovaSeq 6000,wastewater,VLT_227-250820.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:20:00Z,2,VLT_227-250820,Verily Life Sciences,SRP433461,220000,24,post grit removal,wastewater treatment plant,composite,227-250820,yes,SARS-CoV-2,489785.5172090498,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,AK,,VLT_227-250820,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174945,ARTIC V5.3.2,AMPLICON,497,3370819222,PRJNA957477,SAMN50852165,SARS-CoV-2: wastewater surveillance,1103687256,VERILY_WW,2025-08-19,dewatering of solids,public,"run.zq,activ_sars2_vcf,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279866,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Hawaii,Illumina NovaSeq 6000,wastewater,VLT_238-250819.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:19:00Z,2,VLT_238-250819,Verily Life Sciences,SRP433461,390000,24,post grit removal,wastewater treatment plant,composite,238-250819,yes,SARS-CoV-2,122006.18355122316,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,HI,,VLT_238-250819,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174946,ARTIC V5.3.2,AMPLICON,497,3352240612,PRJNA957477,SAMN50852145,SARS-CoV-2: wastewater surveillance,1103150916,VERILY_WW,2025-08-20,dewatering of solids,public,"activ_sars2_vcf,run.zq,sra","ncbi,gs,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279865,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Maine,Illumina NovaSeq 6000,wastewater,VLT_88-250820.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:22:00Z,2,VLT_88-250820,Verily Life Sciences,SRP433461,65000,24,post grit removal,wastewater treatment plant,composite,88-250820,yes,SARS-CoV-2,89338.42942973263,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,ME,,VLT_88-250820,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174947,ARTIC V5.3.2,AMPLICON,497,3705285384,PRJNA957477,SAMN50852161,SARS-CoV-2: wastewater surveillance,1221564937,VERILY_WW,2025-08-20,dewatering of solids,public,"sra,run.zq,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279864,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Nebraska,Illumina NovaSeq 6000,wastewater,VLT_248-250820.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:22:00Z,2,VLT_248-250820,Verily Life Sciences,SRP433461,240000,24,post grit removal,wastewater treatment plant,composite,248-250820,yes,SARS-CoV-2,130948.62886433714,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,NE,,VLT_248-250820,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174948,ARTIC V5.3.2,AMPLICON,497,3711835053,PRJNA957477,SAMN50852169,SARS-CoV-2: wastewater surveillance,1208097623,VERILY_WW,2025-08-20,dewatering of solids,public,"activ_sars2_vcf,run.zq,sra","ncbi,s3,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279863,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Nevada,Illumina NovaSeq 6000,wastewater,VLT_207-250820.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:24:00Z,2,VLT_207-250820,Verily Life Sciences,SRP433461,990000,24,post grit removal,wastewater treatment plant,composite,207-250820,yes,SARS-CoV-2,57695.14274457519,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,NV,,VLT_207-250820,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174949,ARTIC V5.3.2,AMPLICON,497,2601725837,PRJNA957477,SAMN50852163,SARS-CoV-2: wastewater surveillance,853116759,VERILY_WW,2025-08-19,dewatering of solids,public,"sra,run.zq,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279862,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,VLT_241-250819.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:17:00Z,2,VLT_241-250819,Verily Life Sciences,SRP433461,212065,24,post grit removal,wastewater treatment plant,composite,241-250819,yes,SARS-CoV-2,161267.20231253945,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,FL,,VLT_241-250819,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174950,ARTIC V5.3.2,AMPLICON,491,3742828593,PRJNA957477,SAMN50852183,SARS-CoV-2: wastewater surveillance,1208714570,VERILY_WW,2025-08-20,dewatering of solids,public,"activ_sars2_vcf,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279861,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Minnesota,Illumina NovaSeq 6000,wastewater,VLT_113-250820.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:20:00Z,2,VLT_113-250820,Verily Life Sciences,SRP433461,120000,24,post grit removal,wastewater treatment plant,composite,113-250820,yes,SARS-CoV-2,228812.58767058823,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,MN,,VLT_113-250820,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174951,ARTIC V5.3.2,AMPLICON,478,3972850749,PRJNA957477,SAMN50852175,SARS-CoV-2: wastewater surveillance,1298095982,VERILY_WW,2025-08-20,dewatering of solids,public,"activ_sars2_vcf,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279860,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Maryland,Illumina NovaSeq 6000,wastewater,VLT_148-250820.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:20:00Z,2,VLT_148-250820,Verily Life Sciences,SRP433461,90000,24,post grit removal,wastewater treatment plant,composite,148-250820,yes,SARS-CoV-2,28125.74548770792,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,MD,,VLT_148-250820,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174952,ARTIC V5.3.2,AMPLICON,492,3741419385,PRJNA957477,SAMN50852181,SARS-CoV-2: wastewater surveillance,1222532494,VERILY_WW,2025-08-19,dewatering of solids,public,"run.zq,sra,activ_sars2_vcf","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279859,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Pennsylvania,Illumina NovaSeq 6000,wastewater,VLT_120-250819.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:22:00Z,2,VLT_120-250819,Verily Life Sciences,SRP433461,220000,24,post grit removal,wastewater treatment plant,composite,120-250819,yes,SARS-CoV-2,124457.6586002736,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,PA,,VLT_120-250819,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174953,ARTIC V5.3.2,AMPLICON,495,3816561106,PRJNA957477,SAMN50852177,SARS-CoV-2: wastewater surveillance,1239308958,VERILY_WW,2025-08-20,dewatering of solids,public,"run.zq,sra,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279858,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Massachusetts,Illumina NovaSeq 6000,wastewater,VLT_146-250820.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:17:00Z,2,VLT_146-250820,Verily Life Sciences,SRP433461,2400000,0,primary sludge,wastewater treatment plant,grab,146-250820,yes,SARS-CoV-2,28871.00408457696,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,MA,,VLT_146-250820,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174954,ARTIC V5.3.2,AMPLICON,499,3794828705,PRJNA957477,SAMN50852157,SARS-CoV-2: wastewater surveillance,1236060727,VERILY_WW,2025-08-20,dewatering of solids,public,"run.zq,sra,activ_sars2_vcf","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279857,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Texas,Illumina NovaSeq 6000,wastewater,VLT_28-250820.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:22:00Z,2,VLT_28-250820,Verily Life Sciences,SRP433461,200000,0,primary sludge,wastewater treatment plant,grab,28-250820,yes,SARS-CoV-2,314311.6529205552,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,TX,,VLT_28-250820,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174955,ARTIC V5.3.2,AMPLICON,498,3242236249,PRJNA957477,SAMN50852187,SARS-CoV-2: wastewater surveillance,1067429654,VERILY_WW,2025-08-20,dewatering of solids,public,"sra,run.zq,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279856,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Ohio,Illumina NovaSeq 6000,wastewater,VLT_108-250820.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:18:00Z,2,VLT_108-250820,Verily Life Sciences,SRP433461,174000,0,primary sludge,wastewater treatment plant,grab,108-250820,yes,SARS-CoV-2,23999.453121351435,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,OH,,VLT_108-250820,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174956,ARTIC V5.3.2,AMPLICON,498,2877258522,PRJNA957477,SAMN50852166,SARS-CoV-2: wastewater surveillance,939435332,VERILY_WW,2025-08-18,dewatering of solids,public,"sra,activ_sars2_vcf,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279855,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Hawaii,Illumina NovaSeq 6000,wastewater,VLT_238-250818.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:16:00Z,2,VLT_238-250818,Verily Life Sciences,SRP433461,390000,24,post grit removal,wastewater treatment plant,composite,238-250818,yes,SARS-CoV-2,663946.9669911248,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,HI,,VLT_238-250818,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174957,ARTIC V5.3.2,AMPLICON,496,3140378343,PRJNA957477,SAMN50852180,SARS-CoV-2: wastewater surveillance,1029475600,VERILY_WW,2025-08-18,dewatering of solids,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279854,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Texas,Illumina NovaSeq 6000,wastewater,VLT_140-250818.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:17:00Z,2,VLT_140-250818,Verily Life Sciences,SRP433461,120000,24,post grit removal,wastewater treatment plant,composite,140-250818,yes,SARS-CoV-2,63462.297371853165,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,TX,,VLT_140-250818,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174958,ARTIC V5.3.2,AMPLICON,494,3857374899,PRJNA957477,SAMN50852151,SARS-CoV-2: wastewater surveillance,1263611233,VERILY_WW,2025-08-19,dewatering of solids,public,"activ_sars2_vcf,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279853,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Illinois,Illumina NovaSeq 6000,wastewater,VLT_57-250819.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:24:00Z,2,VLT_57-250819,Verily Life Sciences,SRP433461,86000,24,post grit removal,wastewater treatment plant,composite,57-250819,yes,SARS-CoV-2,21051.46507023059,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,IL,,VLT_57-250819,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174959,ARTIC V5.3.2,AMPLICON,499,3600983378,PRJNA957477,SAMN50852152,SARS-CoV-2: wastewater surveillance,1176920667,VERILY_WW,2025-08-18,dewatering of solids,public,"run.zq,sra,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279852,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Illinois,Illumina NovaSeq 6000,wastewater,VLT_57-250818.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:19:00Z,2,VLT_57-250818,Verily Life Sciences,SRP433461,86000,24,post grit removal,wastewater treatment plant,composite,57-250818,yes,SARS-CoV-2,48997.47982670402,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,IL,,VLT_57-250818,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174960,ARTIC V5.3.2,AMPLICON,489,3333719515,PRJNA957477,SAMN50852146,SARS-CoV-2: wastewater surveillance,1092633321,VERILY_WW,2025-08-18,dewatering of solids,public,"sra,activ_sars2_vcf,run.zq","s3,gs,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279851,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Maine,Illumina NovaSeq 6000,wastewater,VLT_88-250818.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:19:00Z,2,VLT_88-250818,Verily Life Sciences,SRP433461,65000,24,post grit removal,wastewater treatment plant,composite,88-250818,yes,SARS-CoV-2,28067.456652807763,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,ME,,VLT_88-250818,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174961,ARTIC V5.3.2,AMPLICON,498,3125399182,PRJNA957477,SAMN50852174,SARS-CoV-2: wastewater surveillance,1033955951,VERILY_WW,2025-08-18,dewatering of solids,public,"activ_sars2_vcf,run.zq,sra","s3,gs,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279850,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,VLT_179-250818.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:16:00Z,2,VLT_179-250818,Verily Life Sciences,SRP433461,776150,24,post grit removal,wastewater treatment plant,composite,179-250818,yes,SARS-CoV-2,107294.4454953468,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,FL,,VLT_179-250818,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174962,ARTIC V5.3.2,AMPLICON,488,230534304,PRJNA957477,SAMN50852172,SARS-CoV-2: wastewater surveillance,74790144,VERILY_WW,2025-08-18,dewatering of solids,public,"activ_sars2_vcf,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279849,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Idaho,Illumina NovaSeq 6000,wastewater,VLT_182-250818.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:03:00Z,2,VLT_182-250818,Verily Life Sciences,SRP433461,186901,24,post grit removal,wastewater treatment plant,composite,182-250818,yes,SARS-CoV-2,176202.65935686277,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,ID,,VLT_182-250818,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174963,ARTIC V5.3.2,AMPLICON,497,3469167846,PRJNA957477,SAMN50852156,SARS-CoV-2: wastewater surveillance,1142657157,VERILY_WW,2025-08-18,dewatering of solids,public,"sra,activ_sars2_vcf,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279848,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Michigan,Illumina NovaSeq 6000,wastewater,VLT_51-250818.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:24:00Z,2,VLT_51-250818,Verily Life Sciences,SRP433461,125000,24,post grit removal,wastewater treatment plant,composite,51-250818,yes,SARS-CoV-2,91089.44392308316,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,MI,,VLT_51-250818,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR35174964,ARTIC V5.3.2,AMPLICON,497,2497114721,PRJNA957477,SAMN50852150,SARS-CoV-2: wastewater surveillance,814828520,VERILY_WW,2025-08-18,dewatering of solids,public,"run.zq,activ_sars2_vcf,sra","s3,gs,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX30279847,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Alabama,Illumina NovaSeq 6000,wastewater,VLT_70-250818.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2025-08-28T00:00:00Z,2025-08-28T16:14:00Z,2,VLT_70-250818,Verily Life Sciences,SRP433461,225000,24,post grit removal,wastewater treatment plant,composite,70-250818,yes,SARS-CoV-2,212218.52097627125,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,AL,,VLT_70-250818,SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
