Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,Sno,Sno.,ID
SRR29087002,AMPLICON,429,102526813,PRJNA1110039,SAMN41453628,SARS-CoV-2: wastewater surveillance,100377174,CSIR-NCL,2022-12-13,public,"sra,activ_sars2_vcf,fastq","ncbi,gs,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24611184,India,Asia,India: Maharashtra,MinION,environmental,BY123,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode81,SRP506919,NA,NA,NA,NA,NA,NA,227,,
SRR29087003,AMPLICON,422,98932974,PRJNA1110039,SAMN41453627,SARS-CoV-2: wastewater surveillance,97173603,CSIR-NCL,2022-12-17,public,"sra,fastq,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX24611183,India,Asia,India: Maharashtra,MinION,environmental,AMN123B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode80,SRP506919,NA,NA,NA,NA,NA,NA,226,,
SRR29087004,AMPLICON,352,37527540,PRJNA1110039,SAMN41453626,SARS-CoV-2: wastewater surveillance,37816013,CSIR-NCL,2022-12-15,public,"sra,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24611182,India,Asia,India: Maharashtra,MinION,environmental,KOP123A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode73,SRP506919,NA,NA,NA,NA,NA,NA,225,,
SRR29087005,AMPLICON,386,177648879,PRJNA1110039,SAMN41453625,SARS-CoV-2: wastewater surveillance,176364111,CSIR-NCL,2022-12-15,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX24611181,India,Asia,India: Maharashtra,MinION,environmental,STR123A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode68,SRP506919,NA,NA,NA,NA,NA,NA,224,,
SRR29087006,AMPLICON,401,222746253,PRJNA1110039,SAMN41453624,SARS-CoV-2: wastewater surveillance,220063666,CSIR-NCL,2022-12-15,public,"fastq,activ_sars2_vcf,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24611180,India,Asia,India: Maharashtra,MinION,environmental,PMC123B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode66,SRP506919,NA,NA,NA,NA,NA,NA,223,,
SRR29087007,AMPLICON,470,47937080,PRJNA1110039,SAMN41453623,SARS-CoV-2: wastewater surveillance,46571690,CSIR-NCL,2023-01-05,public,"sra,fastq,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24611179,India,Asia,India: Maharashtra,MinION,environmental,BY11,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode62,SRP506919,NA,NA,NA,NA,NA,NA,222,,
SRR29087008,AMPLICON,447,23275959,PRJNA1110039,SAMN41453622,SARS-CoV-2: wastewater surveillance,22665509,CSIR-NCL,2023-01-05,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24611178,India,Asia,India: Maharashtra,MinION,environmental,BIRD11,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode61,SRP506919,NA,NA,NA,NA,NA,NA,221,,
SRR29087009,AMPLICON,386,165892734,PRJNA1110039,SAMN41453621,SARS-CoV-2: wastewater surveillance,164752707,CSIR-NCL,2023-01-26,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX24611177,India,Asia,India: Maharashtra,MinION,environmental,OBD13A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode41,SRP506919,NA,NA,NA,NA,NA,NA,220,,
SRR29087010,AMPLICON,493,16602979,PRJNA1110039,SAMN41453477,SARS-CoV-2: wastewater surveillance,16130464,CSIR-NCL,2023-04-24,public,"activ_sars2_vcf,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX24611176,India,Asia,India: Maharashtra,MinION,environmental,ABH44,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode21,SRP506919,NA,NA,NA,NA,NA,NA,76,,
SRR29087011,AMPLICON,364,63339462,PRJNA1110039,SAMN41453620,SARS-CoV-2: wastewater surveillance,63496369,CSIR-NCL,2023-01-23,public,"fastq,activ_sars2_vcf,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24611175,India,Asia,India: Maharashtra,MinION,environmental,PMC13C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode38,SRP506919,NA,NA,NA,NA,NA,NA,219,,
SRR29087012,AMPLICON,343,108590710,PRJNA1110039,SAMN41453619,SARS-CoV-2: wastewater surveillance,109611020,CSIR-NCL,2023-01-24,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24611174,India,Asia,India: Maharashtra,MinION,environmental,TNA14,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode36,SRP506919,NA,NA,NA,NA,NA,NA,218,,
SRR29087013,AMPLICON,439,61560242,PRJNA1110039,SAMN41453618,SARS-CoV-2: wastewater surveillance,60339562,CSIR-NCL,2023-02-22,public,"sra,activ_sars2_vcf,fastq","gs,ncbi,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24611173,India,Asia,India: Maharashtra,MinION,environmental,AU23A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:49:00Z,1,RUN118_barcode20,SRP506919,NA,NA,NA,NA,NA,NA,217,,
SRR29087014,AMPLICON,430,40197566,PRJNA1110039,SAMN41453617,SARS-CoV-2: wastewater surveillance,39528345,CSIR-NCL,2023-02-22,public,"activ_sars2_vcf,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX24611172,India,Asia,India: Maharashtra,MinION,environmental,AMN23B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode19,SRP506919,NA,NA,NA,NA,NA,NA,216,,
SRR29087015,AMPLICON,331,59165460,PRJNA1110039,SAMN41453616,SARS-CoV-2: wastewater surveillance,60039257,CSIR-NCL,2023-02-22,public,"fastq,sra,activ_sars2_vcf","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24611171,India,Asia,India: Maharashtra,MinION,environmental,AMN23A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode18,SRP506919,NA,NA,NA,NA,NA,NA,215,,
SRR29087016,AMPLICON,507,262711824,PRJNA1110039,SAMN41453615,SARS-CoV-2: wastewater surveillance,253422214,CSIR-NCL,2023-02-21,public,"activ_sars2_vcf,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX24611170,India,Asia,India: Maharashtra,MinION,environmental,JLN23B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode12,SRP506919,NA,NA,NA,NA,NA,NA,214,,
SRR29087017,AMPLICON,387,157710992,PRJNA1110039,SAMN41453614,SARS-CoV-2: wastewater surveillance,156867585,CSIR-NCL,2023-02-21,public,"activ_sars2_vcf,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX24611169,India,Asia,India: Maharashtra,MinION,environmental,PCMC23C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode10,SRP506919,NA,NA,NA,NA,NA,NA,213,,
SRR29087018,AMPLICON,523,68231582,PRJNA1110039,SAMN41453613,SARS-CoV-2: wastewater surveillance,65786915,CSIR-NCL,2023-02-20,public,"fastq,sra,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24611168,India,Asia,India: Maharashtra,MinION,environmental,IKZ23A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN118_barcode06,SRP506919,NA,NA,NA,NA,NA,NA,212,,
SRR29087019,AMPLICON,413,18223713,PRJNA1110039,SAMN41453612,SARS-CoV-2: wastewater surveillance,17946684,CSIR-NCL,2023-02-20,public,"sra,activ_sars2_vcf,fastq","gs,s3,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24611167,India,Asia,India: Maharashtra,MinION,environmental,STR23B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:47:00Z,1,RUN118_barcode03,SRP506919,NA,NA,NA,NA,NA,NA,211,,
SRR29087020,AMPLICON,524,22417292,PRJNA1110039,SAMN41453611,SARS-CoV-2: wastewater surveillance,21617381,CSIR-NCL,2023-02-25,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24611166,India,Asia,India: Maharashtra,MinION,environmental,JLN24B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode88,SRP506919,NA,NA,NA,NA,NA,NA,210,,
SRR29087021,AMPLICON,431,14636155,PRJNA1110039,SAMN41453476,SARS-CoV-2: wastewater surveillance,14455728,CSIR-NCL,2023-04-25,public,"fastq,activ_sars2_vcf,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24611165,India,Asia,India: Maharashtra,MinION,environmental,AMN44B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode19,SRP506919,NA,NA,NA,NA,NA,NA,75,,
SRR29087022,AMPLICON,455,38593800,PRJNA1110039,SAMN41453610,SARS-CoV-2: wastewater surveillance,37929015,CSIR-NCL,2023-02-25,public,"sra,fastq,activ_sars2_vcf","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX24611164,India,Asia,India: Maharashtra,MinION,environmental,JLN24A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode87,SRP506919,NA,NA,NA,NA,NA,NA,209,,
SRR29087023,AMPLICON,541,141577074,PRJNA1110039,SAMN41453609,SARS-CoV-2: wastewater surveillance,135875457,CSIR-NCL,2023-02-25,public,"activ_sars2_vcf,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX24611163,India,Asia,India: Maharashtra,MinION,environmental,PCMC24A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode86,SRP506919,NA,NA,NA,NA,NA,NA,208,,
SRR29087024,AMPLICON,545,87604906,PRJNA1110039,SAMN41453608,SARS-CoV-2: wastewater surveillance,84272999,CSIR-NCL,2023-02-24,public,"fastq,activ_sars2_vcf,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24611162,India,Asia,India: Maharashtra,MinION,environmental,KOP24A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode85,SRP506919,NA,NA,NA,NA,NA,NA,207,,
SRR29087025,AMPLICON,516,78966545,PRJNA1110039,SAMN41453607,SARS-CoV-2: wastewater surveillance,75814554,CSIR-NCL,2023-02-24,public,"sra,fastq,activ_sars2_vcf","s3,gs,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24611161,India,Asia,India: Maharashtra,MinION,environmental,SMK24A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode84,SRP506919,NA,NA,NA,NA,NA,NA,206,,
SRR29087026,AMPLICON,513,374811703,PRJNA1110039,SAMN41453606,SARS-CoV-2: wastewater surveillance,360951340,CSIR-NCL,2023-02-24,public,"fastq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX24611160,India,Asia,India: Maharashtra,MinION,environmental,PMC24C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:49:00Z,1,RUN115_barcode82,SRP506919,NA,NA,NA,NA,NA,NA,205,,
SRR29087027,AMPLICON,513,50968182,PRJNA1110039,SAMN41453605,SARS-CoV-2: wastewater surveillance,49271631,CSIR-NCL,2023-02-24,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24611159,India,Asia,India: Maharashtra,MinION,environmental,PMC24A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode81,SRP506919,NA,NA,NA,NA,NA,NA,204,,
SRR29087028,AMPLICON,527,81419308,PRJNA1110039,SAMN41453604,SARS-CoV-2: wastewater surveillance,78286569,CSIR-NCL,2023-03-04,public,"sra,activ_sars2_vcf,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX24611158,India,Asia,India: Maharashtra,MinION,environmental,TNA31B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode80,SRP506919,NA,NA,NA,NA,NA,NA,203,,
SRR29087029,AMPLICON,518,77390534,PRJNA1110039,SAMN41453603,SARS-CoV-2: wastewater surveillance,74838582,CSIR-NCL,2023-03-04,public,"sra,activ_sars2_vcf,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX24611157,India,Asia,India: Maharashtra,MinION,environmental,KYN31B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode79,SRP506919,NA,NA,NA,NA,NA,NA,202,,
SRR29087030,AMPLICON,524,60105579,PRJNA1110039,SAMN41453602,SARS-CoV-2: wastewater surveillance,57824102,CSIR-NCL,2023-03-27,public,"fastq,activ_sars2_vcf,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24611156,India,Asia,India: Maharashtra,MinION,environmental,KYN31,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode75,SRP506919,NA,NA,NA,NA,NA,NA,201,,
SRR29087031,AMPLICON,483,112292550,PRJNA1110039,SAMN41453601,SARS-CoV-2: wastewater surveillance,108980634,CSIR-NCL,2023-03-03,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24611155,India,Asia,India: Maharashtra,MinION,environmental,AU31B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode73,SRP506919,NA,NA,NA,NA,NA,NA,200,,
SRR29087032,AMPLICON,509,154840540,PRJNA1110039,SAMN41453475,SARS-CoV-2: wastewater surveillance,148988792,CSIR-NCL,2023-04-03,public,"sra,fastq,activ_sars2_vcf","gs,s3,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24611154,India,Asia,India: Maharashtra,MinION,environmental,BUD41,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode18,SRP506919,NA,NA,NA,NA,NA,NA,74,,
SRR29087033,AMPLICON,511,209372703,PRJNA1110039,SAMN41453600,SARS-CoV-2: wastewater surveillance,200687944,CSIR-NCL,2023-03-03,public,"activ_sars2_vcf,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX24611153,India,Asia,India: Maharashtra,MinION,environmental,AMN31B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:49:00Z,1,RUN115_barcode71,SRP506919,NA,NA,NA,NA,NA,NA,199,,
SRR29087034,AMPLICON,527,105155252,PRJNA1110039,SAMN41453599,SARS-CoV-2: wastewater surveillance,101075978,CSIR-NCL,2023-03-03,public,"activ_sars2_vcf,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24611152,India,Asia,India: Maharashtra,MinION,environmental,AMN31A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode70,SRP506919,NA,NA,NA,NA,NA,NA,198,,
SRR29087035,AMPLICON,530,77730143,PRJNA1110039,SAMN41453598,SARS-CoV-2: wastewater surveillance,74622348,CSIR-NCL,2023-03-03,public,"activ_sars2_vcf,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX24611151,India,Asia,India: Maharashtra,MinION,environmental,SUR31B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode69,SRP506919,NA,NA,NA,NA,NA,NA,197,,
SRR29087036,AMPLICON,571,29769657,PRJNA1110039,SAMN41453597,SARS-CoV-2: wastewater surveillance,28523483,CSIR-NCL,2023-03-02,public,"fastq,sra,activ_sars2_vcf","ncbi,gs,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24611150,India,Asia,India: Maharashtra,MinION,environmental,BRS31A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode66,SRP506919,NA,NA,NA,NA,NA,NA,196,,
SRR29087037,AMPLICON,522,71983412,PRJNA1110039,SAMN41453596,SARS-CoV-2: wastewater surveillance,69344606,CSIR-NCL,2023-03-02,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX24611149,India,Asia,India: Maharashtra,MinION,environmental,JLN31B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode63,SRP506919,NA,NA,NA,NA,NA,NA,195,,
SRR29087038,AMPLICON,536,135707142,PRJNA1110039,SAMN41453595,SARS-CoV-2: wastewater surveillance,130458829,CSIR-NCL,2023-03-02,public,"activ_sars2_vcf,sra,fastq","gs,ncbi,s3","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24611148,India,Asia,India: Maharashtra,MinION,environmental,JLN31A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:49:00Z,1,RUN115_barcode62,SRP506919,NA,NA,NA,NA,NA,NA,194,,
SRR29087039,AMPLICON,507,90455133,PRJNA1110039,SAMN41453594,SARS-CoV-2: wastewater surveillance,87713494,CSIR-NCL,2023-03-01,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24611147,India,Asia,India: Maharashtra,MinION,environmental,KOP31B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:49:00Z,1,RUN115_barcode61,SRP506919,NA,NA,NA,NA,NA,NA,193,,
SRR29087040,AMPLICON,515,252798562,PRJNA1110039,SAMN41453593,SARS-CoV-2: wastewater surveillance,243075527,CSIR-NCL,2023-03-01,public,"sra,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24611146,India,Asia,India: Maharashtra,MinION,environmental,STR31B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:49:00Z,1,RUN115_barcode58,SRP506919,NA,NA,NA,NA,NA,NA,192,,
SRR29087041,AMPLICON,487,100732467,PRJNA1110039,SAMN41453592,SARS-CoV-2: wastewater surveillance,97645634,CSIR-NCL,2023-03-01,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24611145,India,Asia,India: Maharashtra,MinION,environmental,PMC31A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode55,SRP506919,NA,NA,NA,NA,NA,NA,191,,
SRR29087042,AMPLICON,541,70589649,PRJNA1110039,SAMN41453591,SARS-CoV-2: wastewater surveillance,67990363,CSIR-NCL,2023-03-11,public,"activ_sars2_vcf,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX24611144,India,Asia,India: Maharashtra,MinION,environmental,NM32B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN115_barcode53,SRP506919,NA,NA,NA,NA,NA,NA,190,,
SRR29087043,AMPLICON,542,276431851,PRJNA1110039,SAMN41453560,SARS-CoV-2: wastewater surveillance,263847238,CSIR-NCL,2023-03-20,public,"sra,fastq,activ_sars2_vcf","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24611143,India,Asia,India: Maharashtra,MinION,environmental,STR33A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:49:00Z,1,RUN113_barcode41,SRP506919,NA,NA,NA,NA,NA,NA,159,,
SRR29087044,AMPLICON,533,98987482,PRJNA1110039,SAMN41453559,SARS-CoV-2: wastewater surveillance,94495529,CSIR-NCL,2023-03-20,public,"fastq,activ_sars2_vcf,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24611142,India,Asia,India: Maharashtra,MinION,environmental,PMC33C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN113_barcode40,SRP506919,NA,NA,NA,NA,NA,NA,158,,
SRR29087045,AMPLICON,552,125488890,PRJNA1110039,SAMN41453558,SARS-CoV-2: wastewater surveillance,119004583,CSIR-NCL,2023-03-20,public,"activ_sars2_vcf,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX24611141,India,Asia,India: Maharashtra,MinION,environmental,PMC33B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN113_barcode39,SRP506919,NA,NA,NA,NA,NA,NA,157,,
SRR29087046,AMPLICON,562,120704377,PRJNA1110039,SAMN41453557,SARS-CoV-2: wastewater surveillance,114971635,CSIR-NCL,2023-03-20,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24611140,India,Asia,India: Maharashtra,MinION,environmental,PMC33A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN113_barcode38,SRP506919,NA,NA,NA,NA,NA,NA,156,,
SRR29087047,AMPLICON,722,40766367,PRJNA1110039,SAMN41453556,SARS-CoV-2: wastewater surveillance,37968733,CSIR-NCL,2023-03-13,public,"sra,fastq,activ_sars2_vcf","gs,s3,ncbi","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24611139,India,Asia,India: Maharashtra,MinION,environmental,TNA33,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN113_barcode35,SRP506919,NA,NA,NA,NA,NA,NA,155,,
SRR29087048,AMPLICON,608,87735797,PRJNA1110039,SAMN41453555,SARS-CoV-2: wastewater surveillance,82649266,CSIR-NCL,2023-03-13,public,"activ_sars2_vcf,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX24611138,India,Asia,India: Maharashtra,MinION,environmental,BIRD33,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN113_barcode34,SRP506919,NA,NA,NA,NA,NA,NA,154,,
