Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,purpose_of_ww_sampling,purpose_of_ww_sequencing,Isolate,Lat_Lon,STRAIN,sequenced_by
SRR20681677,AMPLICON,298,8283501530,PRJNA735936,SAMN30006267,SARS-CoV-2: wastewater surveillance,3937328121,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-05-30,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX16703557,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2279,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2279,SRP323202,31269,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681678,AMPLICON,298,5723849304,PRJNA735936,SAMN30006266,SARS-CoV-2: wastewater surveillance,2730699115,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-05-30,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX16703556,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2278,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2278,SRP323202,32460,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681685,AMPLICON,295,1847779695,PRJNA735936,SAMN30006070,SARS-CoV-2: wastewater surveillance,846939707,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-02-07,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX16703549,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2089,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2089,SRP323202,35956,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681687,AMPLICON,298,4925939702,PRJNA735936,SAMN30006239,SARS-CoV-2: wastewater surveillance,2176474296,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-05-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX16703547,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2254,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2254,SRP323202,295910,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681689,AMPLICON,298,4903294384,PRJNA735936,SAMN30006257,SARS-CoV-2: wastewater surveillance,2084510864,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-05-23,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX16703613,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2270,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2270,SRP323202,55928,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681691,AMPLICON,298,5109715408,PRJNA735936,SAMN30006236,SARS-CoV-2: wastewater surveillance,2397739720,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-05-02,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX16703543,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s05032022,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s05032022,SRP323202,349850,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681692,AMPLICON,298,7390807962,PRJNA735936,SAMN30006235,SARS-CoV-2: wastewater surveillance,3496687936,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-05-02,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX16703542,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2251,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2251,SRP323202,31269,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681696,AMPLICON,298,4507402576,PRJNA735936,SAMN30006231,SARS-CoV-2: wastewater surveillance,2143332971,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-05-02,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX16703538,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2247,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2247,SRP323202,295910,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681701,AMPLICON,298,6194421700,PRJNA735936,SAMN30006227,SARS-CoV-2: wastewater surveillance,2852133410,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-04-25,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX16703532,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2244,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2244,SRP323202,31269,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681702,AMPLICON,298,2479443738,PRJNA735936,SAMN30006226,SARS-CoV-2: wastewater surveillance,1146555794,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-04-25,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX16703531,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2243,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2243,SRP323202,32460,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681705,AMPLICON,298,6540872328,PRJNA735936,SAMN30006223,SARS-CoV-2: wastewater surveillance,3022489037,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-04-25,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX16703528,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2240,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2240,SRP323202,295910,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681706,AMPLICON,298,8273436282,PRJNA735936,SAMN30006222,SARS-CoV-2: wastewater surveillance,3821799978,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-04-25,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX16703527,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2239,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2239,SRP323202,25073,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681710,AMPLICON,298,5246597536,PRJNA735936,SAMN30006218,SARS-CoV-2: wastewater surveillance,2470065285,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-04-18,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX16703523,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2236,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2236,SRP323202,32460,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681711,AMPLICON,298,3355448710,PRJNA735936,SAMN30006217,SARS-CoV-2: wastewater surveillance,1585989552,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-04-18,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX16703522,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2235,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2235,SRP323202,55928,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681715,AMPLICON,296,2678171069,PRJNA735936,SAMN30006112,SARS-CoV-2: wastewater surveillance,1304469334,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-02-21,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX16703517,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2130,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2130,SRP323202,11203,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681718,AMPLICON,297,2421095369,PRJNA735936,SAMN30006110,SARS-CoV-2: wastewater surveillance,1141841641,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-02-21,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX16703514,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2128,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2128,SRP323202,32460,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681721,AMPLICON,296,2697409542,PRJNA735936,SAMN30006107,SARS-CoV-2: wastewater surveillance,1284199343,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-02-21,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX16703511,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2125,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2125,SRP323202,46659,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681722,AMPLICON,297,2797501794,PRJNA735936,SAMN30006106,SARS-CoV-2: wastewater surveillance,1320220527,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-02-21,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX16703510,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2124,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2124,SRP323202,22437,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681723,AMPLICON,296,2989999620,PRJNA735936,SAMN30006105,SARS-CoV-2: wastewater surveillance,1432729122,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-02-21,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX16703509,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2123,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2123,SRP323202,295910,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681724,AMPLICON,296,2760634136,PRJNA735936,SAMN30006104,SARS-CoV-2: wastewater surveillance,1309674753,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-02-21,public,"sra,fastq,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",SRX16703781,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2122,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2122,SRP323202,25073,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681726,AMPLICON,296,4423213718,PRJNA735936,SAMN30006081,SARS-CoV-2: wastewater surveillance,2037028510,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-02-07,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX16703779,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2100,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2100,SRP323202,8071,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681728,AMPLICON,296,3313121454,PRJNA735936,SAMN30006100,SARS-CoV-2: wastewater surveillance,1565581668,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-02-14,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX16703777,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s02142022,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s02142022,SRP323202,349850,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681733,AMPLICON,295,3412591907,PRJNA735936,SAMN30006095,SARS-CoV-2: wastewater surveillance,1608435379,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-02-14,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX16703772,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2113,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2113,SRP323202,31269,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681735,AMPLICON,302,4020555294,PRJNA735936,SAMN30006294,SARS-CoV-2: wastewater surveillance,1313774357,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-06-27,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX16703770,USA,North America,USA: Kentucky,NextSeq 2000,wastewater,s2303,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2303,SRP323202,295910,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681736,AMPLICON,302,4686572806,PRJNA735936,SAMN30006293,SARS-CoV-2: wastewater surveillance,1529596687,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-06-27,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX16703769,USA,North America,USA: Kentucky,NextSeq 2000,wastewater,s2302,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2302,SRP323202,25073,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681740,AMPLICON,286,3786681028,PRJNA735936,SAMN30006312,SARS-CoV-2: wastewater surveillance,1269406360,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-07-11,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX16703765,USA,North America,USA: Kentucky,NextSeq 2000,wastewater,s2319,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2319,SRP323202,55928,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681743,AMPLICON,298,5015988448,PRJNA735936,SAMN30006287,SARS-CoV-2: wastewater surveillance,1562005549,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-06-20,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX16703762,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2296,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2296,SRP323202,295910,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681744,AMPLICON,298,4747396280,PRJNA735936,SAMN30006286,SARS-CoV-2: wastewater surveillance,1484316542,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-06-20,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX16703761,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2295,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2295,SRP323202,25073,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681745,AMPLICON,295,1834098763,PRJNA735936,SAMN30006300,SARS-CoV-2: wastewater surveillance,599282192,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-07-04,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX16703619,USA,North America,USA: Kentucky,NextSeq 2000,wastewater,s2308,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2308,SRP323202,10739,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681753,AMPLICON,298,5690549890,PRJNA735936,SAMN30006279,SARS-CoV-2: wastewater surveillance,2654242279,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-06-13,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX16703752,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2289,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2289,SRP323202,295910,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
SRR20681756,AMPLICON,298,5502685326,PRJNA735936,SAMN30006281,SARS-CoV-2: wastewater surveillance,2570059941,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, William Lauer\, Melissa L. Smith\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aru...",2022-06-13,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX16703756,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s2291,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-07-28T00:00:00Z,s2291,SRP323202,55928,24 h,raw wastewater,composite,yes,SARS-CoV-2,public health surveillance community-level,variant detection,,,,
