Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,run_date (run),Sample Name,Sample_Name,Sequencing_method,sewage_type,SRA Study,Submitter_Id,wastewater/sludge_environmental_package,wastewater_type,geographic_location_(region_and_locality)
ERR9862526,RNA-Seq,502,2583340694,PRJEB44932,SAMEA110150045,500529560,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-12,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407604,SAMEA110150045,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150045,17_2021_02_12,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_12,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862527,RNA-Seq,502,1808886720,PRJEB44932,SAMEA110150046,454603632,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-13,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407605,SAMEA110150046,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-05-14,SAMEA110150046,17_2021_02_13,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_13,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862528,RNA-Seq,502,1335329036,PRJEB44932,SAMEA110150047,336864419,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-14,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407606,SAMEA110150047,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-05-14,SAMEA110150047,17_2021_02_14,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_14,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862529,RNA-Seq,502,1661959854,PRJEB44932,SAMEA110150048,559056127,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-15,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407607,SAMEA110150048,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-05-14,SAMEA110150048,17_2021_02_15,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_15,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862530,RNA-Seq,502,2032898698,PRJEB44932,SAMEA110150049,561017353,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-16,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407608,SAMEA110150049,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-05-14,SAMEA110150049,17_2021_02_16,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_16,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862531,RNA-Seq,502,2307217602,PRJEB44932,SAMEA110150050,833206437,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-17,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407609,SAMEA110150050,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-05-14,SAMEA110150050,17_2021_02_17,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_17,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862532,RNA-Seq,502,2253988534,PRJEB44932,SAMEA110150051,726688473,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-18,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407610,SAMEA110150051,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-05-14,SAMEA110150051,17_2021_02_18,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_18,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862534,RNA-Seq,502,1010847280,PRJEB44932,SAMEA110150053,355639148,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-20,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407612,SAMEA110150053,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-05-14,SAMEA110150053,17_2021_02_20,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_20,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862536,RNA-Seq,502,1297034970,PRJEB44932,SAMEA110150055,462789261,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-22,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407614,SAMEA110150055,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-05-14,SAMEA110150055,17_2021_02_22,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_22,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862537,RNA-Seq,502,631776036,PRJEB44932,SAMEA110150056,227163975,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-23,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407615,SAMEA110150056,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-05-14,SAMEA110150056,17_2021_02_23,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_23,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862538,RNA-Seq,502,2019930030,PRJEB44932,SAMEA110150057,670430973,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-24,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407616,SAMEA110150057,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-05-14,SAMEA110150057,17_2021_02_24,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_24,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862540,RNA-Seq,502,1114384278,PRJEB44932,SAMEA110150059,323335969,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-26,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407618,SAMEA110150059,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-05-14,SAMEA110150059,17_2021_02_26,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_26,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862541,RNA-Seq,502,1935789308,PRJEB44932,SAMEA110150060,644032769,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-27,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407619,SAMEA110150060,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-05-14,SAMEA110150060,17_2021_02_27,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_27,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862542,RNA-Seq,502,2248679382,PRJEB44932,SAMEA110150061,430169789,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-02-28,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407620,SAMEA110150061,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150061,17_2021_02_28,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_02_28,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862543,RNA-Seq,502,1342875602,PRJEB44932,SAMEA110150062,235507543,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-01,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407621,SAMEA110150062,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150062,17_2021_03_01,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_01,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862544,RNA-Seq,502,517403870,PRJEB44932,SAMEA110150063,119021994,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-02,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407622,SAMEA110150063,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150063,17_2021_03_02,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_02,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862545,RNA-Seq,502,951721218,PRJEB44932,SAMEA110150064,231747666,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-03,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407623,SAMEA110150064,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150064,17_2021_03_03,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_03,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862546,RNA-Seq,502,401752106,PRJEB44932,SAMEA110150065,116416014,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-04,SARS-CoV2,public,"sra,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407624,SAMEA110150065,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150065,17_2021_03_04,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_04,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862547,RNA-Seq,502,681818910,PRJEB44932,SAMEA110150066,186821983,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-05,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407625,SAMEA110150066,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150066,17_2021_03_05,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_05,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862548,RNA-Seq,502,1225551676,PRJEB44932,SAMEA110150067,294986502,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-06,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407626,SAMEA110150067,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150067,17_2021_03_06,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_06,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862549,RNA-Seq,502,2415371494,PRJEB44932,SAMEA110150068,449746902,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-07,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407627,SAMEA110150068,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150068,17_2021_03_07,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_07,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862550,RNA-Seq,502,2201636962,PRJEB44932,SAMEA110150069,502633086,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-08,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407628,SAMEA110150069,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150069,17_2021_03_08,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_08,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862551,RNA-Seq,502,2300030468,PRJEB44932,SAMEA110150070,391088842,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-09,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407629,SAMEA110150070,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150070,17_2021_03_09,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_09,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862552,RNA-Seq,502,1891548550,PRJEB44932,SAMEA110150071,339688471,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-10,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407630,SAMEA110150071,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150071,17_2021_03_10,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_10,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862553,RNA-Seq,502,1184377636,PRJEB44932,SAMEA110150072,250995538,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-11,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407631,SAMEA110150072,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150072,17_2021_03_11,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_11,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862554,RNA-Seq,502,1888783032,PRJEB44932,SAMEA110150073,366805802,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-12,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407632,SAMEA110150073,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150073,17_2021_03_12,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_12,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862555,RNA-Seq,502,1572687688,PRJEB44932,SAMEA110150074,238684925,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-13,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407633,SAMEA110150074,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150074,17_2021_03_13,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_13,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862556,RNA-Seq,502,2756779686,PRJEB44932,SAMEA110150075,506329591,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-03-14,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407634,SAMEA110150075,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-04-16,SAMEA110150075,17_2021_03_14,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_03_14,wastewater/sludge,human waste,GR - Chur - ARA Chur
