Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample_ID,Sample Name,sequence_submitter_contact_email (run),sequenced_by,sequencing_protocol_name (run),SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_jurisdiction,ww_surv_target_1_known_present,ww_surv_target_1,amplicon__PCR_primer_scheme (run),amplicon_size (run)
SRR18252004,AMPLICON,302,50652044,PRJNA771693,SAMN26441204,SARS-CoV-2: wastewater surveillance,17893029,TGEN NORTH,Aquavitas,2021-02-08,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393373,USA,North America,USA: North Dakota,Illumina MiniSeq,wastewater,aquavitas_E50,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-10T22:47:00Z,1,E50,aquavitas_E50,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ND,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252005,AMPLICON,302,174646902,PRJNA771693,SAMN26441241,SARS-CoV-2: wastewater surveillance,61301414,TGEN NORTH,Aquavitas,2020-12-28,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393372,USA,North America,USA: Oregon,Illumina MiniSeq,wastewater,aquavitas_HS52,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:22:00Z,2,HS52,aquavitas_HS52,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,OR,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252006,AMPLICON,302,62231630,PRJNA771693,SAMN26441240,SARS-CoV-2: wastewater surveillance,21793687,TGEN NORTH,Aquavitas,2021-02-01,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393371,USA,North America,USA: Indiana,Illumina MiniSeq,wastewater,aquavitas_HS920,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-10T22:47:00Z,1,HS920,aquavitas_HS920,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IN,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252007,AMPLICON,302,43305592,PRJNA771693,SAMN26441239,SARS-CoV-2: wastewater surveillance,15308797,TGEN NORTH,Aquavitas,2020-12-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14393370,USA,North America,USA: Texas,Illumina MiniSeq,wastewater,aquavitas_HS8,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,HS8,aquavitas_HS8,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,TX,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252008,AMPLICON,302,68500848,PRJNA771693,SAMN26441203,SARS-CoV-2: wastewater surveillance,23959638,TGEN NORTH,Aquavitas,2021-02-01,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393369,USA,North America,USA: North Dakota,Illumina MiniSeq,wastewater,aquavitas_E49,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-10T22:47:00Z,1,E49,aquavitas_E49,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ND,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252009,AMPLICON,302,141360462,PRJNA771693,SAMN26441238,SARS-CoV-2: wastewater surveillance,49735002,TGEN NORTH,Aquavitas,2021-01-28,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393368,USA,North America,USA: Arizona,Illumina MiniSeq,wastewater,aquavitas_HS789,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,HS789,aquavitas_HS789,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252010,AMPLICON,302,94196820,PRJNA771693,SAMN26441237,SARS-CoV-2: wastewater surveillance,33313699,TGEN NORTH,Aquavitas,2020-12-30,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393367,USA,North America,USA: Illinois,Illumina MiniSeq,wastewater,aquavitas_HS74,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:22:00Z,2,HS74,aquavitas_HS74,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252011,AMPLICON,302,91862360,PRJNA771693,SAMN26441236,SARS-CoV-2: wastewater surveillance,32284614,TGEN NORTH,Aquavitas,2020-12-29,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393366,USA,North America,USA: Iowa,Illumina MiniSeq,wastewater,aquavitas_HS71,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,HS71,aquavitas_HS71,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252012,AMPLICON,302,70966980,PRJNA771693,SAMN26441235,SARS-CoV-2: wastewater surveillance,24952333,TGEN NORTH,Aquavitas,2020-12-30,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393365,USA,North America,USA: Pennsylvania,Illumina MiniSeq,wastewater,aquavitas_HS70,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,HS70,aquavitas_HS70,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,PA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252013,AMPLICON,302,26042064,PRJNA771693,SAMN26441234,SARS-CoV-2: wastewater surveillance,9198573,TGEN NORTH,Aquavitas,2020-12-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14393364,USA,North America,USA: Rhode Island,Illumina MiniSeq,wastewater,aquavitas_HS69,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,HS69,aquavitas_HS69,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,RI,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252014,AMPLICON,302,32637140,PRJNA771693,SAMN26441233,SARS-CoV-2: wastewater surveillance,11548384,TGEN NORTH,Aquavitas,2020-12-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14393363,USA,North America,USA: Illinois,Illumina MiniSeq,wastewater,aquavitas_HS65,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,HS65,aquavitas_HS65,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252015,AMPLICON,302,80523166,PRJNA771693,SAMN26441232,SARS-CoV-2: wastewater surveillance,27973890,TGEN NORTH,Aquavitas,2020-12-29,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393362,USA,North America,USA: Georgia,Illumina MiniSeq,wastewater,aquavitas_HS64,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,HS64,aquavitas_HS64,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,GA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252016,AMPLICON,302,45493582,PRJNA771693,SAMN26441231,SARS-CoV-2: wastewater surveillance,15991784,TGEN NORTH,Aquavitas,2020-12-21,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393361,USA,North America,USA: Virginia,Illumina MiniSeq,wastewater,aquavitas_HS6,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:22:00Z,2,HS6,aquavitas_HS6,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,VA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252017,AMPLICON,302,111664198,PRJNA771693,SAMN26441230,SARS-CoV-2: wastewater surveillance,39129284,TGEN NORTH,Aquavitas,2020-12-28,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393360,USA,North America,USA: Florida,Illumina MiniSeq,wastewater,aquavitas_HS56,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-10T22:48:00Z,1,HS56,aquavitas_HS56,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,FL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252018,AMPLICON,302,94804142,PRJNA771693,SAMN26441229,SARS-CoV-2: wastewater surveillance,33003601,TGEN NORTH,Aquavitas,2020-12-27,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393359,USA,North America,USA: Virginia,Illumina MiniSeq,wastewater,aquavitas_HS48,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:22:00Z,2,HS48,aquavitas_HS48,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,VA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252019,AMPLICON,302,79101350,PRJNA771693,SAMN26441202,SARS-CoV-2: wastewater surveillance,27836467,TGEN NORTH,Aquavitas,2021-01-25,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393358,USA,North America,USA: North Dakota,Illumina MiniSeq,wastewater,aquavitas_E48,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-10T22:48:00Z,1,E48,aquavitas_E48,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ND,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252020,AMPLICON,302,39386840,PRJNA771693,SAMN26441228,SARS-CoV-2: wastewater surveillance,13779657,TGEN NORTH,Aquavitas,2020-12-28,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393357,USA,North America,USA: Washington,Illumina MiniSeq,wastewater,aquavitas_HS47,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-10T22:48:00Z,1,HS47,aquavitas_HS47,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,WA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252021,AMPLICON,302,70129232,PRJNA771693,SAMN26441227,SARS-CoV-2: wastewater surveillance,24748610,TGEN NORTH,Aquavitas,2020-12-28,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393356,USA,North America,USA: Ohio,Illumina MiniSeq,wastewater,aquavitas_HS46,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:22:00Z,2,HS46,aquavitas_HS46,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,OH,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252022,AMPLICON,302,84213606,PRJNA771693,SAMN26441226,SARS-CoV-2: wastewater surveillance,29157784,TGEN NORTH,Aquavitas,2020-12-28,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393355,USA,North America,USA: New Jersey,Illumina MiniSeq,wastewater,aquavitas_HS45,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,HS45,aquavitas_HS45,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,NJ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252023,AMPLICON,302,2454958,PRJNA771693,SAMN26441225,SARS-CoV-2: wastewater surveillance,961204,TGEN NORTH,Aquavitas,2020-12-23,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393354,USA,North America,USA: Arizona,Illumina MiniSeq,wastewater,aquavitas_HS39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-10T22:47:00Z,1,HS39,aquavitas_HS39,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252024,AMPLICON,302,3086742,PRJNA771693,SAMN26441224,SARS-CoV-2: wastewater surveillance,1200459,TGEN NORTH,Aquavitas,2020-12-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14393353,USA,North America,USA: New Jersey,Illumina MiniSeq,wastewater,aquavitas_HS38,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,HS38,aquavitas_HS38,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,NJ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252025,AMPLICON,302,7876160,PRJNA771693,SAMN26441223,SARS-CoV-2: wastewater surveillance,2848960,TGEN NORTH,Aquavitas,2020-12-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14393352,USA,North America,USA: Nevada,Illumina MiniSeq,wastewater,aquavitas_HS36,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,HS36,aquavitas_HS36,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,NV,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252026,AMPLICON,302,30720950,PRJNA771693,SAMN26441222,SARS-CoV-2: wastewater surveillance,10907484,TGEN NORTH,Aquavitas,2020-12-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14393351,USA,North America,USA: California,Illumina MiniSeq,wastewater,aquavitas_HS29,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:22:00Z,2,HS29,aquavitas_HS29,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252027,AMPLICON,302,54226214,PRJNA771693,SAMN26441221,SARS-CoV-2: wastewater surveillance,18826857,TGEN NORTH,Aquavitas,2021-01-07,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393350,USA,North America,USA: Virginia,Illumina MiniSeq,wastewater,aquavitas_HS267,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-10T22:48:00Z,1,HS267,aquavitas_HS267,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,VA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252028,AMPLICON,302,52807418,PRJNA771693,SAMN26441220,SARS-CoV-2: wastewater surveillance,18682468,TGEN NORTH,Aquavitas,2020-12-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14393349,USA,North America,USA: Texas,Illumina MiniSeq,wastewater,aquavitas_HS24,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:22:00Z,2,HS24,aquavitas_HS24,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,TX,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252029,AMPLICON,302,37092244,PRJNA771693,SAMN26441219,SARS-CoV-2: wastewater surveillance,13063447,TGEN NORTH,Aquavitas,2020-12-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14393348,USA,North America,USA: Wisconsin,Illumina MiniSeq,wastewater,aquavitas_HS22,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,HS22,aquavitas_HS22,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,WI,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252030,AMPLICON,302,53479670,PRJNA771693,SAMN26441201,SARS-CoV-2: wastewater surveillance,18626367,TGEN NORTH,Aquavitas,2021-01-18,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393347,USA,North America,USA: North Dakota,Illumina MiniSeq,wastewater,aquavitas_E47,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,E47,aquavitas_E47,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ND,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252031,AMPLICON,302,106969004,PRJNA771693,SAMN26441218,SARS-CoV-2: wastewater surveillance,37396470,TGEN NORTH,Aquavitas,2020-12-22,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393346,USA,North America,USA: Kentucky,Illumina MiniSeq,wastewater,aquavitas_HS21,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-15T00:00:00Z,2022-03-15T12:25:00Z,2,HS21,aquavitas_HS21,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,KY,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252032,AMPLICON,302,118437152,PRJNA771693,SAMN26441217,SARS-CoV-2: wastewater surveillance,41439033,TGEN NORTH,Aquavitas,2020-12-15,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393345,USA,North America,USA: Arizona,Illumina MiniSeq,wastewater,aquavitas_HS2,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-15T00:00:00Z,2022-03-15T12:25:00Z,2,HS2,aquavitas_HS2,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252033,AMPLICON,302,30921478,PRJNA771693,SAMN26441216,SARS-CoV-2: wastewater surveillance,10728746,TGEN NORTH,Aquavitas,2021-01-05,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393344,USA,North America,USA: New Mexico,Illumina MiniSeq,wastewater,aquavitas_HS174,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:22:00Z,2,HS174,aquavitas_HS174,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,NM,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252034,AMPLICON,302,81070390,PRJNA771693,SAMN26441215,SARS-CoV-2: wastewater surveillance,28694731,TGEN NORTH,Aquavitas,2021-01-07,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393343,USA,North America,USA: Arizona,Illumina MiniSeq,wastewater,aquavitas_HS167,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:22:00Z,2,HS167,aquavitas_HS167,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252035,AMPLICON,302,72441042,PRJNA771693,SAMN26441214,SARS-CoV-2: wastewater surveillance,25327060,TGEN NORTH,Aquavitas,2020-12-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14393342,USA,North America,USA: California,Illumina MiniSeq,wastewater,aquavitas_HS16,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-15T00:00:00Z,2022-03-15T12:28:00Z,2,HS16,aquavitas_HS16,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252036,AMPLICON,302,52459514,PRJNA771693,SAMN26441213,SARS-CoV-2: wastewater surveillance,18497583,TGEN NORTH,Aquavitas,2020-12-21,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393341,USA,North America,USA: Tennessee,Illumina MiniSeq,wastewater,aquavitas_HS15,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-15T00:00:00Z,2022-03-15T12:25:00Z,2,HS15,aquavitas_HS15,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,TN,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252037,AMPLICON,302,51394058,PRJNA771693,SAMN26441212,SARS-CoV-2: wastewater surveillance,18193470,TGEN NORTH,Aquavitas,2020-12-21,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393340,USA,North America,USA: California,Illumina MiniSeq,wastewater,aquavitas_HS14,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-15T00:00:00Z,2022-03-15T12:25:00Z,2,HS14,aquavitas_HS14,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252038,AMPLICON,302,72167732,PRJNA771693,SAMN26441211,SARS-CoV-2: wastewater surveillance,25140405,TGEN NORTH,Aquavitas,2021-02-15,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393339,USA,North America,USA: Virginia,Illumina MiniSeq,wastewater,aquavitas_HS1292,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-15T00:00:00Z,2022-03-15T12:25:00Z,2,HS1292,aquavitas_HS1292,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,VA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252039,AMPLICON,302,76002528,PRJNA771693,SAMN26441210,SARS-CoV-2: wastewater surveillance,26219088,TGEN NORTH,Aquavitas,2021-02-15,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393338,USA,North America,USA: Connecticut,Illumina MiniSeq,wastewater,aquavitas_HS1287,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-15T00:00:00Z,2022-03-15T12:25:00Z,2,HS1287,aquavitas_HS1287,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CT,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252040,AMPLICON,302,53376386,PRJNA771693,SAMN26441209,SARS-CoV-2: wastewater surveillance,18890442,TGEN NORTH,Aquavitas,2021-02-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14393337,USA,North America,USA: Georgia,Illumina MiniSeq,wastewater,aquavitas_HS1282,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-14T00:00:00Z,2022-03-14T17:21:00Z,2,HS1282,aquavitas_HS1282,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,GA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252041,AMPLICON,302,177008542,PRJNA771693,SAMN26441200,SARS-CoV-2: wastewater surveillance,60678351,TGEN NORTH,Aquavitas,2021-01-11,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393336,USA,North America,USA: North Dakota,Illumina MiniSeq,wastewater,aquavitas_E46,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-15T00:00:00Z,2022-03-15T12:26:00Z,2,E46,aquavitas_E46,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ND,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR18252042,AMPLICON,302,60750320,PRJNA771693,SAMN26441199,SARS-CoV-2: wastewater surveillance,21451061,TGEN NORTH,Aquavitas,2021-01-04,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14393335,USA,North America,USA: North Dakota,Illumina MiniSeq,wastewater,aquavitas_E45,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-15T00:00:00Z,2022-03-15T12:25:00Z,2,E45,aquavitas_E45,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ND,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
