Run,amplicon_PCR_primer_scheme (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dehosting_method (run),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,organism,Platform,purpose_of_ww_sampling,ReleaseDate,create_date,version,Sample Name,Sample_Name,sequence_submitter_contact_email (run),sequenced_by,sequencing_protocol_name (run),SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR26528791,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,324847654,PRJNA1031245,SAMN37987408,SARS-CoV-2: wastewater surveillance,326079512,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231954,USA,North America,USA: North Carolina,PromethION,Control,Mixture01-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture01-v4.1-neg_BioSample,Mixture01-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528792,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,671649046,PRJNA1031245,SAMN37987409,SARS-CoV-2: wastewater surveillance,671516274,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-13,public,"activ_sars2_vcf,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22232037,USA,North America,USA: North Carolina,PromethION,Control,Mixture42-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture42-v4.1-pos_BioSample,Mixture42-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528793,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,634497808,PRJNA1031245,SAMN37987410,SARS-CoV-2: wastewater surveillance,636568943,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"activ_sars2_vcf,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",kraken2,SRX22232036,USA,North America,USA: North Carolina,PromethION,Control,Mixture41-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture41-v4.1-pos_BioSample,Mixture41-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528794,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,589202290,PRJNA1031245,SAMN37987411,SARS-CoV-2: wastewater surveillance,593012622,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22232035,USA,North America,USA: North Carolina,PromethION,Control,Mixture40-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture40-v4.1-pos_BioSample,Mixture40-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528795,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,687972142,PRJNA1031245,SAMN37987412,SARS-CoV-2: wastewater surveillance,687013583,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"fastq,sra,activ_sars2_vcf","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22232034,USA,North America,USA: North Carolina,PromethION,Control,Mixture39-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture39-v4.1-pos_BioSample,Mixture39-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528796,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,681196573,PRJNA1031245,SAMN37987413,SARS-CoV-2: wastewater surveillance,681887523,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"sra,activ_sars2_vcf,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22232033,USA,North America,USA: North Carolina,PromethION,Control,Mixture38-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture38-v4.1-pos_BioSample,Mixture38-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528797,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,813301449,PRJNA1031245,SAMN37987414,SARS-CoV-2: wastewater surveillance,816162431,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22232032,USA,North America,USA: North Carolina,PromethION,Control,Mixture37-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture37-v4.1-pos_BioSample,Mixture37-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528798,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,919478575,PRJNA1031245,SAMN37987415,SARS-CoV-2: wastewater surveillance,916347127,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"fastq,activ_sars2_vcf,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22232031,USA,North America,USA: North Carolina,PromethION,Control,Mixture36-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture36-v4.1-pos_BioSample,Mixture36-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528799,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,778839599,PRJNA1031245,SAMN37987416,SARS-CoV-2: wastewater surveillance,781431890,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"activ_sars2_vcf,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",kraken2,SRX22232030,USA,North America,USA: North Carolina,PromethION,Control,Mixture35-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture35-v4.1-pos_BioSample,Mixture35-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528800,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,718724387,PRJNA1031245,SAMN37987417,SARS-CoV-2: wastewater surveillance,720911084,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"activ_sars2_vcf,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22232029,USA,North America,USA: North Carolina,PromethION,Control,Mixture34-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture34-v4.1-pos_BioSample,Mixture34-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528801,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,790437336,PRJNA1031245,SAMN37987418,SARS-CoV-2: wastewater surveillance,792006746,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"sra,fastq,activ_sars2_vcf","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22232028,USA,North America,USA: North Carolina,PromethION,Control,Mixture33-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture33-v4.1-pos_BioSample,Mixture33-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528802,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,660041396,PRJNA1031245,SAMN37987419,SARS-CoV-2: wastewater surveillance,661698214,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"fastq,activ_sars2_vcf,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22232027,USA,North America,USA: North Carolina,PromethION,Control,Mixture32-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture32-v4.1-pos_BioSample,Mixture32-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528803,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,584042101,PRJNA1031245,SAMN37987420,SARS-CoV-2: wastewater surveillance,585073016,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"sra,fastq,activ_sars2_vcf","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22232026,USA,North America,USA: North Carolina,PromethION,Control,Mixture31-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture31-v4.1-pos_BioSample,Mixture31-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528804,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,679707979,PRJNA1031245,SAMN37987421,SARS-CoV-2: wastewater surveillance,682140064,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",kraken2,SRX22232025,USA,North America,USA: North Carolina,PromethION,Control,Mixture30-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:27:00Z,1,Mixture30-v4.1-pos_BioSample,Mixture30-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528805,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,813120515,PRJNA1031245,SAMN37987422,SARS-CoV-2: wastewater surveillance,814364478,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"sra,fastq,activ_sars2_vcf","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22232024,USA,North America,USA: North Carolina,PromethION,Control,Mixture29-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture29-v4.1-pos_BioSample,Mixture29-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528806,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,783424175,PRJNA1031245,SAMN37987423,SARS-CoV-2: wastewater surveillance,783539848,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22232023,USA,North America,USA: North Carolina,PromethION,Control,Mixture28-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture28-v4.1-pos_BioSample,Mixture28-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528807,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,862587906,PRJNA1031245,SAMN37987424,SARS-CoV-2: wastewater surveillance,862284146,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"activ_sars2_vcf,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",kraken2,SRX22232022,USA,North America,USA: North Carolina,PromethION,Control,Mixture27-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:40:00Z,1,Mixture27-v4.1-pos_BioSample,Mixture27-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528808,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,654304016,PRJNA1031245,SAMN37987425,SARS-CoV-2: wastewater surveillance,654251469,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-25,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",kraken2,SRX22232021,USA,North America,USA: North Carolina,PromethION,Control,Mixture26-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture26-v4.1-pos_BioSample,Mixture26-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528809,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,619705877,PRJNA1031245,SAMN37987426,SARS-CoV-2: wastewater surveillance,618456717,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"sra,activ_sars2_vcf,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22232020,USA,North America,USA: North Carolina,PromethION,Control,Mixture25-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture25-v4.1-pos_BioSample,Mixture25-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528810,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,702460047,PRJNA1031245,SAMN37987427,SARS-CoV-2: wastewater surveillance,704222587,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"fastq,sra,activ_sars2_vcf","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22232019,USA,North America,USA: North Carolina,PromethION,Control,Mixture24-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture24-v4.1-pos_BioSample,Mixture24-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528811,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,663263665,PRJNA1031245,SAMN37987428,SARS-CoV-2: wastewater surveillance,663206706,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22232018,USA,North America,USA: North Carolina,PromethION,Control,Mixture23-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture23-v4.1-pos_BioSample,Mixture23-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528812,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,675271843,PRJNA1031245,SAMN37987429,SARS-CoV-2: wastewater surveillance,676465897,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"fastq,sra,activ_sars2_vcf","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22232017,USA,North America,USA: North Carolina,PromethION,Control,Mixture22-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture22-v4.1-pos_BioSample,Mixture22-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528813,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,642655130,PRJNA1031245,SAMN37987430,SARS-CoV-2: wastewater surveillance,642055858,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"fastq,activ_sars2_vcf,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22232016,USA,North America,USA: North Carolina,PromethION,Control,Mixture21-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture21-v4.1-pos_BioSample,Mixture21-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528814,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,716328165,PRJNA1031245,SAMN37987431,SARS-CoV-2: wastewater surveillance,717912740,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"fastq,activ_sars2_vcf,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22232015,USA,North America,USA: North Carolina,PromethION,Control,Mixture20-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture20-v4.1-pos_BioSample,Mixture20-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528815,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,705905645,PRJNA1031245,SAMN37987432,SARS-CoV-2: wastewater surveillance,706403157,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22232014,USA,North America,USA: North Carolina,PromethION,Control,Mixture19-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture19-v4.1-pos_BioSample,Mixture19-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528816,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,665608530,PRJNA1031245,SAMN37987433,SARS-CoV-2: wastewater surveillance,666672290,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"activ_sars2_vcf,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22232013,USA,North America,USA: North Carolina,PromethION,Control,Mixture18-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture18-v4.1-pos_BioSample,Mixture18-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528817,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,663572656,PRJNA1031245,SAMN37987434,SARS-CoV-2: wastewater surveillance,661948202,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22232012,USA,North America,USA: North Carolina,PromethION,Control,Mixture17-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture17-v4.1-pos_BioSample,Mixture17-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528818,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,600036511,PRJNA1031245,SAMN37987435,SARS-CoV-2: wastewater surveillance,602099854,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-27,public,"sra,fastq,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22232011,USA,North America,USA: North Carolina,PromethION,Control,Mixture16-v4.1-pos,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture16-v4.1-pos_BioSample,Mixture16-v4.1-pos,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
