Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,purpose_of_ww_sampling,purpose_of_ww_sequencing
SRR23055099,RNA-Seq,116,4029039252,PRJNA772783,SAMN32331783,SARS-CoV-2: wastewater surveillance,1184089186,"UNIVERSITY OF NEVADA, RENO",2022-03,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX19008435,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 5,TMWRF5,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:57:00Z,1,RVP5Mar,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-1,,
SRR23055100,RNA-Seq,302,6868010614,PRJNA772783,SAMN32331811,SARS-CoV-2: wastewater surveillance,2274967989,"UNIVERSITY OF NEVADA, RENO",2022-11,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX19008434,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 33,TMWRF31,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:57:00Z,1,RVP31Nov,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055101,RNA-Seq,116,3119836936,PRJNA772783,SAMN32331782,SARS-CoV-2: wastewater surveillance,914094504,"UNIVERSITY OF NEVADA, RENO",2022-02,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX19008433,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 4,TMWRF4,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:53:00Z,1,RVP4Feb,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-0,,
SRR23055102,RNA-Seq,302,8093469838,PRJNA772783,SAMN32331810,SARS-CoV-2: wastewater surveillance,2672037288,"UNIVERSITY OF NEVADA, RENO",2022-11,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX19008432,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 32,TMWRF30,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:02:00Z,1,RVP30Nov,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055103,RNA-Seq,302,7874466988,PRJNA772783,SAMN32331809,SARS-CoV-2: wastewater surveillance,2607198105,"UNIVERSITY OF NEVADA, RENO",2022-10,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX19008431,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 31,TMWRF29,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:00:00Z,1,RVP29Oct,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055104,RNA-Seq,110,6399210030,PRJNA772783,SAMN32331808,SARS-CoV-2: wastewater surveillance,2106575634,"UNIVERSITY OF NEVADA, RENO",2022-10,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX19008430,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 30,TMWRF28,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:08:00Z,1,RVP28Sep,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055105,RNA-Seq,110,6957479930,PRJNA772783,SAMN32331807,SARS-CoV-2: wastewater surveillance,2295502870,"UNIVERSITY OF NEVADA, RENO",2022-10,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX19008429,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 29,TMWRF27,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:06:00Z,1,RVP27Sep,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055106,RNA-Seq,108,6978926359,PRJNA772783,SAMN32331806,SARS-CoV-2: wastewater surveillance,2310540602,"UNIVERSITY OF NEVADA, RENO",2022-09,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX19008428,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 28,TMWRF26,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:06:00Z,1,RVP26Sep,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055107,RNA-Seq,109,7647181320,PRJNA772783,SAMN32331805,SARS-CoV-2: wastewater surveillance,2522344461,"UNIVERSITY OF NEVADA, RENO",2022-09,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX19008427,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 27,TMWRF25,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:14:00Z,1,RVP25Sep,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055108,RNA-Seq,110,5268600023,PRJNA772783,SAMN32331804,SARS-CoV-2: wastewater surveillance,1735326694,"UNIVERSITY OF NEVADA, RENO",2022-09,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX19008426,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 26,TMWRF24,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:04:00Z,1,RVP24Sep,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055109,RNA-Seq,111,3946072967,PRJNA772783,SAMN32331803,SARS-CoV-2: wastewater surveillance,1290872355,"UNIVERSITY OF NEVADA, RENO",2022-09,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX19008425,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 25,TMWRF23,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:03:00Z,1,RVP23Aug,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055110,RNA-Seq,108,12795094093,PRJNA772783,SAMN32331802,SARS-CoV-2: wastewater surveillance,4244678704,"UNIVERSITY OF NEVADA, RENO",2022-09,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX19008424,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 24,TMWRF22,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:31:00Z,1,RVP22Aug,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055111,RNA-Seq,116,2531952532,PRJNA772783,SAMN32331799,SARS-CoV-2: wastewater surveillance,742436851,"UNIVERSITY OF NEVADA, RENO",2022-08,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX19008423,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 21,TMWRF21,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:53:00Z,1,RVP21Aug,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055112,RNA-Seq,69,4558382837,PRJNA772783,SAMN32331781,SARS-CoV-2: wastewater surveillance,1511784178,"UNIVERSITY OF NEVADA, RENO",2022-01,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX19008422,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 3,TMWRF3,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:02:00Z,1,RVP3Jan,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-1,,
SRR23055113,RNA-Seq,116,2907219260,PRJNA772783,SAMN32331798,SARS-CoV-2: wastewater surveillance,852204774,"UNIVERSITY OF NEVADA, RENO",2022-08,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX19008421,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 20,TMWRF20,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:57:00Z,1,RVP20Aug,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055114,RNA-Seq,116,3640680416,PRJNA772783,SAMN32331797,SARS-CoV-2: wastewater surveillance,1071802592,"UNIVERSITY OF NEVADA, RENO",2022-08,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX19008420,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 19,TMWRF19,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:57:00Z,1,RVP19Aug,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055115,RNA-Seq,116,3309293472,PRJNA772783,SAMN32331796,SARS-CoV-2: wastewater surveillance,973716006,"UNIVERSITY OF NEVADA, RENO",2022-07,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX19008419,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 18,TMWRF18,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:57:00Z,1,RVP18Jul,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055116,RNA-Seq,116,2736615044,PRJNA772783,SAMN32331795,SARS-CoV-2: wastewater surveillance,807949877,"UNIVERSITY OF NEVADA, RENO",2022-07,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX19008418,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 17,TMWRF17,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:51:00Z,1,RVP17Jul,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055117,RNA-Seq,116,6095430076,PRJNA772783,SAMN32331794,SARS-CoV-2: wastewater surveillance,1796817001,"UNIVERSITY OF NEVADA, RENO",2022-07,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX19008417,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 16,TMWRF16,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:56:00Z,1,RVP16Jul,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055118,RNA-Seq,116,2795308144,PRJNA772783,SAMN32331793,SARS-CoV-2: wastewater surveillance,820054731,"UNIVERSITY OF NEVADA, RENO",2022-07,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX19008416,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 15,TMWRF15,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:55:00Z,1,RVP15Jul,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055119,RNA-Seq,116,4097949168,PRJNA772783,SAMN32331792,SARS-CoV-2: wastewater surveillance,1197526263,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX19008415,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 14,TMWRF14,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:59:00Z,1,RVP14Jun,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055120,RNA-Seq,116,3429804712,PRJNA772783,SAMN32331791,SARS-CoV-2: wastewater surveillance,1010127852,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX19008414,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 13,TMWRF13,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:00:00Z,1,RVP13Jun,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055121,RNA-Seq,116,2102213016,PRJNA772783,SAMN32331790,SARS-CoV-2: wastewater surveillance,624443740,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX19008413,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 12,TMWRF12,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:58:00Z,1,RVP12Jun,SRP342181,318000,42,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055122,RNA-Seq,116,1861894772,PRJNA772783,SAMN32331789,SARS-CoV-2: wastewater surveillance,549328463,"UNIVERSITY OF NEVADA, RENO",2022-05,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX19008412,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 11,TMWRF11,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:53:00Z,1,RVP11May,SRP342181,318000,45,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055123,RNA-Seq,118,9029609469,PRJNA772783,SAMN32331780,SARS-CoV-2: wastewater surveillance,2998282017,"UNIVERSITY OF NEVADA, RENO",2021-12,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX19008411,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 2,TMWRF2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:21:00Z,1,RVP2Dec,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055124,RNA-Seq,116,3779945260,PRJNA772783,SAMN32331779,SARS-CoV-2: wastewater surveillance,1149852217,"UNIVERSITY OF NEVADA, RENO",2021-11,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX19008410,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 1,TMWRF1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:01:00Z,1,RVP1Nov,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-3,,
SRR16491250,WGS,152,385695440,PRJNA772783,SAMN22416667,SARS-CoV-2: wastewater surveillance,126994131,"UNIVERSITY OF NEVADA, RENO",2020-11-20,public,"run.zq,fastq,sra,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX12694354,USA,North America,USA: Nevada,NextSeq 2000,Truckee Meadow Water Resource Facility,WW-5_S14,PAIRED,size fractionation,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-20T00:00:00Z,2021-10-20T07:26:00Z,1,"Washoe-November, 2020",SRP342181,"300,000",0,raw wastewater,grab,not applicable,SARS-CoV-2,public health surveillance community-level,Variant Identification
SRR16491251,WGS,152,327571248,PRJNA772783,SAMN22416666,SARS-CoV-2: wastewater surveillance,126192180,"UNIVERSITY OF NEVADA, RENO",2021-01-01,public,"activ_sars2_vcf,fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX12694353,USA,North America,USA: Nevada,NextSeq 2000,Truckee Meadow Water Resource Facility,TM-C_S92,PAIRED,size fractionation,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-20T00:00:00Z,2021-10-20T07:26:00Z,1,"Washoe- January, 2021",SRP342181,"300,000",0,raw wastewater,grab,not applicable,SARS-CoV-2,public health surveillance community-level,Variant Identification
SRR16491252,WGS,142,261837639,PRJNA772783,SAMN22416665,SARS-CoV-2: wastewater surveillance,120504610,"UNIVERSITY OF NEVADA, RENO",2021-03-11,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX12694352,USA,North America,USA: Nevada,NextSeq 2000,Truckee Meadow Water Resource Facility,TM-S2-M07275_S3,PAIRED,size fractionation,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-20T00:00:00Z,2021-10-20T07:26:00Z,1,"Washoe-March, 2021",SRP342181,"300,000",0,raw wastewater,grab,not applicable,SARS-CoV-2,public health surveillance community-level,Variant Identification
SRR16491253,WGS,120,1846405984,PRJNA772783,SAMN22416664,SARS-CoV-2: wastewater surveillance,662560086,"UNIVERSITY OF NEVADA, RENO",2021-06-20,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX12694351,USA,North America,USA: Nevada,NextSeq 2000,Truckee Meadow Water Resource Facility,WW3_S21,PAIRED,size fractionation,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-20T00:00:00Z,2021-10-20T07:38:00Z,1,"Washoe-June, 2021",SRP342181,"300,000",0,raw wastewater,grab,not applicable,SARS-CoV-2,public health surveillance community-level,Variant Identification
