Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,name_of_the_sampling_site,Organism,Platform,population_size_of_the_catchment_area,ReleaseDate,create_date,version,Sample Name,Sample_name,sample_storage_temperature,sample_storage_time,sampling_time_point,Scientific_Name,sewage_type,SRA Study,Submitter_Id,surveillance_target,geographic_location_(latitude),geographic_location_(longitude)
ERR12330984,AMPLICON,179,1032890105,PRJEB61810,SAMEA114705287,588286148,UPPSALA UNIVERSITY,2023-05-23,public,"run.zq,sra,bam","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707860,SAMEA114705287,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-21,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-06T02:35:00Z,1,SAMEA114705287,Riksby-21,4,1,2023-05-23,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-21,SARS-CoV-2,59.35,17.97
ERR12330986,AMPLICON,182,787799850,PRJEB61810,SAMEA114705289,448616481,UPPSALA UNIVERSITY,2023-01-10,public,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707862,SAMEA114705289,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-2,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-05T04:57:00Z,1,SAMEA114705289,Käppala-2,4,1,2023-01-10,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-2,SARS-CoV-2,59.35,18.22
ERR12330987,AMPLICON,181,1068207190,PRJEB61810,SAMEA114705290,603126291,UPPSALA UNIVERSITY,2023-01-17,public,"bam,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707863,SAMEA114705290,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-3,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-05T02:44:00Z,1,SAMEA114705290,Käppala-3,4,1,2023-01-17,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-3,SARS-CoV-2,59.35,18.22
ERR12330989,AMPLICON,180,1500372892,PRJEB61810,SAMEA114705293,843894517,UPPSALA UNIVERSITY,2023-02-07,public,"run.zq,bam,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707865,SAMEA114705293,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-06,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-05T02:43:00Z,1,SAMEA114705293,Käppala-06,4,1,2023-02-07,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-06,SARS-CoV-2,59.35,18.22
ERR12330990,AMPLICON,121,450606229,PRJEB61810,SAMEA114705294,344870509,UPPSALA UNIVERSITY,2023-02-14,public,"run.zq,bam,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707866,SAMEA114705294,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-07,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-04T21:15:00Z,1,SAMEA114705294,Käppala-07,4,1,2023-02-14,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-07,SARS-CoV-2,59.35,18.22
ERR12330991,AMPLICON,176,687684161,PRJEB61810,SAMEA114705295,398144069,UPPSALA UNIVERSITY,2023-02-21,public,"sra,run.zq,bam","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707867,SAMEA114705295,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-08,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-05T02:42:00Z,1,SAMEA114705295,Käppala-08,4,1,2023-02-21,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-08,SARS-CoV-2,59.35,18.22
ERR12330992,AMPLICON,182,740191587,PRJEB61810,SAMEA114705296,423026890,UPPSALA UNIVERSITY,2023-02-28,public,"sra,bam,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707868,SAMEA114705296,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-09,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-06T02:30:00Z,1,SAMEA114705296,Käppala-09,4,1,2023-02-28,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-09,SARS-CoV-2,59.35,18.22
ERR12330995,AMPLICON,181,721906670,PRJEB61810,SAMEA114705299,412466501,UPPSALA UNIVERSITY,2023-03-21,public,"run.zq,sra,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707871,SAMEA114705299,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-12,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-05T02:28:00Z,1,SAMEA114705299,Käppala-12,4,1,2023-03-21,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-12,SARS-CoV-2,59.35,18.22
ERR12330996,AMPLICON,182,875723681,PRJEB61810,SAMEA114705300,493370299,UPPSALA UNIVERSITY,2023-03-28,public,"sra,bam,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707872,SAMEA114705300,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-13,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-05T04:56:00Z,1,SAMEA114705300,Käppala-13,4,1,2023-03-28,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-13,SARS-CoV-2,59.35,18.22
ERR12330998,AMPLICON,162,685957083,PRJEB61810,SAMEA114705302,382726714,UPPSALA UNIVERSITY,2023-04-11,public,"run.zq,bam,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707874,SAMEA114705302,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-15,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-06T02:33:00Z,1,SAMEA114705302,Käppala-15,4,1,2023-04-11,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-15,SARS-CoV-2,59.35,18.22
ERR12330999,AMPLICON,176,1234785104,PRJEB61810,SAMEA114705303,699012663,UPPSALA UNIVERSITY,2023-04-18,public,"sra,run.zq,bam","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707875,SAMEA114705303,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-16,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-04T21:19:00Z,1,SAMEA114705303,Käppala-16,4,1,2023-04-18,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-16,SARS-CoV-2,59.35,18.22
ERR12331000,AMPLICON,171,935401202,PRJEB61810,SAMEA114705304,532535848,UPPSALA UNIVERSITY,2023-04-25,public,"run.zq,bam,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707876,SAMEA114705304,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-17,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-05T04:56:00Z,1,SAMEA114705304,Käppala-17,4,1,2023-04-25,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-17,SARS-CoV-2,59.35,18.22
ERR12331001,AMPLICON,151,442622726,PRJEB61810,SAMEA114705305,294379855,UPPSALA UNIVERSITY,2023-05-02,public,"bam,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707877,SAMEA114705305,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-18,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-05T02:42:00Z,1,SAMEA114705305,Käppala-18,4,1,2023-05-02,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-18,SARS-CoV-2,59.35,18.22
ERR12331003,AMPLICON,128,250404444,PRJEB61810,SAMEA114705307,186820542,UPPSALA UNIVERSITY,2023-05-16,public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707879,SAMEA114705307,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-20,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-05T04:55:00Z,1,SAMEA114705307,Käppala-20,4,1,2023-05-16,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-20,SARS-CoV-2,59.35,18.22
ERR12331004,AMPLICON,179,1050656281,PRJEB61810,SAMEA114705308,593771337,UPPSALA UNIVERSITY,2023-05-23,public,"sra,run.zq,bam","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707880,SAMEA114705308,Sweden,Europe,Sweden,"Käppala wastewater treatment plant\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,KÃ¤ppala-21,SINGLE,RT-PCR,METAGENOMIC,Käppala,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,700000,2023-12-01T00:00:00Z,2023-12-05T04:57:00Z,1,SAMEA114705308,Käppala-21,4,1,2023-05-23,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Käppala-21,SARS-CoV-2,59.35,18.22
ERR12331006,AMPLICON,177,744069726,PRJEB61810,SAMEA114705310,428449743,UPPSALA UNIVERSITY,2023-01-27,public,"run.zq,bam,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707882,SAMEA114705310,Sweden,Europe,Sweden,"Aircraft\, Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Aircraft-04,SINGLE,RT-PCR,METAGENOMIC,Aircraft,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,312,2023-12-01T00:00:00Z,2023-12-05T02:42:00Z,1,SAMEA114705310,Aircraft-04,4,1,2023-01-27,Severe acute respiratory syndrome coronavirus 2,wastewater from aircraft,ERP146892,Aircraft-04,SARS-CoV-2,,
ERR12331007,AMPLICON,186,1351741143,PRJEB61810,SAMEA114705311,764747813,UPPSALA UNIVERSITY,2023-02-03,public,"run.zq,bam,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707883,SAMEA114705311,Sweden,Europe,Sweden,"Aircraft\, Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Aircraft-05,SINGLE,RT-PCR,METAGENOMIC,Aircraft,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,312,2023-12-01T00:00:00Z,2023-12-05T04:58:00Z,1,SAMEA114705311,Aircraft-05,4,1,2023-02-03,Severe acute respiratory syndrome coronavirus 2,wastewater from aircraft,ERP146892,Aircraft-05,SARS-CoV-2,,
ERR12331008,AMPLICON,138,747439575,PRJEB61810,SAMEA114705312,505650982,UPPSALA UNIVERSITY,2023-02-10,public,"run.zq,bam,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707884,SAMEA114705312,Sweden,Europe,Sweden,"Aircraft\, Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Aircraft-06,SINGLE,RT-PCR,METAGENOMIC,Aircraft,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,312,2023-12-01T00:00:00Z,2023-12-05T05:00:00Z,1,SAMEA114705312,Aircraft-06,4,1,2023-02-10,Severe acute respiratory syndrome coronavirus 2,wastewater from aircraft,ERP146892,Aircraft-06,SARS-CoV-2,,
ERR12331009,AMPLICON,122,454257480,PRJEB61810,SAMEA114705313,294672412,UPPSALA UNIVERSITY,2023-02-17,public,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707885,SAMEA114705313,Sweden,Europe,Sweden,"Aircraft\, Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Aircraft-07,SINGLE,RT-PCR,METAGENOMIC,Aircraft,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,312,2023-12-01T00:00:00Z,2023-12-04T22:56:00Z,1,SAMEA114705313,Aircraft-07,4,1,2023-02-17,Severe acute respiratory syndrome coronavirus 2,wastewater from aircraft,ERP146892,Aircraft-07,SARS-CoV-2,,
ERR12331011,AMPLICON,181,781263012,PRJEB61810,SAMEA114705315,445867393,UPPSALA UNIVERSITY,2023-03-03,public,"bam,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707887,SAMEA114705315,Sweden,Europe,Sweden,"Aircraft\, Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Aircraft-09,SINGLE,RT-PCR,METAGENOMIC,Aircraft,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,312,2023-12-01T00:00:00Z,2023-12-05T04:59:00Z,1,SAMEA114705315,Aircraft-09,4,1,2023-03-03,Severe acute respiratory syndrome coronavirus 2,wastewater from aircraft,ERP146892,Aircraft-09,SARS-CoV-2,,
ERR12331013,AMPLICON,121,450606229,PRJEB61810,SAMEA114705317,344870509,UPPSALA UNIVERSITY,2023-03-21,public,"bam,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707889,SAMEA114705317,Sweden,Europe,Sweden,"Aircraft\, Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Aircraft-12,SINGLE,RT-PCR,METAGENOMIC,Aircraft,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,312,2023-12-01T00:00:00Z,2023-12-05T06:11:00Z,1,SAMEA114705317,Aircraft-12,4,1,2023-03-21,Severe acute respiratory syndrome coronavirus 2,wastewater from aircraft,ERP146892,Aircraft-12,SARS-CoV-2,,
ERR12331014,AMPLICON,126,1391948698,PRJEB61810,SAMEA114705318,1049573933,UPPSALA UNIVERSITY,2023-03-28,public,"run.zq,sra,bam","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707890,SAMEA114705318,Sweden,Europe,Sweden,"Aircraft\, Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Aircraft-13,SINGLE,RT-PCR,METAGENOMIC,Aircraft,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,312,2023-12-01T00:00:00Z,2023-12-04T23:06:00Z,1,SAMEA114705318,Aircraft-13,4,1,2023-03-28,Severe acute respiratory syndrome coronavirus 2,wastewater from aircraft,ERP146892,Aircraft-13,SARS-CoV-2,,
ERR12331015,AMPLICON,125,536409860,PRJEB61810,SAMEA114705319,406190218,UPPSALA UNIVERSITY,2023-04-04,public,"sra,bam,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707891,SAMEA114705319,Sweden,Europe,Sweden,"Aircraft\, Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Aircraft-14,SINGLE,RT-PCR,METAGENOMIC,Aircraft,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,312,2023-12-01T00:00:00Z,2023-12-05T04:59:00Z,1,SAMEA114705319,Aircraft-14,4,1,2023-04-04,Severe acute respiratory syndrome coronavirus 2,wastewater from aircraft,ERP146892,Aircraft-14,SARS-CoV-2,,
ERR12331016,AMPLICON,124,459657400,PRJEB61810,SAMEA114705320,348002745,UPPSALA UNIVERSITY,2023-04-11,public,"sra,bam,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707892,SAMEA114705320,Sweden,Europe,Sweden,"Aircraft\, Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Aircraft-15,SINGLE,RT-PCR,METAGENOMIC,Aircraft,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,312,2023-12-01T00:00:00Z,2023-12-05T04:59:00Z,1,SAMEA114705320,Aircraft-15,4,1,2023-04-11,Severe acute respiratory syndrome coronavirus 2,wastewater from aircraft,ERP146892,Aircraft-15,SARS-CoV-2,,
ERR12331019,AMPLICON,118,400882063,PRJEB61810,SAMEA114705323,303138967,UPPSALA UNIVERSITY,2023-05-02,public,"run.zq,bam,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707895,SAMEA114705323,Sweden,Europe,Sweden,"Aircraft\, Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Aircraft-18,SINGLE,RT-PCR,METAGENOMIC,Aircraft,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,312,2023-12-01T00:00:00Z,2023-12-05T02:42:00Z,1,SAMEA114705323,Aircraft-18,4,1,2023-05-02,Severe acute respiratory syndrome coronavirus 2,wastewater from aircraft,ERP146892,Aircraft-18,SARS-CoV-2,,
ERR12331020,AMPLICON,159,461099155,PRJEB61810,SAMEA114705324,291449404,UPPSALA UNIVERSITY,2023-01-13,public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707896,SAMEA114705324,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T04:58:00Z,1,SAMEA114705324,Terminal 5-2,4,1,2023-01-13,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-2,SARS-CoV-2,59.65,17.93
ERR12331021,AMPLICON,134,589342798,PRJEB61810,SAMEA114705325,415911968,UPPSALA UNIVERSITY,2023-01-20,public,"sra,run.zq,bam","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707897,SAMEA114705325,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-05T04:57:00Z,1,SAMEA114705325,Terminal 5-3,4,1,2023-01-20,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-3,SARS-CoV-2,59.65,17.93
ERR12331022,AMPLICON,175,1130644472,PRJEB61810,SAMEA114705326,639026667,UPPSALA UNIVERSITY,2023-01-27,public,"run.zq,bam,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707898,SAMEA114705326,Sweden,Europe,Sweden,"Arlanda Airport Terminal 5\, Stockholm",KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Terminal,SINGLE,RT-PCR,METAGENOMIC,Terminal 5,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,NA,2023-12-01T00:00:00Z,2023-12-06T02:35:00Z,1,SAMEA114705326,Terminal 5-04,4,1,2023-01-27,Severe acute respiratory syndrome coronavirus 2,wastewater from Terminal 5 at Arlanda,ERP146892,Terminal 5-04,SARS-CoV-2,59.65,17.93
