Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,Collection_Date,collector_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,library_preparation_date (exp),LibraryLayout,LibrarySelection,LibrarySource,name_of_the_sampling_site,nucleic_acid_amplification,nucleic_acid_extraction,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,sewage_type,SRA Study,Submitter_Id,surveillance_target
ERR9785679,AMPLICON,600,157393800,PRJEB48206,SAMEA14456737,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",80677987,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-15,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332955,SAMEA14456737,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:51:00Z,2,SAMEA14456737,iRun123_BC12,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC12,2697049
ERR9785680,AMPLICON,600,212304000,PRJEB48206,SAMEA14456738,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",110383981,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-15,Rotterdam wastewater monitoring team,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332956,SAMEA14456738,Netherlands,Europe,Netherlands,"Rotterdam\, Bergschenhoek",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Bergschenhoek,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:37:00Z,1,SAMEA14456738,iRun123_BC13,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC13,2697049
ERR9785681,AMPLICON,600,246842400,PRJEB48206,SAMEA14456739,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",127579338,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-16,Rotterdam wastewater monitoring team,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332957,SAMEA14456739,Netherlands,Europe,Netherlands,"Rotterdam\, Everlo-Waalhaven",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Everlo-Waalhaven,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:38:00Z,1,SAMEA14456739,iRun123_BC14,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC14,2697049
ERR9785682,AMPLICON,600,221539800,PRJEB48206,SAMEA14456740,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",120330240,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-16,Rotterdam wastewater monitoring team,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332958,SAMEA14456740,Netherlands,Europe,Netherlands,"Rotterdam\, Wolphaertsbocht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Wolphaertsbocht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:38:00Z,1,SAMEA14456740,iRun123_BC15,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC15,2697049
ERR9785683,AMPLICON,600,229184400,PRJEB48206,SAMEA14456741,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",120190796,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-16,Rotterdam wastewater monitoring team,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332959,SAMEA14456741,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:38:00Z,1,SAMEA14456741,iRun123_BC16,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC16,2697049
ERR9785684,AMPLICON,600,241928400,PRJEB48206,SAMEA14456742,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",124951211,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-16,Rotterdam wastewater monitoring team,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332960,SAMEA14456742,Netherlands,Europe,Netherlands,"Rotterdam\, Bergschenhoek",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Bergschenhoek,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:52:00Z,2,SAMEA14456742,iRun123_BC17,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC17,2697049
ERR9785685,AMPLICON,600,172318200,PRJEB48206,SAMEA14456743,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",89782588,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-18,Rotterdam wastewater monitoring team,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332961,SAMEA14456743,Netherlands,Europe,Netherlands,"Rotterdam\, Everlo-Waalhaven",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Everlo-Waalhaven,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:38:00Z,1,SAMEA14456743,iRun123_BC18,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC18,2697049
ERR9785686,AMPLICON,600,158979000,PRJEB48206,SAMEA14456744,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",85060959,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-18,Rotterdam wastewater monitoring team,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332962,SAMEA14456744,Netherlands,Europe,Netherlands,"Rotterdam\, Wolphaertsbocht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Wolphaertsbocht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:37:00Z,1,SAMEA14456744,iRun123_BC19,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC19,2697049
ERR9785687,AMPLICON,600,204687600,PRJEB48206,SAMEA14456745,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",104203157,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-18,Rotterdam wastewater monitoring team,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332963,SAMEA14456745,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:48:00Z,2,SAMEA14456745,iRun123_BC20,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC20,2697049
ERR9785688,AMPLICON,600,236614800,PRJEB48206,SAMEA14456746,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",124229701,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-28,Rotterdam wastewater monitoring team,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332964,SAMEA14456746,Netherlands,Europe,Netherlands,"Rotterdam\, Katendrecht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Katendrecht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:38:00Z,1,SAMEA14456746,iRun123_BC21,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC21,2697049
ERR9785689,AMPLICON,600,160880400,PRJEB48206,SAMEA14456747,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",83886526,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-30,Rotterdam wastewater monitoring team,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332965,SAMEA14456747,Netherlands,Europe,Netherlands,"Rotterdam\, Katendrecht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:47Z,2023-03-01T08:19:47Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Katendrecht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:57:00Z,2,SAMEA14456747,iRun123_BC22,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC22,2697049
ERR9785690,AMPLICON,600,211334400,PRJEB48206,SAMEA14456748,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",110861612,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-30,Rotterdam wastewater monitoring team,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332966,SAMEA14456748,Netherlands,Europe,Netherlands,"Rotterdam\, Wolphaertsbocht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Wolphaertsbocht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:51:00Z,2,SAMEA14456748,iRun123_BC23,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC23,2697049
ERR9785691,AMPLICON,600,255044400,PRJEB48206,SAMEA14456749,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",132407543,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-30,Rotterdam wastewater monitoring team,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332967,SAMEA14456749,Netherlands,Europe,Netherlands,"Rotterdam\, Heemraadsplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Heemraadsplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:38:00Z,1,SAMEA14456749,iRun123_BC24,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC24,2697049
ERR9785692,AMPLICON,600,175545000,PRJEB48206,SAMEA14456750,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",88850717,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-06-30,Rotterdam wastewater monitoring team,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332968,SAMEA14456750,Netherlands,Europe,Netherlands,"Rotterdam\, Bergschenhoek",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Bergschenhoek,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:37:00Z,1,SAMEA14456750,iRun123_BC25,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC25,2697049
ERR9785693,AMPLICON,600,156204000,PRJEB48206,SAMEA14456751,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",78707859,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-07-02,Rotterdam wastewater monitoring team,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332969,SAMEA14456751,Netherlands,Europe,Netherlands,"Rotterdam\, Wolphaertsbocht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Wolphaertsbocht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:38:00Z,1,SAMEA14456751,iRun123_BC26,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC26,2697049
ERR9785694,AMPLICON,600,166324200,PRJEB48206,SAMEA14456752,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",88840001,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-07-02,Rotterdam wastewater monitoring team,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332970,SAMEA14456752,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:38:00Z,1,SAMEA14456752,iRun123_BC27,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC27,2697049
ERR9785695,AMPLICON,600,205785000,PRJEB48206,SAMEA14456753,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",105550120,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-07-05,Rotterdam wastewater monitoring team,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332971,SAMEA14456753,Netherlands,Europe,Netherlands,"Rotterdam\, Heemraadsplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Heemraadsplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:38:00Z,1,SAMEA14456753,iRun123_BC28,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC28,2697049
ERR9785696,AMPLICON,600,195712200,PRJEB48206,SAMEA14456754,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",102634021,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-07-07,Rotterdam wastewater monitoring team,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332972,SAMEA14456754,Netherlands,Europe,Netherlands,"Rotterdam\, Ommoord",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Ommoord,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:38:00Z,1,SAMEA14456754,iRun123_BC29,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC29,2697049
ERR9785697,AMPLICON,600,182785200,PRJEB48206,SAMEA14456755,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",89827885,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-07-07,Rotterdam wastewater monitoring team,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332973,SAMEA14456755,Netherlands,Europe,Netherlands,"Rotterdam\, Katendrecht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Katendrecht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:38:00Z,1,SAMEA14456755,iRun123_BC30,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC30,2697049
ERR9785698,AMPLICON,600,160255200,PRJEB48206,SAMEA14456756,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",80559621,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-07-07,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332974,SAMEA14456756,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan-Zuidplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan-Zuidplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:37:00Z,1,SAMEA14456756,iRun123_BC31,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC31,2697049
ERR9785699,AMPLICON,600,244217400,PRJEB48206,SAMEA14456757,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",126041613,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-07-07,Rotterdam wastewater monitoring team,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX9332975,SAMEA14456757,Netherlands,Europe,Netherlands,"Rotterdam\, Wolphaertsbocht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:12Z,2023-03-01T08:19:12Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Wolphaertsbocht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:38:00Z,1,SAMEA14456757,iRun123_BC32,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun123_BC32,2697049
