Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,Sample_ID
SRR28721634,AMPLICON,70,127983813,PRJNA931732,SAMN40989898,SARS-CoV-2: wastewater surveillance,53348905,CSIR-NCL,2022-07-28,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287863,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S116,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14722,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S116
SRR28721635,AMPLICON,70,115188862,PRJNA931732,SAMN40989897,SARS-CoV-2: wastewater surveillance,47801427,CSIR-NCL,2022-07-21,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287862,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S115,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14704,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S115
SRR28721636,AMPLICON,70,89392361,PRJNA931732,SAMN40989896,SARS-CoV-2: wastewater surveillance,36833497,CSIR-NCL,2022-07-14,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287861,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S114,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14701,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S114
SRR28721637,AMPLICON,71,184301548,PRJNA931732,SAMN40989895,SARS-CoV-2: wastewater surveillance,74918486,CSIR-NCL,2022-07-15,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287860,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S113,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14695,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S113
SRR28721638,AMPLICON,71,139678252,PRJNA931732,SAMN40989894,SARS-CoV-2: wastewater surveillance,57168255,CSIR-NCL,2022-07-20,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287859,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S112,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14694,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S112
SRR28721639,AMPLICON,70,118869226,PRJNA931732,SAMN40989893,SARS-CoV-2: wastewater surveillance,48914144,CSIR-NCL,2022-06-03,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287858,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S111,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14693,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S111
SRR28721640,AMPLICON,70,67703638,PRJNA931732,SAMN40989794,SARS-CoV-2: wastewater surveillance,28543806,CSIR-NCL,2022-05-25,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287857,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S12,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14524,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S12
SRR28721641,AMPLICON,70,117541182,PRJNA931732,SAMN40989892,SARS-CoV-2: wastewater surveillance,48687835,CSIR-NCL,2022-07-29,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287856,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S110,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14692,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S110
SRR28721642,AMPLICON,70,113479598,PRJNA931732,SAMN40989891,SARS-CoV-2: wastewater surveillance,46870574,CSIR-NCL,2022-07-14,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287855,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S109,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14691,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S109
SRR28721643,AMPLICON,70,98742295,PRJNA931732,SAMN40989890,SARS-CoV-2: wastewater surveillance,40778053,CSIR-NCL,2022-05-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287854,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S108,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14690,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S108
SRR28721644,AMPLICON,70,84321659,PRJNA931732,SAMN40989889,SARS-CoV-2: wastewater surveillance,35333340,CSIR-NCL,2022-08-09,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287853,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S107,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14689,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S107
SRR28721645,AMPLICON,70,109273964,PRJNA931732,SAMN40989888,SARS-CoV-2: wastewater surveillance,45941868,CSIR-NCL,2022-05-19,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287852,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S106,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14686,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S106
SRR28721646,AMPLICON,70,109515055,PRJNA931732,SAMN40989887,SARS-CoV-2: wastewater surveillance,45331166,CSIR-NCL,2022-05-17,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287851,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S105,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14685,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S105
SRR28721647,AMPLICON,70,133470014,PRJNA931732,SAMN40989886,SARS-CoV-2: wastewater surveillance,55400203,CSIR-NCL,2022-06-16,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287850,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S104,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14684,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S104
SRR28721648,AMPLICON,70,170725086,PRJNA931732,SAMN40989885,SARS-CoV-2: wastewater surveillance,69889173,CSIR-NCL,2022-08-11,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287849,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S103,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14683,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S103
SRR28721649,AMPLICON,70,116969263,PRJNA931732,SAMN40989882,SARS-CoV-2: wastewater surveillance,48715484,CSIR-NCL,2022-07-21,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287848,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S100,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14678,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S100
SRR28721650,AMPLICON,70,107847624,PRJNA931732,SAMN40989881,SARS-CoV-2: wastewater surveillance,44679515,CSIR-NCL,2022-06-14,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287847,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S99,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14677,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S99
SRR28721651,AMPLICON,71,184915813,PRJNA931732,SAMN40989880,SARS-CoV-2: wastewater surveillance,75400026,CSIR-NCL,2022-07-26,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287846,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S98,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14676,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S98
SRR28721652,AMPLICON,70,129303256,PRJNA931732,SAMN40989879,SARS-CoV-2: wastewater surveillance,52868929,CSIR-NCL,2022-08-10,public,"fastq,run.zq,sra,activ_sars2_vcf","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287845,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S97,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14675,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S97
SRR28721653,AMPLICON,71,154067294,PRJNA931732,SAMN40989878,SARS-CoV-2: wastewater surveillance,62886670,CSIR-NCL,2022-07-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287844,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S96,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14674,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S96
SRR28721654,AMPLICON,71,117342689,PRJNA931732,SAMN40989877,SARS-CoV-2: wastewater surveillance,47595687,CSIR-NCL,2022-08-04,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287843,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S95,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14672,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S95
SRR28721655,AMPLICON,70,85778182,PRJNA931732,SAMN40989876,SARS-CoV-2: wastewater surveillance,36709058,CSIR-NCL,2022-06-20,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287842,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S94,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14671,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S94
SRR28721656,AMPLICON,70,93245265,PRJNA931732,SAMN40989875,SARS-CoV-2: wastewater surveillance,38662658,CSIR-NCL,2022-06-09,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287841,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S93,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14669,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S93
SRR28721657,AMPLICON,70,125564997,PRJNA931732,SAMN40989874,SARS-CoV-2: wastewater surveillance,51436546,CSIR-NCL,2022-06-08,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287840,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S92,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14668,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S92
SRR28721658,AMPLICON,70,90755497,PRJNA931732,SAMN40989873,SARS-CoV-2: wastewater surveillance,37627798,CSIR-NCL,2022-08-05,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287839,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S91,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14665,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S91
SRR28721659,AMPLICON,70,112928953,PRJNA931732,SAMN40989792,SARS-CoV-2: wastewater surveillance,47112841,CSIR-NCL,2022-07-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287838,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S10,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14514,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S10
SRR28721660,AMPLICON,71,135017755,PRJNA931732,SAMN40989872,SARS-CoV-2: wastewater surveillance,54702151,CSIR-NCL,2022-07-11,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287837,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S90,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14664,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S90
SRR28721661,AMPLICON,70,94636788,PRJNA931732,SAMN40989871,SARS-CoV-2: wastewater surveillance,38586989,CSIR-NCL,2022-08-11,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287836,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S89,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14662,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S89
SRR28721662,AMPLICON,70,79594624,PRJNA931732,SAMN40989870,SARS-CoV-2: wastewater surveillance,32846354,CSIR-NCL,2022-05-20,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287835,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S88,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14661,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S88
SRR28721663,AMPLICON,70,83107784,PRJNA931732,SAMN40989869,SARS-CoV-2: wastewater surveillance,34555292,CSIR-NCL,2022-05-30,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287834,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S87,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14657,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S87
SRR28721664,AMPLICON,70,75653060,PRJNA931732,SAMN40989868,SARS-CoV-2: wastewater surveillance,31443819,CSIR-NCL,2022-06-21,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287833,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S86,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14656,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S86
SRR28721665,AMPLICON,70,79553181,PRJNA931732,SAMN40989867,SARS-CoV-2: wastewater surveillance,32778305,CSIR-NCL,2022-06-02,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287832,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S85,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14655,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S85
SRR28721666,AMPLICON,70,109910162,PRJNA931732,SAMN40989866,SARS-CoV-2: wastewater surveillance,45557761,CSIR-NCL,2022-08-10,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287831,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S84,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14652,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S84
SRR28721667,AMPLICON,70,101276251,PRJNA931732,SAMN40989865,SARS-CoV-2: wastewater surveillance,41703097,CSIR-NCL,2022-07-25,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287830,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S83,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14650,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S83
SRR28721668,AMPLICON,70,137600174,PRJNA931732,SAMN40989864,SARS-CoV-2: wastewater surveillance,56172430,CSIR-NCL,2022-06-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287829,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S82,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14648,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S82
SRR28721669,AMPLICON,70,97700064,PRJNA931732,SAMN40989863,SARS-CoV-2: wastewater surveillance,40103004,CSIR-NCL,2022-07-21,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287828,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S81,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14646,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S81
SRR28721670,AMPLICON,70,81286844,PRJNA931732,SAMN40989791,SARS-CoV-2: wastewater surveillance,33155102,CSIR-NCL,2022-07-26,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287827,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S09,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14513,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S09
SRR28721671,AMPLICON,71,113864749,PRJNA931732,SAMN40989862,SARS-CoV-2: wastewater surveillance,47037204,CSIR-NCL,2022-06-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287826,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S80,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14645,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S80
SRR28721672,AMPLICON,70,88455162,PRJNA931732,SAMN40989861,SARS-CoV-2: wastewater surveillance,36308725,CSIR-NCL,2022-05-18,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287825,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S79,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14644,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S79
SRR28721673,AMPLICON,70,109285179,PRJNA931732,SAMN40989860,SARS-CoV-2: wastewater surveillance,44583071,CSIR-NCL,2022-06-13,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287824,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S78,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14643,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S78
SRR28721674,AMPLICON,70,111600113,PRJNA931732,SAMN40989859,SARS-CoV-2: wastewater surveillance,46068093,CSIR-NCL,2022-08-11,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287823,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S77,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14640,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S77
SRR28721675,AMPLICON,70,65051478,PRJNA931732,SAMN40989858,SARS-CoV-2: wastewater surveillance,27005796,CSIR-NCL,2022-05-12,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287822,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S76,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14639,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S76
SRR28721676,AMPLICON,71,109547165,PRJNA931732,SAMN40989857,SARS-CoV-2: wastewater surveillance,44854653,CSIR-NCL,2022-07-14,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24287821,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S75,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:48:00Z,1,IP14638,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S75
