Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,collected_by,purpose_of_ww_sampling
SRR31838615,AMPLICON,511,104267600,PRJNA896334,SAMN45996679,SARS-CoV-2: wastewater surveillance,102740064,CSIR-NCL,2024-03-28,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198794,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode62,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-272,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838616,AMPLICON,534,116838489,PRJNA896334,SAMN45996678,SARS-CoV-2: wastewater surveillance,115052742,CSIR-NCL,2024-03-26,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198793,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode61,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-271,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838617,AMPLICON,539,185159363,PRJNA896334,SAMN45996677,SARS-CoV-2: wastewater surveillance,181798412,CSIR-NCL,2024-03-18,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198792,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode59,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-269,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838618,AMPLICON,542,284847213,PRJNA896334,SAMN45996676,SARS-CoV-2: wastewater surveillance,278724581,CSIR-NCL,2024-03-14,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198791,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode58,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:06:00Z,1,A4-PR-268,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838619,AMPLICON,553,326122082,PRJNA896334,SAMN45996675,SARS-CoV-2: wastewater surveillance,318802990,CSIR-NCL,2024-03-11,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198790,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode57,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-267,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838620,AMPLICON,567,281010249,PRJNA896334,SAMN45996674,SARS-CoV-2: wastewater surveillance,274081776,CSIR-NCL,2024-03-07,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198789,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode56,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-266,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838621,AMPLICON,70,121185370,PRJNA896334,SAMN45996566,SARS-CoV-2: wastewater surveillance,49715038,CSIR-NCL,2022-08-11,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198788,India,Asia,"India: Maharashtra\,Pune",NextSeq 500,Sewage Treatment Plant (STP),IP14519,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-106,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838622,AMPLICON,547,282732226,PRJNA896334,SAMN45996673,SARS-CoV-2: wastewater surveillance,276776990,CSIR-NCL,2024-03-04,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198787,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode55,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:06:00Z,1,A4-PR-265,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838623,AMPLICON,558,110398033,PRJNA896334,SAMN45996672,SARS-CoV-2: wastewater surveillance,108431920,CSIR-NCL,2024-02-28,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198786,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode54,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-264,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838624,AMPLICON,565,190268601,PRJNA896334,SAMN45996671,SARS-CoV-2: wastewater surveillance,186556701,CSIR-NCL,2024-02-21,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198785,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode52,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-262,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838625,AMPLICON,572,36862070,PRJNA896334,SAMN45996670,SARS-CoV-2: wastewater surveillance,36275868,CSIR-NCL,2024-02-18,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198784,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode51,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-261,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838626,AMPLICON,562,135218542,PRJNA896334,SAMN45996669,SARS-CoV-2: wastewater surveillance,132373086,CSIR-NCL,2024-02-15,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198783,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode50,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-260,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838627,AMPLICON,603,128218519,PRJNA896334,SAMN45996668,SARS-CoV-2: wastewater surveillance,124925668,CSIR-NCL,2024-02-08,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198782,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode48,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-258,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838628,AMPLICON,528,49483768,PRJNA896334,SAMN45996667,SARS-CoV-2: wastewater surveillance,48935550,CSIR-NCL,2024-02-05,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198781,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode47,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-257,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838629,AMPLICON,511,16741509,PRJNA896334,SAMN45996666,SARS-CoV-2: wastewater surveillance,16536135,CSIR-NCL,2024-04-25,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198780,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN165_barcode35,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,PR-280,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838630,AMPLICON,412,18086017,PRJNA896334,SAMN45996665,SARS-CoV-2: wastewater surveillance,18445761,CSIR-NCL,2024-04-22,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198779,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN165_barcode19,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,PR-279,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838631,AMPLICON,504,6214939,PRJNA896334,SAMN45996664,SARS-CoV-2: wastewater surveillance,6211039,CSIR-NCL,2024-04-18,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198778,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN165_barcode13,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,PR-278,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838632,AMPLICON,70,106558977,PRJNA896334,SAMN45996565,SARS-CoV-2: wastewater surveillance,44270100,CSIR-NCL,2022-08-08,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198777,India,Asia,"India: Maharashtra\,Pune",NextSeq 500,Sewage Treatment Plant (STP),IP14523,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-105,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838633,AMPLICON,536,16357056,PRJNA896334,SAMN45996663,SARS-CoV-2: wastewater surveillance,16339298,CSIR-NCL,2024-04-15,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198776,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN161_barcode93,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-277,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838634,AMPLICON,520,67063309,PRJNA896334,SAMN45996662,SARS-CoV-2: wastewater surveillance,66618293,CSIR-NCL,2024-04-11,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198775,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN161_barcode87,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-276,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838635,AMPLICON,578,4828310,PRJNA896334,SAMN45996661,SARS-CoV-2: wastewater surveillance,4838837,CSIR-NCL,2024-04-08,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198774,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN161_barcode71,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,PR-275,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838636,AMPLICON,573,24716977,PRJNA896334,SAMN45996660,SARS-CoV-2: wastewater surveillance,24536556,CSIR-NCL,2024-04-03,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198773,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN161_barcode65,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-274,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838637,AMPLICON,486,55075365,PRJNA896334,SAMN45996659,SARS-CoV-2: wastewater surveillance,55220331,CSIR-NCL,2024-04-01,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198772,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN161_barcode49,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-273,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838638,AMPLICON,524,47682333,PRJNA896334,SAMN45996658,SARS-CoV-2: wastewater surveillance,47500004,CSIR-NCL,2024-03-28,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198771,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN161_barcode44,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-272,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838639,AMPLICON,542,44621316,PRJNA896334,SAMN45996657,SARS-CoV-2: wastewater surveillance,43997008,CSIR-NCL,2024-03-26,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198770,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN161_barcode28,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-271,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838640,AMPLICON,543,121916184,PRJNA896334,SAMN45996656,SARS-CoV-2: wastewater surveillance,119763936,CSIR-NCL,2024-03-21,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198769,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN161_barcode22,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-270,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838641,AMPLICON,547,114078937,PRJNA896334,SAMN45996655,SARS-CoV-2: wastewater surveillance,112528682,CSIR-NCL,2024-03-18,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198768,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN161_barcode06,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-269,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838642,AMPLICON,520,81302262,PRJNA896334,SAMN45996654,SARS-CoV-2: wastewater surveillance,80780333,CSIR-NCL,2024-03-14,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198767,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN156_barcode96,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-268,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838643,AMPLICON,71,118739905,PRJNA896334,SAMN45996564,SARS-CoV-2: wastewater surveillance,47947114,CSIR-NCL,2022-08-01,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198766,India,Asia,"India: Maharashtra\,Pune",NextSeq 500,Sewage Treatment Plant (STP),IP14777,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-103,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838644,AMPLICON,70,74158063,PRJNA896334,SAMN45996555,SARS-CoV-2: wastewater surveillance,30991122,CSIR-NCL,2022-06-13,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198765,India,Asia,"India: Maharashtra\,Pune",NextSeq 500,Sewage Treatment Plant (STP),IP14660,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,PR-89,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838645,AMPLICON,71,83444615,PRJNA896334,SAMN45996554,SARS-CoV-2: wastewater surveillance,34152212,CSIR-NCL,2022-05-12,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198764,India,Asia,"India: Maharashtra\,Pune",NextSeq 500,Sewage Treatment Plant (STP),IP14615,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-80,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR22118071,AMPLICON,70,364385189,PRJNA896334,SAMN31542256,SARS-CoV-2: wastewater surveillance,149720375,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097832,India,Asia,India: Pune,NextSeq 550,wastewater,IP07451,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:33:00Z,1,PR-48,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118072,AMPLICON,70,342372438,PRJNA896334,SAMN31542255,SARS-CoV-2: wastewater surveillance,139724435,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-23,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097831,India,Asia,India: Pune,NextSeq 550,wastewater,IP07443,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:33:00Z,1,PR-47,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118073,AMPLICON,70,356768085,PRJNA896334,SAMN31542254,SARS-CoV-2: wastewater surveillance,153199126,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-20,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097830,India,Asia,India: Pune,NextSeq 550,wastewater,IP06434,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-46,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118074,AMPLICON,70,358422705,PRJNA896334,SAMN31542253,SARS-CoV-2: wastewater surveillance,155016808,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-16,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097829,India,Asia,India: Pune,NextSeq 550,wastewater,IP06414,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:33:00Z,1,PR-45,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118075,AMPLICON,70,310117835,PRJNA896334,SAMN31542252,SARS-CoV-2: wastewater surveillance,134078664,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-13,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097828,India,Asia,India: Pune,NextSeq 550,wastewater,IP06415,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:33:00Z,1,PR-44,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118076,AMPLICON,69,358462216,PRJNA896334,SAMN31542251,SARS-CoV-2: wastewater surveillance,149133170,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2021-12-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097827,India,Asia,India: Pune,NextSeq 550,wastewater,IP05902,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:34:00Z,1,PR-43,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118077,AMPLICON,70,167066626,PRJNA896334,SAMN31542284,SARS-CoV-2: wastewater surveillance,72080367,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-25,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097826,India,Asia,India: Pune,NextSeq 550,wastewater,IP12540,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:33:00Z,1,PR-76,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118078,AMPLICON,69,77726021,PRJNA896334,SAMN31542283,SARS-CoV-2: wastewater surveillance,33457330,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097825,India,Asia,India: Pune,NextSeq 550,wastewater,IP12572,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:32:00Z,1,PR-75,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118079,AMPLICON,68,68747508,PRJNA896334,SAMN31542282,SARS-CoV-2: wastewater surveillance,29321526,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097824,India,Asia,India: Pune,NextSeq 550,wastewater,IP11643,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:33:00Z,1,PR-74,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118080,AMPLICON,68,138247757,PRJNA896334,SAMN31542281,SARS-CoV-2: wastewater surveillance,59626497,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18097823,India,Asia,India: Pune,NextSeq 550,wastewater,IP11654,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:33:00Z,1,PR-73,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
SRR22118081,AMPLICON,70,82160940,PRJNA896334,SAMN31542280,SARS-CoV-2: wastewater surveillance,35832635,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-28,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18097822,India,Asia,India: Pune,NextSeq 550,wastewater,IP11787,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-12-01T00:00:00Z,2022-11-01T01:33:00Z,1,PR-72,SRP405559,NA,NA,NA,NA,yes,SARS-CoV-2,,
