Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,collection_date (run),Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,fasta_file (run),geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SAMPLE,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR23702957,AMPLICON,277,1976837,PRJNA941107,SAMN33590009,SARS-CoV-2: wastewater surveillance,874483,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,5/10/21,2021-05-10,public,"bam,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX19564389,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Zandvleit Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-0186,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0186,21-0186,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702958,AMPLICON,290,157653025,PRJNA941107,SAMN33590134,SARS-CoV-2: wastewater surveillance,37914003,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/11/21,2021-08-11,public,"activ_sars2_vcf,bam,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX19564388,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-116,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-116,21-116,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702959,AMPLICON,290,250277730,PRJNA941107,SAMN33590133,SARS-CoV-2: wastewater surveillance,60579163,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/11/21,2021-08-11,public,"run.zq,activ_sars2_vcf,bam,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX19564387,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-115,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-115,21-115,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702960,AMPLICON,291,314429586,PRJNA941107,SAMN33590132,SARS-CoV-2: wastewater surveillance,72786228,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/11/21,2021-08-11,public,"activ_sars2_vcf,sra,run.zq,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX19564386,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-114,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-114,21-114,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702961,AMPLICON,291,442468229,PRJNA941107,SAMN33590131,SARS-CoV-2: wastewater surveillance,100479242,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/10/21,2021-08-10,public,"bam,run.zq,sra,activ_sars2_vcf","ncbi,s3,gs","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX19564385,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-112,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-112,21-112,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702962,AMPLICON,290,44991855,PRJNA941107,SAMN33590130,SARS-CoV-2: wastewater surveillance,10731005,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/10/21,2021-08-10,public,"sra,activ_sars2_vcf,bam,run.zq","ncbi,s3,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19564384,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: ERWAT VLAKPLAATS WWTW\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-111,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:49:00Z,1,21-111,21-111,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702963,AMPLICON,290,479740454,PRJNA941107,SAMN33590129,SARS-CoV-2: wastewater surveillance,110073752,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/2/21,2021-08-02,public,"run.zq,bam,sra,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX19564383,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-110,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:49:00Z,1,21-110,21-110,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702964,AMPLICON,290,256736784,PRJNA941107,SAMN33590128,SARS-CoV-2: wastewater surveillance,60053564,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/2/21,2021-08-02,public,"run.zq,activ_sars2_vcf,sra,bam","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX19564382,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-109,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-109,21-109,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702965,AMPLICON,276,340473,PRJNA941107,SAMN33590127,SARS-CoV-2: wastewater surveillance,304619,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/2/21,2021-08-02,public,"sra,run.zq,bam,activ_sars2_vcf","ncbi,gs,s3","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX19564381,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: East Bank waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-108,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-108,21-108,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702966,AMPLICON,289,164754980,PRJNA941107,SAMN33590126,SARS-CoV-2: wastewater surveillance,40491405,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/2/21,2021-08-02,public,"sra,bam,activ_sars2_vcf,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX19564380,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-107,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-107,21-107,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702967,AMPLICON,290,368099611,PRJNA941107,SAMN33590125,SARS-CoV-2: wastewater surveillance,85695635,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/2/21,2021-08-02,public,"activ_sars2_vcf,bam,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX19564379,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-106,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:49:00Z,1,21-106,21-106,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702968,AMPLICON,293,191448356,PRJNA941107,SAMN33590008,SARS-CoV-2: wastewater surveillance,47640130,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,5/4/21,2021-05-04,public,"sra,run.zq,activ_sars2_vcf,bam","s3,ncbi,gs","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX19564378,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0180,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:49:00Z,1,21-0180,21-0180,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702969,AMPLICON,291,362831234,PRJNA941107,SAMN33590124,SARS-CoV-2: wastewater surveillance,83419939,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/2/21,2021-08-02,public,"activ_sars2_vcf,bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX19564377,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Zandvleit Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-105,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:49:00Z,1,21-105,21-105,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702970,AMPLICON,290,433917586,PRJNA941107,SAMN33590123,SARS-CoV-2: wastewater surveillance,99170366,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/2/21,2021-08-02,public,"activ_sars2_vcf,sra,bam,run.zq","gs,ncbi,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX19564376,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-104,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:49:00Z,1,21-104,21-104,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702971,AMPLICON,290,533189761,PRJNA941107,SAMN33590122,SARS-CoV-2: wastewater surveillance,124216703,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/2/21,2021-08-02,public,"run.zq,activ_sars2_vcf,bam,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX19564375,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-103,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:49:00Z,1,21-103,21-103,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702972,AMPLICON,290,387310922,PRJNA941107,SAMN33590121,SARS-CoV-2: wastewater surveillance,92153647,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/2/21,2021-08-02,public,"bam,run.zq,activ_sars2_vcf,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX19564452,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: GOUDKOPPIES WWTW\, Johannesburg MM\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-101,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:49:00Z,1,21-101,21-101,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702973,AMPLICON,292,7583400,PRJNA941107,SAMN33590005,SARS-CoV-2: wastewater surveillance,1972962,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,4/26/21,2021-04-26,public,"bam,activ_sars2_vcf,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX19564373,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-0167,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-0167,21-0167,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702974,AMPLICON,292,10099313,PRJNA941107,SAMN33589996,SARS-CoV-2: wastewater surveillance,2564287,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,4/6/21,2021-04-06,public,"sra,bam,activ_sars2_vcf,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX19564372,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0129,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-0129,21-0129,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702975,AMPLICON,293,46515048,PRJNA941107,SAMN33589995,SARS-CoV-2: wastewater surveillance,11746050,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,4/6/21,2021-04-06,public,"run.zq,activ_sars2_vcf,bam,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX19564371,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, Johannesburg\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0128,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-0128,21-0128,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702976,AMPLICON,270,518827,PRJNA941107,SAMN33590334,SARS-CoV-2: wastewater surveillance,369385,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,9/28/21,2021-09-28,public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX19564652,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-467,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-467,21-467,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702977,AMPLICON,263,130518450,PRJNA941107,SAMN33590361,SARS-CoV-2: wastewater surveillance,19276003,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/7/21,2021-12-07,public,"sra,activ_sars2_vcf,run.zq,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX19564679,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-617,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-617,21-617,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702978,AMPLICON,263,106268760,PRJNA941107,SAMN33590360,SARS-CoV-2: wastewater surveillance,16572494,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/7/21,2021-12-07,public,"activ_sars2_vcf,bam,sra,run.zq","ncbi,s3,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX19564678,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, Johannesburg\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-616,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-616,21-616,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702979,AMPLICON,290,55657423,PRJNA941107,SAMN33590359,SARS-CoV-2: wastewater surveillance,11909455,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/22/21,2021-11-22,public,"bam,sra,activ_sars2_vcf,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX19564677,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-594,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:53:00Z,1,21-594,21-594,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702980,AMPLICON,291,886510678,PRJNA941107,SAMN33590358,SARS-CoV-2: wastewater surveillance,192448289,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/23/21,2021-11-23,public,"activ_sars2_vcf,sra,run.zq,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX19564676,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-592,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:49:00Z,1,21-592,21-592,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702981,AMPLICON,291,659215014,PRJNA941107,SAMN33590357,SARS-CoV-2: wastewater surveillance,135652567,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/22/21,2021-11-22,public,"run.zq,activ_sars2_vcf,bam,sra","s3,gs,ncbi","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19564675,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: ERWAT VLAKPLAATS WWTW\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-584,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:49:00Z,1,21-584,21-584,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702982,AMPLICON,137,116833,PRJNA941107,SAMN33590356,SARS-CoV-2: wastewater surveillance,253281,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/16/21,2021-11-16,public,"bam,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX19564674,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-579,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-579,21-579,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702983,AMPLICON,252,729948,PRJNA941107,SAMN33590355,SARS-CoV-2: wastewater surveillance,482613,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/16/21,2021-11-16,public,"run.zq,sra,bam","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX19564673,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-578,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-578,21-578,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702984,AMPLICON,292,39135684,PRJNA941107,SAMN33590328,SARS-CoV-2: wastewater surveillance,7497059,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/23/21,2021-08-23,public,"activ_sars2_vcf,bam,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX19564672,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: GOUDKOPPIES WWTW\, Johannesburg MM\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-369,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-369,21-369,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702985,AMPLICON,166,146447,PRJNA941107,SAMN33590354,SARS-CoV-2: wastewater surveillance,266123,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/9/21,2021-11-09,public,"sra,run.zq,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX19564671,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Brickfield Pretreatment\, NELSON MANDELA BAY METRO\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-569,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-569,21-569,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702986,AMPLICON,188,134504,PRJNA941107,SAMN33590353,SARS-CoV-2: wastewater surveillance,261746,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/9/21,2021-11-09,public,"run.zq,sra,bam","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX19564670,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Kwanobuhle Waterwaste\, NELSON MANDELA BAY METRO\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-568,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-568,21-568,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702987,AMPLICON,167,144642,PRJNA941107,SAMN33590352,SARS-CoV-2: wastewater surveillance,266053,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/9/21,2021-11-09,public,"bam,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX19564669,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-567,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-567,21-567,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702988,AMPLICON,173,126057,PRJNA941107,SAMN33590351,SARS-CoV-2: wastewater surveillance,258245,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/8/21,2021-11-08,public,"sra,run.zq,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX19564668,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Borcheds Quarry Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-560,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-560,21-560,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702989,AMPLICON,290,12622272,PRJNA941107,SAMN33590350,SARS-CoV-2: wastewater surveillance,2728599,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/2/21,2021-11-02,public,"activ_sars2_vcf,run.zq,sra,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX19564667,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-554,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:48:00Z,1,21-554,21-554,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702990,AMPLICON,270,421824260,PRJNA941107,SAMN33590349,SARS-CoV-2: wastewater surveillance,57891447,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/25/21,2021-10-25,public,"activ_sars2_vcf,run.zq,bam,sra","gs,ncbi,s3","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX19564666,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-538,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:49:00Z,1,21-538,21-538,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702991,AMPLICON,272,312561304,PRJNA941107,SAMN33590348,SARS-CoV-2: wastewater surveillance,44812709,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/25/21,2021-10-25,public,"run.zq,activ_sars2_vcf,bam,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX19564665,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-537,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:51:00Z,1,21-537,21-537,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702992,AMPLICON,217,394872,PRJNA941107,SAMN33590347,SARS-CoV-2: wastewater surveillance,359430,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/26/21,2021-10-26,public,"bam,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX19564664,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-536,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:50:00Z,1,21-536,21-536,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
