Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,collected_by (run),collection_date (run),geo_loc_name (run),isolation_source (run),organism (run),ww_population (run),ww_population,ww_sample_duration (run),ww_sample_duration,ww_sample_matrix (run),ww_sample_matrix,ww_sample_type (run),ww_sample_type,ww_surv_target_1_known_present (run),ww_surv_target_1_known_present,ww_surv_target_1 (run),ww_surv_target_1,sequenced_by,wwtp,design_description,filename2,filename,filetype,INSTRUMENT_MODEL,Library_ID,library_layout,library_selection,library_source,library_strategy,platform,Title,Isolate,Lat_Lon,STRAIN,passage_history
SRR14010135,AMPLICON,255,22478133,PRJNA715712,SAMN18378798,Pathogen.env,6588809,THE NEW SCHOOL,Dennehy Lab,2021-01-31,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10386865,USA,North America,"USA:New York\, Queens\, G",Illumina iSeq 100,wastewater,11,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome-related coronavirus,ILLUMINA,2021-04-29T00:00:00Z,11,SRP311364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SARS-CoV-2,40.58388093 N 73.82827976 W,Severe acute respiratory syndrome coronavirus 2,
SRR14010136,AMPLICON,177,91951482,PRJNA715712,SAMN18378789,Pathogen.env,29998369,THE NEW SCHOOL,Dennehy Lab,2021-01-31,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10386864,USA,North America,"USA:New York\, Queens\, B",Illumina iSeq 100,wastewater,2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome-related coronavirus,ILLUMINA,2021-04-29T00:00:00Z,2,SRP311364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SARS-CoV-2,40.58388093 N 73.82827976 W,Severe acute respiratory syndrome coronavirus 2,
SRR14010137,AMPLICON,128,80997915,PRJNA715712,SAMN18378788,Pathogen.env,25671586,THE NEW SCHOOL,Dennehy Lab,2021-01-31,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10386863,USA,North America,"USA:New York\, Queens\, A",Illumina iSeq 100,wastewater,1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome-related coronavirus,ILLUMINA,2021-04-29T00:00:00Z,1,SRP311364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SARS-CoV-2,40.58388093 N 73.82827976 W,Severe acute respiratory syndrome coronavirus 2,geographic location (s)
SRR15282872,AMPLICON,602,94716272,PRJNA715712,SAMN22134973,SARS-CoV-2: wastewater surveillance,40862045,THE NEW SCHOOL,NYC DEP,2021-04-19,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX11587767,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY11_4-19RBDA_C05_S29,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY11_4-19RBDA_C05_S29,SRP311364,NYC DEP,2021-4-19,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY11_4-19RBDA_C05_S29_R2_001.fastq.gz,NY11_4-19RBDA_C05_S29_R1_001.fastq.gz,fastq,Illumina MiSeq,NY11_4-19RBDA_C05_S29,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282873,AMPLICON,602,107185498,PRJNA715712,SAMN22134972,SARS-CoV-2: wastewater surveillance,45804055,THE NEW SCHOOL,NYC DEP,2021-06-07,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX11587766,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY10_6-7RBD_H09_S93,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY10_6-7RBD_H09_S93,SRP311364,NYC DEP,2021-6-7,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY10_6-7RBD_H09_S93_L001_R2_001.fastq.gz,NY10_6-7RBD_H09_S93_L001_R1_001.fastq.gz,fastq,Illumina MiSeq,NY10_6-7RBD_H09_S93,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282874,AMPLICON,602,83968164,PRJNA715712,SAMN22134971,SARS-CoV-2: wastewater surveillance,35037550,THE NEW SCHOOL,NYC DEP,2021-06-07,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX11587765,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY10_6-7RBDB_H12_S96,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY10_6-7RBDB_H12_S96,SRP311364,NYC DEP,2021-6-7,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY10_6-7RBDB_H12_S96_L001_R2_001.fastq.gz,NY10_6-7RBDB_H12_S96_L001_R1_001.fastq.gz,fastq,Illumina MiSeq,NY10_6-7RBDB_H12_S96,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282875,AMPLICON,602,98005600,PRJNA715712,SAMN22134970,SARS-CoV-2: wastewater surveillance,43061005,THE NEW SCHOOL,NYC DEP,2021-05-26,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX11587764,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY10_5-26RBDB_H11_S95,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY10_5-26RBDB_H11_S95,SRP311364,NYC DEP,2021-5-26,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY10_5-26RBDB_H11_S95_L001_R2_001.fastq.gz,NY10_5-26RBDB_H11_S95_L001_R1_001.fastq.gz,fastq,Illumina MiSeq,NY10_5-26RBDB_H11_S95,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282876,AMPLICON,602,129231942,PRJNA715712,SAMN22134969,SARS-CoV-2: wastewater surveillance,57162803,THE NEW SCHOOL,NYC DEP,2021-05-26,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX11587763,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY10_5-26RBDA_H09_S93,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY10_5-26RBDA_H09_S93,SRP311364,NYC DEP,2021-5-26,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY10_5-26RBDA_H09_S93_L001_R2_001.fastq.gz,NY10_5-26RBDA_H09_S93_L001_R1_001.fastq.gz,fastq,Illumina MiSeq,NY10_5-26RBDA_H09_S93,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282877,AMPLICON,602,125762616,PRJNA715712,SAMN22134968,SARS-CoV-2: wastewater surveillance,52681171,THE NEW SCHOOL,NYC DEP,2021-05-10,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX11587762,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY10_5-10RBDA_C04_S28,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY10_5-10RBDA_C04_S28,SRP311364,NYC DEP,2021-5-10,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY10_5-10RBDA_C04_S28_L001_R2_001.fastq.gz,NY10_5-10RBDA_C04_S28_L001_R1_001.fastq.gz,fastq,Illumina MiSeq,NY10_5-10RBDA_C04_S28,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282878,AMPLICON,602,67858644,PRJNA715712,SAMN22134967,SARS-CoV-2: wastewater surveillance,29767532,THE NEW SCHOOL,NYC DEP,2021-04-04,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX11587761,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY10_4-4RBD_G10_S82,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY10_4-4RBD_G10_S82,SRP311364,NYC DEP,2021-4-4,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY10_4-4RBD_G10_S82_R2_001.fastq.gz,NY10_4-4RBD_G10_S82_R1_001.fastq.gz,fastq,Illumina MiSeq,NY10_4-4RBD_G10_S82,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282879,AMPLICON,602,96696250,PRJNA715712,SAMN22134966,SARS-CoV-2: wastewater surveillance,42638754,THE NEW SCHOOL,NYC DEP,2021-04-19,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX11587760,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY10_4-19RBDB_H08_S92,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY10_4-19RBDB_H08_S92,SRP311364,NYC DEP,2021-4-19,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY10_4-19RBDB_H08_S92_R2_001.fastq.gz,NY10_4-19RBDB_H08_S92_R1_001.fastq.gz,fastq,Illumina MiSeq,NY10_4-19RBDB_H08_S92,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282880,AMPLICON,602,99592472,PRJNA715712,SAMN22134977,SARS-CoV-2: wastewater surveillance,42716083,THE NEW SCHOOL,NYC DEP,2021-06-14,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX11587759,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY11_6-14RBD_H06_S90,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY11_6-14RBD_H06_S90,SRP311364,NYC DEP,2021-6-14,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY11_6-14RBD_H06_S90_L001_R2_001.fastq.gz,NY11_6-14RBD_H06_S90_L001_R1_001.fastq.gz,fastq,Illumina MiSeq,NY11_6-14RBD_H06_S90,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282881,AMPLICON,602,105236222,PRJNA715712,SAMN22134976,SARS-CoV-2: wastewater surveillance,48774927,THE NEW SCHOOL,NYC DEP,2021-06-14,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX11587758,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY11_6-14RBDB_H05_S89,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY11_6-14RBDB_H05_S89,SRP311364,NYC DEP,2021-6-14,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY11_6-14RBDB_H05_S89_L001_R2_001.fastq.gz,NY11_6-14RBDB_H05_S89_L001_R1_001.fastq.gz,fastq,Illumina MiSeq,NY11_6-14RBDB_H05_S89,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282882,AMPLICON,602,146888602,PRJNA715712,SAMN22134975,SARS-CoV-2: wastewater surveillance,44194902,THE NEW SCHOOL,NYC DEP,2021-05-10,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX11587757,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY11_5-10RBDA_C05_S29,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY11_5-10RBDA_C05_S29,SRP311364,NYC DEP,2021-5-10,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY11_5-10RBDA_C05_S29_L001_R2_001.fastq.gz,NY11_5-10RBDA_C05_S29_L001_R1_001.fastq.gz,fastq,Illumina MiSeq,NY11_5-10RBDA_C05_S29,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282883,AMPLICON,602,117990796,PRJNA715712,SAMN22134974,SARS-CoV-2: wastewater surveillance,50989472,THE NEW SCHOOL,NYC DEP,2021-04-19,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX11587756,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY11_4-19RBDB_H09_S93,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY11_4-19RBDB_H09_S93,SRP311364,NYC DEP,2021-4-19,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY11_4-19RBDB_H09_S93_R2_001.fastq.gz,NY11_4-19RBDB_H09_S93_R1_001.fastq.gz,fastq,Illumina MiSeq,NY11_4-19RBDB_H09_S93,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282884,AMPLICON,602,86875824,PRJNA715712,SAMN22134965,SARS-CoV-2: wastewater surveillance,37452012,THE NEW SCHOOL,NYC DEP,2021-04-19,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX11587755,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY10_4-19RBDA_C04_S28,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY10_4-19RBDA_C04_S28,SRP311364,NYC DEP,2021-4-19,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY10_4-19RBDA_C04_S28_R2_001.fastq.gz,NY10_4-19RBDA_C04_S28_R1_001.fastq.gz,fastq,Illumina MiSeq,NY10_4-19RBDA_C04_S28,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR15282885,AMPLICON,602,136713598,PRJNA715712,SAMN22134964,SARS-CoV-2: wastewater surveillance,57840422,THE NEW SCHOOL,NYC DEP,2021-05-10,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX11587754,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY03_5-10RBDA_B09_S21,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-31T00:00:00Z,NY03_5-10RBDA_B09_S21,SRP311364,NYC DEP,2021-5-10,USA: NewYork,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY03_5-10RBDA_B09_S21_L001_R2_001.fastq.gz,NY03_5-10RBDA_B09_S21_L001_R1_001.fastq.gz,fastq,Illumina MiSeq,NY03_5-10RBDA_B09_S21,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR16241823,AMPLICON,602,95002824,PRJNA715712,SAMN22135509,SARS-CoV-2: wastewater surveillance,39117597,THE NEW SCHOOL,NYC DEP,2021-04-19,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12521718,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY05_4-19RBDB_H03,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-07T00:00:00Z,NY05_4-19RBDB_H03,SRP311364,NYC DEP,2021-4-19,USA: New York,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY05_4-19RBDB_H03_S87_R2_001.fastq.gz,NY05_4-19RBDB_H03_S87_R1_001.fastq.gz,fastq,Illumina MiSeq,NY05_4-19RBDB_H03,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR16241825,AMPLICON,602,93482172,PRJNA715712,SAMN22135507,SARS-CoV-2: wastewater surveillance,40007530,THE NEW SCHOOL,NYC DEP,2021-04-19,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12521716,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY04_4-19RBDB_H02,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-07T00:00:00Z,NY04_4-19RBDB_H02,SRP311364,NYC DEP,2021-4-19,USA: New York,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY04_4-19RBDB_H02_S86_R2_001.fastq.gz,NY04_4-19RBDB_H02_S86_R1_001.fastq.gz,fastq,Illumina MiSeq,NY04_4-19RBDB_H02,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR16241827,AMPLICON,602,93131206,PRJNA715712,SAMN22135505,SARS-CoV-2: wastewater surveillance,40199368,THE NEW SCHOOL,NYC DEP,2021-04-19,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12521714,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY03_4-19RBDB_H01,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-07T00:00:00Z,NY03_4-19RBDB_H01,SRP311364,NYC DEP,2021-4-19,USA: New York,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY03_4-19RBDB_H01_S85_R2_001.fastq.gz,NY03_4-19RBDB_H01_S85_R1_001.fastq.gz,fastq,Illumina MiSeq,NY03_4-19RBDB_H01,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR16241830,AMPLICON,602,71155196,PRJNA715712,SAMN22135535,SARS-CoV-2: wastewater surveillance,26787827,THE NEW SCHOOL,NYC DEP,2021-04-04,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12521711,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY8_4-4RBD_G08,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-07T00:00:00Z,NY8_4-4RBD_G08,SRP311364,NYC DEP,2021-4-4,USA: New York,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY8_4-4RBD_G08_S80_R2_001.fastq.gz,NY8_4-4RBD_G08_S80_R1_001.fastq.gz,fastq,Illumina MiSeq,NY8_4-4RBD_G08,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR16241831,AMPLICON,602,78207024,PRJNA715712,SAMN22135534,SARS-CoV-2: wastewater surveillance,28479383,THE NEW SCHOOL,NYC DEP,2021-04-04,public,"activ_sars2_vcf,sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12521710,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY7_4-4RBD_G07,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-07T00:00:00Z,NY7_4-4RBD_G07,SRP311364,NYC DEP,2021-4-4,USA: New York,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY7_4-4RBD_G07_S79_R2_001.fastq.gz,NY7_4-4RBD_G07_S79_R1_001.fastq.gz,fastq,Illumina MiSeq,NY7_4-4RBD_G07,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR16241835,AMPLICON,602,72498860,PRJNA715712,SAMN22135530,SARS-CoV-2: wastewater surveillance,31661071,THE NEW SCHOOL,NYC DEP,2021-04-04,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12521706,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY3_4-4RBD_G03,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-07T00:00:00Z,NY3_4-4RBD_G03,SRP311364,NYC DEP,2021-4-4,USA: New York,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY3_4-4RBD_G03_S75_R2_001.fastq.gz,NY3_4-4RBD_G03_S75_R1_001.fastq.gz,fastq,Illumina MiSeq,NY3_4-4RBD_G03,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR16241837,AMPLICON,602,68947662,PRJNA715712,SAMN22135529,SARS-CoV-2: wastewater surveillance,29918240,THE NEW SCHOOL,NYC DEP,2021-04-04,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12521704,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY2_4-4RBD_G02,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-07T00:00:00Z,NY2_4-4RBD_G02,SRP311364,NYC DEP,2021-4-4,USA: New York,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY2_4-4RBD_G02_S74_R2_001.fastq.gz,NY2_4-4RBD_G02_S74_R1_001.fastq.gz,fastq,Illumina MiSeq,NY2_4-4RBD_G02,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR16241839,AMPLICON,602,65776326,PRJNA715712,SAMN22135527,SARS-CoV-2: wastewater surveillance,28233810,THE NEW SCHOOL,NYC DEP,2021-04-04,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12521702,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY14_4-4RBD_H02,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-07T00:00:00Z,NY14_4-4RBD_H02,SRP311364,NYC DEP,2021-4-4,USA: New York,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY14_4-4RBD_H02_S86_R2_001.fastq.gz,NY14_4-4RBD_H02_S86_R1_001.fastq.gz,fastq,Illumina MiSeq,NY14_4-4RBD_H02,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR16241840,AMPLICON,602,108133648,PRJNA715712,SAMN22135526,SARS-CoV-2: wastewater surveillance,43038197,THE NEW SCHOOL,NYC DEP,2021-04-19,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12521701,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY14_4-19RBDB_H12,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-07T00:00:00Z,NY14_4-19RBDB_H12,SRP311364,NYC DEP,2021-4-19,USA: New York,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY14_4-19RBDB_H12_S96_R2_001.fastq.gz,NY14_4-19RBDB_H12_S96_R1_001.fastq.gz,fastq,Illumina MiSeq,NY14_4-19RBDB_H12,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR16241841,AMPLICON,602,72497054,PRJNA715712,SAMN22135525,SARS-CoV-2: wastewater surveillance,32542252,THE NEW SCHOOL,NYC DEP,2021-04-19,public,"activ_sars2_vcf,fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12521700,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY14_4-19RBDA_C08,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-07T00:00:00Z,NY14_4-19RBDA_C08,SRP311364,NYC DEP,2021-4-19,USA: New York,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY14_4-19RBDA_C08_S32_R2_001.fastq.gz,NY14_4-19RBDA_C08_S32_R1_001.fastq.gz,fastq,Illumina MiSeq,NY14_4-19RBDA_C08,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
SRR16241842,AMPLICON,602,64007650,PRJNA715712,SAMN22135524,SARS-CoV-2: wastewater surveillance,27412529,THE NEW SCHOOL,NYC DEP,2021-04-04,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12521699,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY13_4-4RBD_H01,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-10-07T00:00:00Z,NY13_4-4RBD_H01,SRP311364,NYC DEP,2021-4-4,USA: New York,wastewater,wastewater metagenome,Not Collected,Not Collected,24h,24h,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,,,Domain Amplification,NY13_4-4RBD_H01_S85_R2_001.fastq.gz,NY13_4-4RBD_H01_S85_R1_001.fastq.gz,fastq,Illumina MiSeq,NY13_4-4RBD_H01,Paired,RT-PCR,Viral RNA,Amplicon,Illumina,Spike Receptor Binding Domain amplicon,,,,
